,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：356yd,Hdcp：9,PAR：4,Reg.：368yd,Hdcp：2,PAR：3,Reg.：159yd,Hdcp：6
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長い真っ直ぐなミドルホール,長い真っ直ぐなミドルホール,長い真っ直ぐなミドルホール,ショートホール,ショートホール,ショートホール
2,難易度5位/9ホール中 平均スコア5.25 平均パット数1.95 パーオン率23.3% フェアウェイ率41.3% OB率35.5% バンカー率18.0%,難易度5位/9ホール中 平均スコア5.25 平均パット数1.95 パーオン率23.3% フェアウェイ率41.3% OB率35.5% バンカー率18.0%,難易度5位/9ホール中 平均スコア5.25 平均パット数1.95 パーオン率23.3% フェアウェイ率41.3% OB率35.5% バンカー率18.0%,難易度6位/9ホール中 平均スコア5.29 平均パット数1.98 パーオン率22.8% フェアウェイ率44.0% OB率42.8% バンカー率12.0%,難易度6位/9ホール中 平均スコア5.29 平均パット数1.98 パーオン率22.8% フェアウェイ率44.0% OB率42.8% バンカー率12.0%,難易度6位/9ホール中 平均スコア5.29 平均パット数1.98 パーオン率22.8% フェアウェイ率44.0% OB率42.8% バンカー率12.0%,難易度9位/9ホール中 平均スコア3.89 平均パット数1.94 パーオン率33.8% フェアウェイ率- OB率21.3% バンカー率16.3%,難易度9位/9ホール中 平均スコア3.89 平均パット数1.94 パーオン率33.8% フェアウェイ率- OB率21.3% バンカー率16.3%,難易度9位/9ホール中 平均スコア3.89 平均パット数1.94 パーオン率33.8% フェアウェイ率- OB率21.3% バンカー率16.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：487yd,Hdcp：7,PAR：4,Reg.：345yd,Hdcp：3,PAR：5,Reg.：545yd,Hdcp：1
5,やや左ドッグレッグのロングホール,やや左ドッグレッグのロングホール,やや左ドッグレッグのロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
6,難易度2位/9ホール中 平均スコア6.41 平均パット数1.99 パーオン率24.8% フェアウェイ率44.3% OB率44.5% バンカー率18.3%,難易度2位/9ホール中 平均スコア6.41 平均パット数1.99 パーオン率24.8% フェアウェイ率44.3% OB率44.5% バンカー率18.3%,難易度2位/9ホール中 平均スコア6.41 平均パット数1.99 パーオン率24.8% フェアウェイ率44.3% OB率44.5% バンカー率18.3%,難易度7位/9ホール中 平均スコア5.22 平均パット数2.01 パーオン率30.5% フェアウェイ率60.0% OB率43.8% バンカー率19.5%,難易度7位/9ホール中 平均スコア5.22 平均パット数2.01 パーオン率30.5% フェアウェイ率60.0% OB率43.8% バンカー率19.5%,難易度7位/9ホール中 平均スコア5.22 平均パット数2.01 パーオン率30.5% フェアウェイ率60.0% OB率43.8% バンカー率19.5%,難易度1位/9ホール中 平均スコア6.75 平均パット数2.06 パーオン率15.5% フェアウェイ率52.8% OB率71.0% バンカー率6.7%,難易度1位/9ホール中 平均スコア6.75 平均パット数2.06 パーオン率15.5% フェアウェイ率52.8% OB率71.0% バンカー率6.7%,難易度1位/9ホール中 平均スコア6.75 平均パット数2.06 パーオン率15.5% フェアウェイ率52.8% OB率71.0% バンカー率6.7%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：180yd,Hdcp：8,PAR：4,Reg.：368yd,Hdcp：5,PAR：4,Reg.：346yd,Hdcp：4
9,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
10,難易度8位/9ホール中 平均スコア3.97 平均パット数1.95 パーオン率26.5% フェアウェイ率- OB率22.7% バンカー率20.0%,難易度8位/9ホール中 平均スコア3.97 平均パット数1.95 パーオン率26.5% フェアウェイ率- OB率22.7% バンカー率20.0%,難易度8位/9ホール中 平均スコア3.97 平均パット数1.95 パーオン率26.5% フェアウェイ率- OB率22.7% バンカー率20.0%,難易度3位/9ホール中 平均スコア5.38 平均パット数2.03 パーオン率24.3% フェアウェイ率53.3% OB率56.5% バンカー率8.0%,難易度3位/9ホール中 平均スコア5.38 平均パット数2.03 パーオン率24.3% フェアウェイ率53.3% OB率56.5% バンカー率8.0%,難易度3位/9ホール中 平均スコア5.38 平均パット数2.03 パーオン率24.3% フェアウェイ率53.3% OB率56.5% バンカー率8.0%,難易度4位/9ホール中 平均スコア5.25 平均パット数1.95 パーオン率24.0% フェアウェイ率60.0% OB率42.8% バンカー率11.3%,難易度4位/9ホール中 平均スコア5.25 平均パット数1.95 パーオン率24.0% フェアウェイ率60.0% OB率42.8% バンカー率11.3%,難易度4位/9ホール中 平均スコア5.25 平均パット数1.95 パーオン率24.0% フェアウェイ率60.0% OB率42.8% バンカー率11.3%
