,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：363yd,Hdcp：15,PAR：5,Reg.：487yd,Hdcp：1,PAR：3,Reg.：135yd,Hdcp：17
1,ティーショットで右に曲げると、ボギーも厳しい,ティーショットで右に曲げると、ボギーも厳しい,ティーショットで右に曲げると、ボギーも厳しい,ティーショットは緩やかな打ち上げ,ティーショットは緩やかな打ち上げ,ティーショットは緩やかな打ち上げ,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度6位/18ホール中 平均スコア5.43 平均パット数1.92 パーオン率12.8% フェアウェイ率39.3% OB率33.3% バンカー率14.3%,難易度6位/18ホール中 平均スコア5.43 平均パット数1.92 パーオン率12.8% フェアウェイ率39.3% OB率33.3% バンカー率14.3%,難易度6位/18ホール中 平均スコア5.43 平均パット数1.92 パーオン率12.8% フェアウェイ率39.3% OB率33.3% バンカー率14.3%,難易度9位/18ホール中 平均スコア6.32 平均パット数1.8 パーオン率19.0% フェアウェイ率39.3% OB率37.5% バンカー率12.0%,難易度9位/18ホール中 平均スコア6.32 平均パット数1.8 パーオン率19.0% フェアウェイ率39.3% OB率37.5% バンカー率12.0%,難易度9位/18ホール中 平均スコア6.32 平均パット数1.8 パーオン率19.0% フェアウェイ率39.3% OB率37.5% バンカー率12.0%,難易度17位/18ホール中 平均スコア4 平均パット数1.92 パーオン率30.3% フェアウェイ率- OB率12.7% バンカー率8.3%,難易度17位/18ホール中 平均スコア4 平均パット数1.92 パーオン率30.3% フェアウェイ率- OB率12.7% バンカー率8.3%,難易度17位/18ホール中 平均スコア4 平均パット数1.92 パーオン率30.3% フェアウェイ率- OB率12.7% バンカー率8.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：325yd,Hdcp：11,PAR：4,Reg.：350yd,Hdcp：5,PAR：3,Reg.：158yd,Hdcp：13
5,緩やかな登りのミドルホール,緩やかな登りのミドルホール,緩やかな登りのミドルホール,直線的なミドルホール,直線的なミドルホール,直線的なミドルホール,日本庭園がきれいな名物ホール,日本庭園がきれいな名物ホール,日本庭園がきれいな名物ホール
6,難易度4位/18ホール中 平均スコア5.5 平均パット数2.01 パーオン率14.3% フェアウェイ率41.0% OB率29.0% バンカー率17.3%,難易度4位/18ホール中 平均スコア5.5 平均パット数2.01 パーオン率14.3% フェアウェイ率41.0% OB率29.0% バンカー率17.3%,難易度4位/18ホール中 平均スコア5.5 平均パット数2.01 パーオン率14.3% フェアウェイ率41.0% OB率29.0% バンカー率17.3%,難易度11位/18ホール中 平均スコア5.3 平均パット数1.9 パーオン率14.3% フェアウェイ率48.8% OB率18.5% バンカー率21.3%,難易度11位/18ホール中 平均スコア5.3 平均パット数1.9 パーオン率14.3% フェアウェイ率48.8% OB率18.5% バンカー率21.3%,難易度11位/18ホール中 平均スコア5.3 平均パット数1.9 パーオン率14.3% フェアウェイ率48.8% OB率18.5% バンカー率21.3%,難易度18位/18ホール中 平均スコア3.97 平均パット数2.08 パーオン率31.0% フェアウェイ率- OB率19.0% バンカー率6.5%,難易度18位/18ホール中 平均スコア3.97 平均パット数2.08 パーオン率31.0% フェアウェイ率- OB率19.0% バンカー率6.5%,難易度18位/18ホール中 平均スコア3.97 平均パット数2.08 パーオン率31.0% フェアウェイ率- OB率19.0% バンカー率6.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：381yd,Hdcp：3,PAR：5,Reg.：473yd,Hdcp：9,PAR：4,Reg.：374yd,Hdcp：7
9,セカンド地点から打ち下ろしのミドル,セカンド地点から打ち下ろしのミドル,セカンド地点から打ち下ろしのミドル,ツーオン可能なロングホール,ツーオン可能なロングホール,ツーオン可能なロングホール,左ドックレックのミドルホール,左ドックレックのミドルホール,左ドックレックのミドルホール
10,難易度8位/18ホール中 平均スコア5.38 平均パット数1.87 パーオン率14.0% フェアウェイ率52.8% OB率27.0% バンカー率25.5%,難易度8位/18ホール中 平均スコア5.38 平均パット数1.87 パーオン率14.0% フェアウェイ率52.8% OB率27.0% バンカー率25.5%,難易度8位/18ホール中 平均スコア5.38 平均パット数1.87 パーオン率14.0% フェアウェイ率52.8% OB率27.0% バンカー率25.5%,難易度3位/18ホール中 平均スコア6.41 平均パット数1.97 パーオン率24.5% フェアウェイ率46.8% OB率29.3% バンカー率16.3%,難易度3位/18ホール中 平均スコア6.41 平均パット数1.97 パーオン率24.5% フェアウェイ率46.8% OB率29.3% バンカー率16.3%,難易度3位/18ホール中 平均スコア6.41 平均パット数1.97 パーオン率24.5% フェアウェイ率46.8% OB率29.3% バンカー率16.3%,難易度12位/18ホール中 平均スコア5.29 平均パット数1.86 パーオン率18.0% フェアウェイ率48.0% OB率24.8% バンカー率21.0%,難易度12位/18ホール中 平均スコア5.29 平均パット数1.86 パーオン率18.0% フェアウェイ率48.0% OB率24.8% バンカー率21.0%,難易度12位/18ホール中 平均スコア5.29 平均パット数1.86 パーオン率18.0% フェアウェイ率48.0% OB率24.8% バンカー率21.0%
