,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：384yd,Hdcp：3,PAR：4,Reg.：368yd,Hdcp：15,PAR：5,Reg.：552yd,Hdcp：9
1,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,やや打ち下ろしのミドルホール,やや打ち下ろしのミドルホール,やや打ち下ろしのミドルホール,距離のあるロングホール,距離のあるロングホール,距離のあるロングホール
2,難易度6位/18ホール中 平均スコア5.42 平均パット数1.98 パーオン率21.3% フェアウェイ率60.7% OB率22.3% バンカー率19.5%,難易度6位/18ホール中 平均スコア5.42 平均パット数1.98 パーオン率21.3% フェアウェイ率60.7% OB率22.3% バンカー率19.5%,難易度6位/18ホール中 平均スコア5.42 平均パット数1.98 パーオン率21.3% フェアウェイ率60.7% OB率22.3% バンカー率19.5%,難易度7位/18ホール中 平均スコア5.41 平均パット数1.97 パーオン率20.3% フェアウェイ率48.3% OB率36.5% バンカー率22.5%,難易度7位/18ホール中 平均スコア5.41 平均パット数1.97 パーオン率20.3% フェアウェイ率48.3% OB率36.5% バンカー率22.5%,難易度7位/18ホール中 平均スコア5.41 平均パット数1.97 パーオン率20.3% フェアウェイ率48.3% OB率36.5% バンカー率22.5%,難易度1位/18ホール中 平均スコア6.74 平均パット数1.92 パーオン率22.3% フェアウェイ率48.3% OB率34.5% バンカー率28.0%,難易度1位/18ホール中 平均スコア6.74 平均パット数1.92 パーオン率22.3% フェアウェイ率48.3% OB率34.5% バンカー率28.0%,難易度1位/18ホール中 平均スコア6.74 平均パット数1.92 パーオン率22.3% フェアウェイ率48.3% OB率34.5% バンカー率28.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：399yd,Hdcp：1,PAR：3,Reg.：207yd,Hdcp：7,PAR：4,Reg.：315yd,Hdcp：13
5,距離のあるＨＤＣＰ１のタフなミドルホール,距離のあるＨＤＣＰ１のタフなミドルホール,距離のあるＨＤＣＰ１のタフなミドルホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,やや打ち上げのミドルホール,やや打ち上げのミドルホール,やや打ち上げのミドルホール
6,難易度2位/18ホール中 平均スコア5.61 平均パット数1.9 パーオン率12.3% フェアウェイ率64.0% OB率23.8% バンカー率19.5%,難易度2位/18ホール中 平均スコア5.61 平均パット数1.9 パーオン率12.3% フェアウェイ率64.0% OB率23.8% バンカー率19.5%,難易度2位/18ホール中 平均スコア5.61 平均パット数1.9 パーオン率12.3% フェアウェイ率64.0% OB率23.8% バンカー率19.5%,難易度10位/18ホール中 平均スコア4.17 平均パット数1.86 パーオン率21.8% フェアウェイ率- OB率20.5% バンカー率32.0%,難易度10位/18ホール中 平均スコア4.17 平均パット数1.86 パーオン率21.8% フェアウェイ率- OB率20.5% バンカー率32.0%,難易度10位/18ホール中 平均スコア4.17 平均パット数1.86 パーオン率21.8% フェアウェイ率- OB率20.5% バンカー率32.0%,難易度17位/18ホール中 平均スコア5.02 平均パット数1.84 パーオン率31.0% フェアウェイ率55.3% OB率24.0% バンカー率30.5%,難易度17位/18ホール中 平均スコア5.02 平均パット数1.84 パーオン率31.0% フェアウェイ率55.3% OB率24.0% バンカー率30.5%,難易度17位/18ホール中 平均スコア5.02 平均パット数1.84 パーオン率31.0% フェアウェイ率55.3% OB率24.0% バンカー率30.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：206yd,Hdcp：5,PAR：5,Reg.：510yd,Hdcp：17,PAR：4,Reg.：411yd,Hdcp：11
9,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール,やや右ドッグレッグのロングホール,やや右ドッグレッグのロングホール,やや右ドッグレッグのロングホール,豪快な打ち下ろしのミドルホール,豪快な打ち下ろしのミドルホール,豪快な打ち下ろしのミドルホール
10,難易度16位/18ホール中 平均スコア4.18 平均パット数1.98 パーオン率25.0% フェアウェイ率- OB率38.8% バンカー率28.0%,難易度16位/18ホール中 平均スコア4.18 平均パット数1.98 パーオン率25.0% フェアウェイ率- OB率38.8% バンカー率28.0%,難易度16位/18ホール中 平均スコア4.18 平均パット数1.98 パーオン率25.0% フェアウェイ率- OB率38.8% バンカー率28.0%,難易度11位/18ホール中 平均スコア6.34 平均パット数1.95 パーオン率28.3% フェアウェイ率54.7% OB率50.5% バンカー率18.0%,難易度11位/18ホール中 平均スコア6.34 平均パット数1.95 パーオン率28.3% フェアウェイ率54.7% OB率50.5% バンカー率18.0%,難易度11位/18ホール中 平均スコア6.34 平均パット数1.95 パーオン率28.3% フェアウェイ率54.7% OB率50.5% バンカー率18.0%,難易度5位/18ホール中 平均スコア5.45 平均パット数1.97 パーオン率14.0% フェアウェイ率60.3% OB率16.0% バンカー率42.3%,難易度5位/18ホール中 平均スコア5.45 平均パット数1.97 パーオン率14.0% フェアウェイ率60.3% OB率16.0% バンカー率42.3%,難易度5位/18ホール中 平均スコア5.45 平均パット数1.97 パーオン率14.0% フェアウェイ率60.3% OB率16.0% バンカー率42.3%
