,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：383yd,Hdcp：1,PAR：4,Reg.：355yd,Hdcp：7,PAR：3,Reg.：173yd,Hdcp：5
1,フェアウェイ中央に夫婦松、越えるとフラットになる,フェアウェイ中央に夫婦松、越えるとフラットになる,フェアウェイ中央に夫婦松、越えるとフラットになる,ややなだらかな下りの左ドックレックミドルホール,ややなだらかな下りの左ドックレックミドルホール,ややなだらかな下りの左ドックレックミドルホール,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール
2,難易度2位/9ホール中 平均スコア5.44 平均パット数1.96 パーオン率15.0% フェアウェイ率46.5% OB率8.3% バンカー率38.3%,難易度2位/9ホール中 平均スコア5.44 平均パット数1.96 パーオン率15.0% フェアウェイ率46.5% OB率8.3% バンカー率38.3%,難易度2位/9ホール中 平均スコア5.44 平均パット数1.96 パーオン率15.0% フェアウェイ率46.5% OB率8.3% バンカー率38.3%,難易度7位/9ホール中 平均スコア5.21 平均パット数1.93 パーオン率21.0% フェアウェイ率38.5% OB率12.3% バンカー率46.3%,難易度7位/9ホール中 平均スコア5.21 平均パット数1.93 パーオン率21.0% フェアウェイ率38.5% OB率12.3% バンカー率46.3%,難易度7位/9ホール中 平均スコア5.21 平均パット数1.93 パーオン率21.0% フェアウェイ率38.5% OB率12.3% バンカー率46.3%,難易度8位/9ホール中 平均スコア4.17 平均パット数1.99 パーオン率16.8% フェアウェイ率- OB率10.8% バンカー率29.0%,難易度8位/9ホール中 平均スコア4.17 平均パット数1.99 パーオン率16.8% フェアウェイ率- OB率10.8% バンカー率29.0%,難易度8位/9ホール中 平均スコア4.17 平均パット数1.99 パーオン率16.8% フェアウェイ率- OB率10.8% バンカー率29.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：378yd,Hdcp：6,PAR：5,Reg.：525yd,Hdcp：4,PAR：4,Reg.：318yd,Hdcp：9
5,なだらかな下りのミドルホール,なだらかな下りのミドルホール,なだらかな下りのミドルホール,フェアウェイは広く豪快に攻められる,フェアウェイは広く豪快に攻められる,フェアウェイは広く豪快に攻められる,第１打やや打ち下ろし、２打地点からはやや打ち上げ,第１打やや打ち下ろし、２打地点からはやや打ち上げ,第１打やや打ち下ろし、２打地点からはやや打ち上げ
6,難易度5位/9ホール中 平均スコア5.26 平均パット数1.95 パーオン率19.0% フェアウェイ率46.8% OB率14.8% バンカー率44.8%,難易度5位/9ホール中 平均スコア5.26 平均パット数1.95 パーオン率19.0% フェアウェイ率46.8% OB率14.8% バンカー率44.8%,難易度5位/9ホール中 平均スコア5.26 平均パット数1.95 パーオン率19.0% フェアウェイ率46.8% OB率14.8% バンカー率44.8%,難易度3位/9ホール中 平均スコア6.36 平均パット数1.99 パーオン率23.3% フェアウェイ率46.0% OB率17.3% バンカー率40.8%,難易度3位/9ホール中 平均スコア6.36 平均パット数1.99 パーオン率23.3% フェアウェイ率46.0% OB率17.3% バンカー率40.8%,難易度3位/9ホール中 平均スコア6.36 平均パット数1.99 パーオン率23.3% フェアウェイ率46.0% OB率17.3% バンカー率40.8%,難易度6位/9ホール中 平均スコア5.26 平均パット数1.95 パーオン率22.3% フェアウェイ率48.5% OB率15.0% バンカー率30.3%,難易度6位/9ホール中 平均スコア5.26 平均パット数1.95 パーオン率22.3% フェアウェイ率48.5% OB率15.0% バンカー率30.3%,難易度6位/9ホール中 平均スコア5.26 平均パット数1.95 パーオン率22.3% フェアウェイ率48.5% OB率15.0% バンカー率30.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：151yd,Hdcp：8,PAR：4,Reg.：404yd,Hdcp：3,PAR：5,Reg.：545yd,Hdcp：2
9,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール,見た目のＦＷは狭いが、見た目以上に左サイドは広い,見た目のＦＷは狭いが、見た目以上に左サイドは広い,見た目のＦＷは狭いが、見た目以上に左サイドは広い,セカンド地点から打ち上げとなるロングホール,セカンド地点から打ち上げとなるロングホール,セカンド地点から打ち上げとなるロングホール
10,難易度9位/9ホール中 平均スコア4.02 平均パット数1.95 パーオン率26.3% フェアウェイ率- OB率14.3% バンカー率36.0%,難易度9位/9ホール中 平均スコア4.02 平均パット数1.95 パーオン率26.3% フェアウェイ率- OB率14.3% バンカー率36.0%,難易度9位/9ホール中 平均スコア4.02 平均パット数1.95 パーオン率26.3% フェアウェイ率- OB率14.3% バンカー率36.0%,難易度4位/9ホール中 平均スコア5.36 平均パット数1.93 パーオン率17.5% フェアウェイ率48.8% OB率22.3% バンカー率31.8%,難易度4位/9ホール中 平均スコア5.36 平均パット数1.93 パーオン率17.5% フェアウェイ率48.8% OB率22.3% バンカー率31.8%,難易度4位/9ホール中 平均スコア5.36 平均パット数1.93 パーオン率17.5% フェアウェイ率48.8% OB率22.3% バンカー率31.8%,難易度1位/9ホール中 平均スコア6.63 平均パット数2.07 パーオン率16.0% フェアウェイ率49.5% OB率18.8% バンカー率33.0%,難易度1位/9ホール中 平均スコア6.63 平均パット数2.07 パーオン率16.0% フェアウェイ率49.5% OB率18.8% バンカー率33.0%,難易度1位/9ホール中 平均スコア6.63 平均パット数2.07 パーオン率16.0% フェアウェイ率49.5% OB率18.8% バンカー率33.0%
