,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：381yd,Hdcp：4,PAR：4,Reg.：375yd,Hdcp：12,PAR：3,Reg.：194yd,Hdcp：16
1,距離のあるミドルホール。フェアウェイ中央のクロスバンカーには絶対に入れない事。確実に3オン狙いがスコアメイクのカギ。,距離のあるミドルホール。フェアウェイ中央のクロスバンカーには絶対に入れない事。確実に3オン狙いがスコアメイクのカギ。,距離のあるミドルホール。フェアウェイ中央のクロスバンカーには絶対に入れない事。確実に3オン狙いがスコアメイクのカギ。,距離のあるミドルホール。フェアウェイは広いので思いきり打てる。第1打右サイドからはグリーンがねらいにくい。,距離のあるミドルホール。フェアウェイは広いので思いきり打てる。第1打右サイドからはグリーンがねらいにくい。,距離のあるミドルホール。フェアウェイは広いので思いきり打てる。第1打右サイドからはグリーンがねらいにくい。,やや打ち下しのショートホール。距離があるので、しっかり打つ事。やや右狙いが安全。,やや打ち下しのショートホール。距離があるので、しっかり打つ事。やや右狙いが安全。,やや打ち下しのショートホール。距離があるので、しっかり打つ事。やや右狙いが安全。
2,難易度2位/18ホール中 平均スコア5.42 平均パット数2.06 パーオン率15.0% フェアウェイ率43.3% OB率5.3% バンカー率18.5%,難易度2位/18ホール中 平均スコア5.42 平均パット数2.06 パーオン率15.0% フェアウェイ率43.3% OB率5.3% バンカー率18.5%,難易度2位/18ホール中 平均スコア5.42 平均パット数2.06 パーオン率15.0% フェアウェイ率43.3% OB率5.3% バンカー率18.5%,難易度9位/18ホール中 平均スコア5.25 平均パット数1.97 パーオン率20.3% フェアウェイ率47.5% OB率2.7% バンカー率19.5%,難易度9位/18ホール中 平均スコア5.25 平均パット数1.97 パーオン率20.3% フェアウェイ率47.5% OB率2.7% バンカー率19.5%,難易度9位/18ホール中 平均スコア5.25 平均パット数1.97 パーオン率20.3% フェアウェイ率47.5% OB率2.7% バンカー率19.5%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.06 パーオン率25.3% フェアウェイ率- OB率3.0% バンカー率29.3%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.06 パーオン率25.3% フェアウェイ率- OB率3.0% バンカー率29.3%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.06 パーオン率25.3% フェアウェイ率- OB率3.0% バンカー率29.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：498yd,Hdcp：10,PAR：4,Reg.：402yd,Hdcp：2,PAR：3,Reg.：157yd,Hdcp：18
5,第1打は打ち上げのロングホール。左右にクロスバンカーがある。第3打は打ち上げになるのでしっかりと打つ事。,第1打は打ち上げのロングホール。左右にクロスバンカーがある。第3打は打ち上げになるのでしっかりと打つ事。,第1打は打ち上げのロングホール。左右にクロスバンカーがある。第3打は打ち上げになるのでしっかりと打つ事。,真っすぐで平坦なコース。グリーン手前からせめるのが安全。,真っすぐで平坦なコース。グリーン手前からせめるのが安全。,真っすぐで平坦なコース。グリーン手前からせめるのが安全。,左に落とすとトラブル。手前のバンカーに注意。ピンの位置により持つクラブが大きく変わる。,左に落とすとトラブル。手前のバンカーに注意。ピンの位置により持つクラブが大きく変わる。,左に落とすとトラブル。手前のバンカーに注意。ピンの位置により持つクラブが大きく変わる。
6,難易度12位/18ホール中 平均スコア6.18 平均パット数2.06 パーオン率32.0% フェアウェイ率50.8% OB率10.5% バンカー率33.3%,難易度12位/18ホール中 平均スコア6.18 平均パット数2.06 パーオン率32.0% フェアウェイ率50.8% OB率10.5% バンカー率33.3%,難易度12位/18ホール中 平均スコア6.18 平均パット数2.06 パーオン率32.0% フェアウェイ率50.8% OB率10.5% バンカー率33.3%,難易度10位/18ホール中 平均スコア5.23 平均パット数2 パーオン率19.8% フェアウェイ率55.8% OB率16.0% バンカー率22.8%,難易度10位/18ホール中 平均スコア5.23 平均パット数2 パーオン率19.8% フェアウェイ率55.8% OB率16.0% バンカー率22.8%,難易度10位/18ホール中 平均スコア5.23 平均パット数2 パーオン率19.8% フェアウェイ率55.8% OB率16.0% バンカー率22.8%,難易度18位/18ホール中 平均スコア3.97 平均パット数1.92 パーオン率21.8% フェアウェイ率- OB率5.7% バンカー率33.0%,難易度18位/18ホール中 平均スコア3.97 平均パット数1.92 パーオン率21.8% フェアウェイ率- OB率5.7% バンカー率33.0%,難易度18位/18ホール中 平均スコア3.97 平均パット数1.92 パーオン率21.8% フェアウェイ率- OB率5.7% バンカー率33.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：516yd,Hdcp：6,PAR：4,Reg.：373yd,Hdcp：14,PAR：4,Reg.：375yd,Hdcp：8
9,第1打はクロスバンカーを避けて右より狙い。第2打は左に落とすとトラブル。,第1打はクロスバンカーを避けて右より狙い。第2打は左に落とすとトラブル。,第1打はクロスバンカーを避けて右より狙い。第2打は左に落とすとトラブル。,右スライスはOBになる。グリーンサイドの窪地に注意。,右スライスはOBになる。グリーンサイドの窪地に注意。,右スライスはOBになる。グリーンサイドの窪地に注意。,左ドッグレッグの打ち上げ。距離があるので左右のクロスバンカーを避ける事。寄せワン狙いが安全。,左ドッグレッグの打ち上げ。距離があるので左右のクロスバンカーを避ける事。寄せワン狙いが安全。,左ドッグレッグの打ち上げ。距離があるので左右のクロスバンカーを避ける事。寄せワン狙いが安全。
10,難易度11位/18ホール中 平均スコア6.2 平均パット数2.07 パーオン率31.8% フェアウェイ率47.8% OB率6.7% バンカー率36.5%,難易度11位/18ホール中 平均スコア6.2 平均パット数2.07 パーオン率31.8% フェアウェイ率47.8% OB率6.7% バンカー率36.5%,難易度11位/18ホール中 平均スコア6.2 平均パット数2.07 パーオン率31.8% フェアウェイ率47.8% OB率6.7% バンカー率36.5%,難易度3位/18ホール中 平均スコア5.39 平均パット数2.03 パーオン率19.0% フェアウェイ率42.5% OB率24.0% バンカー率26.5%,難易度3位/18ホール中 平均スコア5.39 平均パット数2.03 パーオン率19.0% フェアウェイ率42.5% OB率24.0% バンカー率26.5%,難易度3位/18ホール中 平均スコア5.39 平均パット数2.03 パーオン率19.0% フェアウェイ率42.5% OB率24.0% バンカー率26.5%,難易度7位/18ホール中 平均スコア5.31 平均パット数2.08 パーオン率21.8% フェアウェイ率51.5% OB率15.8% バンカー率38.0%,難易度7位/18ホール中 平均スコア5.31 平均パット数2.08 パーオン率21.8% フェアウェイ率51.5% OB率15.8% バンカー率38.0%,難易度7位/18ホール中 平均スコア5.31 平均パット数2.08 パーオン率21.8% フェアウェイ率51.5% OB率15.8% バンカー率38.0%
