,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：420yd,Hdcp：2,PAR：4,Reg.：409yd,Hdcp：8,PAR：3,Reg.：145yd,Hdcp：12
1,第１打は危険だが左サイドを狙えば第２打が楽になる,第１打は危険だが左サイドを狙えば第２打が楽になる,第１打は危険だが左サイドを狙えば第２打が楽になる,豪快な打ち下ろしと池越えの名物ホール,豪快な打ち下ろしと池越えの名物ホール,豪快な打ち下ろしと池越えの名物ホール,グリーンは中央より奥へ下がっている,グリーンは中央より奥へ下がっている,グリーンは中央より奥へ下がっている
2,難易度2位/18ホール中 平均スコア5.62 平均パット数1.93 パーオン率11.3% フェアウェイ率57.3% OB率48.8% バンカー率16.8%,難易度2位/18ホール中 平均スコア5.62 平均パット数1.93 パーオン率11.3% フェアウェイ率57.3% OB率48.8% バンカー率16.8%,難易度2位/18ホール中 平均スコア5.62 平均パット数1.93 パーオン率11.3% フェアウェイ率57.3% OB率48.8% バンカー率16.8%,難易度1位/18ホール中 平均スコア5.71 平均パット数1.93 パーオン率12.0% フェアウェイ率49.3% OB率63.3% バンカー率5.0%,難易度1位/18ホール中 平均スコア5.71 平均パット数1.93 パーオン率12.0% フェアウェイ率49.3% OB率63.3% バンカー率5.0%,難易度1位/18ホール中 平均スコア5.71 平均パット数1.93 パーオン率12.0% フェアウェイ率49.3% OB率63.3% バンカー率5.0%,難易度16位/18ホール中 平均スコア3.93 平均パット数1.88 パーオン率26.5% フェアウェイ率- OB率18.8% バンカー率38.0%,難易度16位/18ホール中 平均スコア3.93 平均パット数1.88 パーオン率26.5% フェアウェイ率- OB率18.8% バンカー率38.0%,難易度16位/18ホール中 平均スコア3.93 平均パット数1.88 パーオン率26.5% フェアウェイ率- OB率18.8% バンカー率38.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：390yd,Hdcp：4,PAR：3,Reg.：153yd,Hdcp：18,PAR：4,Reg.：372yd,Hdcp：6
5,谷越えのミドル グリーンは奥行きあり,谷越えのミドル グリーンは奥行きあり,谷越えのミドル グリーンは奥行きあり,受けグリーンのためボールはよく止まる,受けグリーンのためボールはよく止まる,受けグリーンのためボールはよく止まる,第１打、特に飛距離が欲しいホール,第１打、特に飛距離が欲しいホール,第１打、特に飛距離が欲しいホール
6,難易度6位/18ホール中 平均スコア5.5 平均パット数1.98 パーオン率17.3% フェアウェイ率59.0% OB率46.5% バンカー率18.3%,難易度6位/18ホール中 平均スコア5.5 平均パット数1.98 パーオン率17.3% フェアウェイ率59.0% OB率46.5% バンカー率18.3%,難易度6位/18ホール中 平均スコア5.5 平均パット数1.98 パーオン率17.3% フェアウェイ率59.0% OB率46.5% バンカー率18.3%,難易度17位/18ホール中 平均スコア3.86 平均パット数1.93 パーオン率34.5% フェアウェイ率- OB率18.0% バンカー率30.8%,難易度17位/18ホール中 平均スコア3.86 平均パット数1.93 パーオン率34.5% フェアウェイ率- OB率18.0% バンカー率30.8%,難易度17位/18ホール中 平均スコア3.86 平均パット数1.93 パーオン率34.5% フェアウェイ率- OB率18.0% バンカー率30.8%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.99 パーオン率15.0% フェアウェイ率54.8% OB率47.0% バンカー率4.5%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.99 パーオン率15.0% フェアウェイ率54.8% OB率47.0% バンカー率4.5%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.99 パーオン率15.0% フェアウェイ率54.8% OB率47.0% バンカー率4.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：310yd,Hdcp：10,PAR：5,Reg.：476yd,Hdcp：14,PAR：5,Reg.：483yd,Hdcp：16
9,第１打はクロスバンカー手前に刻むと良い,第１打はクロスバンカー手前に刻むと良い,第１打はクロスバンカー手前に刻むと良い,第１打はかなりの打ち下ろしで２オンも可能,第１打はかなりの打ち下ろしで２オンも可能,第１打はかなりの打ち下ろしで２オンも可能,砲台グリーンだがアンジュレーションは少ない,砲台グリーンだがアンジュレーションは少ない,砲台グリーンだがアンジュレーションは少ない
