,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：378yd,Hdcp：6,PAR：5,Reg.：531yd,Hdcp：2,PAR：4,Reg.：335yd,Hdcp：14
1,ティショットは右サイドバンカー左側がベスト,ティショットは右サイドバンカー左側がベスト,ティショットは右サイドバンカー左側がベスト,ティショットは右クロスバンカーの左側がベスト,ティショットは右クロスバンカーの左側がベスト,ティショットは右クロスバンカーの左側がベスト,第一打は快適な打ち下ろし　セカンドは打ち上げ,第一打は快適な打ち下ろし　セカンドは打ち上げ,第一打は快適な打ち下ろし　セカンドは打ち上げ
2,難易度6位/18ホール中 平均スコア5.46 平均パット数2.1 パーオン率17.5% フェアウェイ率57.3% OB率16.8% バンカー率14.3%,難易度6位/18ホール中 平均スコア5.46 平均パット数2.1 パーオン率17.5% フェアウェイ率57.3% OB率16.8% バンカー率14.3%,難易度6位/18ホール中 平均スコア5.46 平均パット数2.1 パーオン率17.5% フェアウェイ率57.3% OB率16.8% バンカー率14.3%,難易度7位/18ホール中 平均スコア6.37 平均パット数1.94 パーオン率22.0% フェアウェイ率56.3% OB率26.5% バンカー率9.3%,難易度7位/18ホール中 平均スコア6.37 平均パット数1.94 パーオン率22.0% フェアウェイ率56.3% OB率26.5% バンカー率9.3%,難易度7位/18ホール中 平均スコア6.37 平均パット数1.94 パーオン率22.0% フェアウェイ率56.3% OB率26.5% バンカー率9.3%,難易度10位/18ホール中 平均スコア5.38 平均パット数2.01 パーオン率20.0% フェアウェイ率54.0% OB率20.8% バンカー率13.3%,難易度10位/18ホール中 平均スコア5.38 平均パット数2.01 パーオン率20.0% フェアウェイ率54.0% OB率20.8% バンカー率13.3%,難易度10位/18ホール中 平均スコア5.38 平均パット数2.01 パーオン率20.0% フェアウェイ率54.0% OB率20.8% バンカー率13.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：188yd,Hdcp：10,PAR：4,Reg.：378yd,Hdcp：12,PAR：3,Reg.：98yd,Hdcp：18
5,谷越え打ち下ろしの距離のあるショートホール,谷越え打ち下ろしの距離のあるショートホール,谷越え打ち下ろしの距離のあるショートホール,やや右ドッグレッグでグリーンまでダウンヒルが続く,やや右ドッグレッグでグリーンまでダウンヒルが続く,やや右ドッグレッグでグリーンまでダウンヒルが続く,池と滝に囲まれた美しいショートホール,池と滝に囲まれた美しいショートホール,池と滝に囲まれた美しいショートホール
6,難易度14位/18ホール中 平均スコア4.16 平均パット数1.93 パーオン率17.0% フェアウェイ率- OB率22.0% バンカー率28.3%,難易度14位/18ホール中 平均スコア4.16 平均パット数1.93 パーオン率17.0% フェアウェイ率- OB率22.0% バンカー率28.3%,難易度14位/18ホール中 平均スコア4.16 平均パット数1.93 パーオン率17.0% フェアウェイ率- OB率22.0% バンカー率28.3%,難易度8位/18ホール中 平均スコア5.43 平均パット数1.89 パーオン率17.3% フェアウェイ率54.5% OB率46.0% バンカー率13.5%,難易度8位/18ホール中 平均スコア5.43 平均パット数1.89 パーオン率17.3% フェアウェイ率54.5% OB率46.0% バンカー率13.5%,難易度8位/18ホール中 平均スコア5.43 平均パット数1.89 パーオン率17.3% フェアウェイ率54.5% OB率46.0% バンカー率13.5%,難易度17位/18ホール中 平均スコア3.86 平均パット数2 パーオン率38.3% フェアウェイ率- OB率11.8% バンカー率15.0%,難易度17位/18ホール中 平均スコア3.86 平均パット数2 パーオン率38.3% フェアウェイ率- OB率11.8% バンカー率15.0%,難易度17位/18ホール中 平均スコア3.86 平均パット数2 パーオン率38.3% フェアウェイ率- OB率11.8% バンカー率15.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：365yd,Hdcp：16,PAR：4,Reg.：340yd,Hdcp：8,PAR：5,Reg.：505yd,Hdcp：4
9,グリーンまで急傾斜の続くミドルホール,グリーンまで急傾斜の続くミドルホール,グリーンまで急傾斜の続くミドルホール,グリーンまでアップヒルの続くミドルホール,グリーンまでアップヒルの続くミドルホール,グリーンまでアップヒルの続くミドルホール,アップヒルでアゲンストウィンドウが多いホール,アップヒルでアゲンストウィンドウが多いホール,アップヒルでアゲンストウィンドウが多いホール
10,難易度13位/18ホール中 平均スコア5.3 平均パット数1.93 パーオン率20.0% フェアウェイ率54.0% OB率28.5% バンカー率24.3%,難易度13位/18ホール中 平均スコア5.3 平均パット数1.93 パーオン率20.0% フェアウェイ率54.0% OB率28.5% バンカー率24.3%,難易度13位/18ホール中 平均スコア5.3 平均パット数1.93 パーオン率20.0% フェアウェイ率54.0% OB率28.5% バンカー率24.3%,難易度12位/18ホール中 平均スコア5.26 平均パット数1.91 パーオン率21.5% フェアウェイ率61.5% OB率21.3% バンカー率3.0%,難易度12位/18ホール中 平均スコア5.26 平均パット数1.91 パーオン率21.5% フェアウェイ率61.5% OB率21.3% バンカー率3.0%,難易度12位/18ホール中 平均スコア5.26 平均パット数1.91 パーオン率21.5% フェアウェイ率61.5% OB率21.3% バンカー率3.0%,難易度4位/18ホール中 平均スコア6.48 平均パット数1.99 パーオン率20.3% フェアウェイ率62.0% OB率32.5% バンカー率3.3%,難易度4位/18ホール中 平均スコア6.48 平均パット数1.99 パーオン率20.3% フェアウェイ率62.0% OB率32.5% バンカー率3.3%,難易度4位/18ホール中 平均スコア6.48 平均パット数1.99 パーオン率20.3% フェアウェイ率62.0% OB率32.5% バンカー率3.3%
