,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：424yd,Hdcp：5,PAR：5,Reg.：549yd,Hdcp：11,PAR：4,Reg.：438yd,Hdcp：1
1,真っ直ぐなミドルホール　手前がＬ（左）グリーン,真っ直ぐなミドルホール　手前がＬ（左）グリーン,真っ直ぐなミドルホール　手前がＬ（左）グリーン,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,長いミドルホール,長いミドルホール,長いミドルホール
2,難易度2位/9ホール中 平均スコア5.65 平均パット数1.87 パーオン率16.5% フェアウェイ率34.7% OB率10.0% バンカー率50.0%,難易度2位/9ホール中 平均スコア5.65 平均パット数1.87 パーオン率16.5% フェアウェイ率34.7% OB率10.0% バンカー率50.0%,難易度2位/9ホール中 平均スコア5.65 平均パット数1.87 パーオン率16.5% フェアウェイ率34.7% OB率10.0% バンカー率50.0%,難易度6位/9ホール中 平均スコア6.32 平均パット数1.71 パーオン率25.7% フェアウェイ率61.7% OB率30.0% バンカー率51.5%,難易度6位/9ホール中 平均スコア6.32 平均パット数1.71 パーオン率25.7% フェアウェイ率61.7% OB率30.0% バンカー率51.5%,難易度6位/9ホール中 平均スコア6.32 平均パット数1.71 パーオン率25.7% フェアウェイ率61.7% OB率30.0% バンカー率51.5%,難易度3位/9ホール中 平均スコア5.69 平均パット数1.7 パーオン率13.5% フェアウェイ率67.0% OB率20.0% バンカー率40.0%,難易度3位/9ホール中 平均スコア5.69 平均パット数1.7 パーオン率13.5% フェアウェイ率67.0% OB率20.0% バンカー率40.0%,難易度3位/9ホール中 平均スコア5.69 平均パット数1.7 パーオン率13.5% フェアウェイ率67.0% OB率20.0% バンカー率40.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：206yd,Hdcp：15,PAR：4,Reg.：412yd,Hdcp：9,PAR：4,Reg.：416yd,Hdcp：17
5,長いショートホール　奥がＬ（左）グリーン,長いショートホール　奥がＬ（左）グリーン,長いショートホール　奥がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール
6,難易度4位/9ホール中 平均スコア4.65 平均パット数1.79 パーオン率13.5% フェアウェイ率- OB率48.0% バンカー率-,難易度4位/9ホール中 平均スコア4.65 平均パット数1.79 パーオン率13.5% フェアウェイ率- OB率48.0% バンカー率-,難易度4位/9ホール中 平均スコア4.65 平均パット数1.79 パーオン率13.5% フェアウェイ率- OB率48.0% バンカー率-,難易度7位/9ホール中 平均スコア5.39 平均パット数1.8 パーオン率16.5% フェアウェイ率60.5% OB率50.0% バンカー率56.0%,難易度7位/9ホール中 平均スコア5.39 平均パット数1.8 パーオン率16.5% フェアウェイ率60.5% OB率50.0% バンカー率56.0%,難易度7位/9ホール中 平均スコア5.39 平均パット数1.8 パーオン率16.5% フェアウェイ率60.5% OB率50.0% バンカー率56.0%,難易度8位/9ホール中 平均スコア5.21 平均パット数1.87 パーオン率21.0% フェアウェイ率54.3% OB率30.0% バンカー率65.0%,難易度8位/9ホール中 平均スコア5.21 平均パット数1.87 パーオン率21.0% フェアウェイ率54.3% OB率30.0% バンカー率65.0%,難易度8位/9ホール中 平均スコア5.21 平均パット数1.87 パーオン率21.0% フェアウェイ率54.3% OB率30.0% バンカー率65.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：575yd,Hdcp：3,PAR：3,Reg.：192yd,Hdcp：13,PAR：4,Reg.：449yd,Hdcp：7
9,Ｓ字のロングホール　奥がＬ（左）グリーン,Ｓ字のロングホール　奥がＬ（左）グリーン,Ｓ字のロングホール　奥がＬ（左）グリーン,,,,長いミドルホール,長いミドルホール,長いミドルホール
10,難易度5位/9ホール中 平均スコア6.98 平均パット数1.91 パーオン率21.3% フェアウェイ率81.0% OB率29.5% バンカー率73.0%,難易度5位/9ホール中 平均スコア6.98 平均パット数1.91 パーオン率21.3% フェアウェイ率81.0% OB率29.5% バンカー率73.0%,難易度5位/9ホール中 平均スコア6.98 平均パット数1.91 パーオン率21.3% フェアウェイ率81.0% OB率29.5% バンカー率73.0%,難易度9位/9ホール中 平均スコア4.14 平均パット数1.94 パーオン率19.3% フェアウェイ率- OB率11.0% バンカー率11.0%,難易度9位/9ホール中 平均スコア4.14 平均パット数1.94 パーオン率19.3% フェアウェイ率- OB率11.0% バンカー率11.0%,難易度9位/9ホール中 平均スコア4.14 平均パット数1.94 パーオン率19.3% フェアウェイ率- OB率11.0% バンカー率11.0%,難易度1位/9ホール中 平均スコア5.81 平均パット数1.86 パーオン率6.0% フェアウェイ率52.7% OB率- バンカー率62.5%,難易度1位/9ホール中 平均スコア5.81 平均パット数1.86 パーオン率6.0% フェアウェイ率52.7% OB率- バンカー率62.5%,難易度1位/9ホール中 平均スコア5.81 平均パット数1.86 パーオン率6.0% フェアウェイ率52.7% OB率- バンカー率62.5%
