,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：499yd,Hdcp：4,PAR：4,Reg.：357yd,Hdcp：6,PAR：3,Reg.：137yd,Hdcp：9
1,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,Ｓ字のミドルホール　手前がＬ（左）グリーン,短いショートホール,短いショートホール,短いショートホール
2,難易度2位/9ホール中 平均スコア6.32 平均パット数2 パーオン率23.3% フェアウェイ率39.8% OB率12.0% バンカー率21.0%,難易度2位/9ホール中 平均スコア6.32 平均パット数2 パーオン率23.3% フェアウェイ率39.8% OB率12.0% バンカー率21.0%,難易度2位/9ホール中 平均スコア6.32 平均パット数2 パーオン率23.3% フェアウェイ率39.8% OB率12.0% バンカー率21.0%,難易度5位/9ホール中 平均スコア5.31 平均パット数2.04 パーオン率19.3% フェアウェイ率47.5% OB率2.3% バンカー率25.3%,難易度5位/9ホール中 平均スコア5.31 平均パット数2.04 パーオン率19.3% フェアウェイ率47.5% OB率2.3% バンカー率25.3%,難易度5位/9ホール中 平均スコア5.31 平均パット数2.04 パーオン率19.3% フェアウェイ率47.5% OB率2.3% バンカー率25.3%,難易度9位/9ホール中 平均スコア3.9 平均パット数1.99 パーオン率32.0% フェアウェイ率- OB率2.5% バンカー率20.8%,難易度9位/9ホール中 平均スコア3.9 平均パット数1.99 パーオン率32.0% フェアウェイ率- OB率2.5% バンカー率20.8%,難易度9位/9ホール中 平均スコア3.9 平均パット数1.99 パーオン率32.0% フェアウェイ率- OB率2.5% バンカー率20.8%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：314yd,Hdcp：8,PAR：4,Reg.：363yd,Hdcp：2,PAR：5,Reg.：516yd,Hdcp：1
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
6,難易度6位/9ホール中 平均スコア5.14 平均パット数1.99 パーオン率31.0% フェアウェイ率60.0% OB率19.8% バンカー率11.5%,難易度6位/9ホール中 平均スコア5.14 平均パット数1.99 パーオン率31.0% フェアウェイ率60.0% OB率19.8% バンカー率11.5%,難易度6位/9ホール中 平均スコア5.14 平均パット数1.99 パーオン率31.0% フェアウェイ率60.0% OB率19.8% バンカー率11.5%,難易度7位/9ホール中 平均スコア5.17 平均パット数1.96 パーオン率22.8% フェアウェイ率51.0% OB率17.5% バンカー率19.8%,難易度7位/9ホール中 平均スコア5.17 平均パット数1.96 パーオン率22.8% フェアウェイ率51.0% OB率17.5% バンカー率19.8%,難易度7位/9ホール中 平均スコア5.17 平均パット数1.96 パーオン率22.8% フェアウェイ率51.0% OB率17.5% バンカー率19.8%,難易度1位/9ホール中 平均スコア6.39 平均パット数2.03 パーオン率21.3% フェアウェイ率48.0% OB率17.8% バンカー率13.0%,難易度1位/9ホール中 平均スコア6.39 平均パット数2.03 パーオン率21.3% フェアウェイ率48.0% OB率17.8% バンカー率13.0%,難易度1位/9ホール中 平均スコア6.39 平均パット数2.03 パーオン率21.3% フェアウェイ率48.0% OB率17.8% バンカー率13.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：389yd,Hdcp：5,PAR：3,Reg.：186yd,Hdcp：3,PAR：4,Reg.：371yd,Hdcp：7
9,長いミドルホール,長いミドルホール,長いミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度4位/9ホール中 平均スコア5.31 平均パット数1.95 パーオン率18.5% フェアウェイ率42.3% OB率4.7% バンカー率18.5%,難易度4位/9ホール中 平均スコア5.31 平均パット数1.95 パーオン率18.5% フェアウェイ率42.3% OB率4.7% バンカー率18.5%,難易度4位/9ホール中 平均スコア5.31 平均パット数1.95 パーオン率18.5% フェアウェイ率42.3% OB率4.7% バンカー率18.5%,難易度8位/9ホール中 平均スコア4.17 平均パット数2 パーオン率18.0% フェアウェイ率- OB率8.8% バンカー率23.0%,難易度8位/9ホール中 平均スコア4.17 平均パット数2 パーオン率18.0% フェアウェイ率- OB率8.8% バンカー率23.0%,難易度8位/9ホール中 平均スコア4.17 平均パット数2 パーオン率18.0% フェアウェイ率- OB率8.8% バンカー率23.0%,難易度3位/9ホール中 平均スコア5.35 平均パット数2 パーオン率14.5% フェアウェイ率51.5% OB率6.3% バンカー率21.8%,難易度3位/9ホール中 平均スコア5.35 平均パット数2 パーオン率14.5% フェアウェイ率51.5% OB率6.3% バンカー率21.8%,難易度3位/9ホール中 平均スコア5.35 平均パット数2 パーオン率14.5% フェアウェイ率51.5% OB率6.3% バンカー率21.8%
