,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：559yd,Hdcp：2,PAR：4,Reg.：395yd,Hdcp：8,PAR：3,Reg.：184yd,Hdcp：16
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いショートホール,長いショートホール,長いショートホール
2,難易度1位/18ホール中 平均スコア6.85 平均パット数1.93 パーオン率8.5% フェアウェイ率47.8% OB率35.0% バンカー率16.0%,難易度1位/18ホール中 平均スコア6.85 平均パット数1.93 パーオン率8.5% フェアウェイ率47.8% OB率35.0% バンカー率16.0%,難易度1位/18ホール中 平均スコア6.85 平均パット数1.93 パーオン率8.5% フェアウェイ率47.8% OB率35.0% バンカー率16.0%,難易度8位/18ホール中 平均スコア5.29 平均パット数1.9 パーオン率18.3% フェアウェイ率60.0% OB率31.5% バンカー率10.3%,難易度8位/18ホール中 平均スコア5.29 平均パット数1.9 パーオン率18.3% フェアウェイ率60.0% OB率31.5% バンカー率10.3%,難易度8位/18ホール中 平均スコア5.29 平均パット数1.9 パーオン率18.3% フェアウェイ率60.0% OB率31.5% バンカー率10.3%,難易度17位/18ホール中 平均スコア4.08 平均パット数1.89 パーオン率17.3% フェアウェイ率- OB率29.8% バンカー率7.5%,難易度17位/18ホール中 平均スコア4.08 平均パット数1.89 パーオン率17.3% フェアウェイ率- OB率29.8% バンカー率7.5%,難易度17位/18ホール中 平均スコア4.08 平均パット数1.89 パーオン率17.3% フェアウェイ率- OB率29.8% バンカー率7.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：359yd,Hdcp：12,PAR：4,Reg.：371yd,Hdcp：10,PAR：5,Reg.：505yd,Hdcp：4
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
6,難易度2位/18ホール中 平均スコア5.48 平均パット数1.88 パーオン率10.3% フェアウェイ率54.8% OB率31.5% バンカー率22.0%,難易度2位/18ホール中 平均スコア5.48 平均パット数1.88 パーオン率10.3% フェアウェイ率54.8% OB率31.5% バンカー率22.0%,難易度2位/18ホール中 平均スコア5.48 平均パット数1.88 パーオン率10.3% フェアウェイ率54.8% OB率31.5% バンカー率22.0%,難易度5位/18ホール中 平均スコア5.34 平均パット数1.88 パーオン率13.3% フェアウェイ率65.5% OB率29.0% バンカー率9.5%,難易度5位/18ホール中 平均スコア5.34 平均パット数1.88 パーオン率13.3% フェアウェイ率65.5% OB率29.0% バンカー率9.5%,難易度5位/18ホール中 平均スコア5.34 平均パット数1.88 パーオン率13.3% フェアウェイ率65.5% OB率29.0% バンカー率9.5%,難易度10位/18ホール中 平均スコア6.2 平均パット数1.89 パーオン率27.3% フェアウェイ率50.8% OB率45.5% バンカー率12.8%,難易度10位/18ホール中 平均スコア6.2 平均パット数1.89 パーオン率27.3% フェアウェイ率50.8% OB率45.5% バンカー率12.8%,難易度10位/18ホール中 平均スコア6.2 平均パット数1.89 パーオン率27.3% フェアウェイ率50.8% OB率45.5% バンカー率12.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：353yd,Hdcp：14,PAR：3,Reg.：179yd,Hdcp：18,PAR：4,Reg.：386yd,Hdcp：6
9,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いショートホール,長いショートホール,長いショートホール,長いミドルホール,長いミドルホール,長いミドルホール
10,難易度11位/18ホール中 平均スコア5.25 平均パット数1.91 パーオン率17.5% フェアウェイ率60.5% OB率17.5% バンカー率18.5%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.91 パーオン率17.5% フェアウェイ率60.5% OB率17.5% バンカー率18.5%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.91 パーオン率17.5% フェアウェイ率60.5% OB率17.5% バンカー率18.5%,難易度18位/18ホール中 平均スコア3.91 平均パット数1.89 パーオン率21.0% フェアウェイ率- OB率10.5% バンカー率16.5%,難易度18位/18ホール中 平均スコア3.91 平均パット数1.89 パーオン率21.0% フェアウェイ率- OB率10.5% バンカー率16.5%,難易度18位/18ホール中 平均スコア3.91 平均パット数1.89 パーオン率21.0% フェアウェイ率- OB率10.5% バンカー率16.5%,難易度13位/18ホール中 平均スコア5.12 平均パット数1.87 パーオン率21.3% フェアウェイ率59.3% OB率29.3% バンカー率13.3%,難易度13位/18ホール中 平均スコア5.12 平均パット数1.87 パーオン率21.3% フェアウェイ率59.3% OB率29.3% バンカー率13.3%,難易度13位/18ホール中 平均スコア5.12 平均パット数1.87 パーオン率21.3% フェアウェイ率59.3% OB率29.3% バンカー率13.3%
