,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：353yd,Hdcp：6,PAR：5,Reg.：508yd,Hdcp：2,PAR：3,Reg.：120yd,Hdcp：16
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,谷越えのロングホール,谷越えのロングホール,谷越えのロングホール,短いショートホール,短いショートホール,短いショートホール
2,難易度8位/18ホール中 平均スコア5.36 平均パット数1.85 パーオン率17.5% フェアウェイ率56.0% OB率44.8% バンカー率20.0%,難易度8位/18ホール中 平均スコア5.36 平均パット数1.85 パーオン率17.5% フェアウェイ率56.0% OB率44.8% バンカー率20.0%,難易度8位/18ホール中 平均スコア5.36 平均パット数1.85 パーオン率17.5% フェアウェイ率56.0% OB率44.8% バンカー率20.0%,難易度4位/18ホール中 平均スコア6.38 平均パット数1.92 パーオン率23.3% フェアウェイ率54.3% OB率29.5% バンカー率16.3%,難易度4位/18ホール中 平均スコア6.38 平均パット数1.92 パーオン率23.3% フェアウェイ率54.3% OB率29.5% バンカー率16.3%,難易度4位/18ホール中 平均スコア6.38 平均パット数1.92 パーオン率23.3% フェアウェイ率54.3% OB率29.5% バンカー率16.3%,難易度18位/18ホール中 平均スコア3.82 平均パット数1.79 パーオン率29.0% フェアウェイ率- OB率18.0% バンカー率23.5%,難易度18位/18ホール中 平均スコア3.82 平均パット数1.79 パーオン率29.0% フェアウェイ率- OB率18.0% バンカー率23.5%,難易度18位/18ホール中 平均スコア3.82 平均パット数1.79 パーオン率29.0% フェアウェイ率- OB率18.0% バンカー率23.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：372yd,Hdcp：10,PAR：5,Reg.：483yd,Hdcp：8,PAR：4,Reg.：375yd,Hdcp：12
5,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
6,難易度9位/18ホール中 平均スコア5.38 平均パット数1.9 パーオン率14.5% フェアウェイ率57.8% OB率36.0% バンカー率23.3%,難易度9位/18ホール中 平均スコア5.38 平均パット数1.9 パーオン率14.5% フェアウェイ率57.8% OB率36.0% バンカー率23.3%,難易度9位/18ホール中 平均スコア5.38 平均パット数1.9 パーオン率14.5% フェアウェイ率57.8% OB率36.0% バンカー率23.3%,難易度13位/18ホール中 平均スコア6.15 平均パット数1.86 パーオン率31.3% フェアウェイ率56.5% OB率48.3% バンカー率24.3%,難易度13位/18ホール中 平均スコア6.15 平均パット数1.86 パーオン率31.3% フェアウェイ率56.5% OB率48.3% バンカー率24.3%,難易度13位/18ホール中 平均スコア6.15 平均パット数1.86 パーオン率31.3% フェアウェイ率56.5% OB率48.3% バンカー率24.3%,難易度11位/18ホール中 平均スコア5.31 平均パット数1.96 パーオン率22.8% フェアウェイ率54.5% OB率32.8% バンカー率21.3%,難易度11位/18ホール中 平均スコア5.31 平均パット数1.96 パーオン率22.8% フェアウェイ率54.5% OB率32.8% バンカー率21.3%,難易度11位/18ホール中 平均スコア5.31 平均パット数1.96 パーオン率22.8% フェアウェイ率54.5% OB率32.8% バンカー率21.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：289yd,Hdcp：14,PAR：3,Reg.：142yd,Hdcp：18,PAR：4,Reg.：411yd,Hdcp：4
9,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,,,,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度12位/18ホール中 平均スコア5.27 平均パット数1.95 パーオン率22.8% フェアウェイ率56.3% OB率32.5% バンカー率17.3%,難易度12位/18ホール中 平均スコア5.27 平均パット数1.95 パーオン率22.8% フェアウェイ率56.3% OB率32.5% バンカー率17.3%,難易度12位/18ホール中 平均スコア5.27 平均パット数1.95 パーオン率22.8% フェアウェイ率56.3% OB率32.5% バンカー率17.3%,難易度17位/18ホール中 平均スコア3.88 平均パット数1.86 パーオン率28.5% フェアウェイ率- OB率19.8% バンカー率31.3%,難易度17位/18ホール中 平均スコア3.88 平均パット数1.86 パーオン率28.5% フェアウェイ率- OB率19.8% バンカー率31.3%,難易度17位/18ホール中 平均スコア3.88 平均パット数1.86 パーオン率28.5% フェアウェイ率- OB率19.8% バンカー率31.3%,難易度5位/18ホール中 平均スコア5.48 平均パット数1.96 パーオン率13.5% フェアウェイ率62.5% OB率43.0% バンカー率1.0%,難易度5位/18ホール中 平均スコア5.48 平均パット数1.96 パーオン率13.5% フェアウェイ率62.5% OB率43.0% バンカー率1.0%,難易度5位/18ホール中 平均スコア5.48 平均パット数1.96 パーオン率13.5% フェアウェイ率62.5% OB率43.0% バンカー率1.0%
