,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：493yd,Hdcp：3,PAR：4,Reg.：394yd,Hdcp：9,PAR：3,Reg.：173yd,Hdcp：15
1,第一打の落下地点からシャープに左に曲がる,第一打の落下地点からシャープに左に曲がる,第一打の落下地点からシャープに左に曲がる,左にＯＢ　セカンドは下り気味,左にＯＢ　セカンドは下り気味,左にＯＢ　セカンドは下り気味,グリーン左には池　砲台グリーン,グリーン左には池　砲台グリーン,グリーン左には池　砲台グリーン
2,難易度12位/18ホール中 平均スコア6.21 平均パット数1.83 パーオン率21.5% フェアウェイ率63.0% OB率16.8% バンカー率16.5%,難易度12位/18ホール中 平均スコア6.21 平均パット数1.83 パーオン率21.5% フェアウェイ率63.0% OB率16.8% バンカー率16.5%,難易度12位/18ホール中 平均スコア6.21 平均パット数1.83 パーオン率21.5% フェアウェイ率63.0% OB率16.8% バンカー率16.5%,難易度11位/18ホール中 平均スコア5.29 平均パット数1.84 パーオン率10.3% フェアウェイ率56.0% OB率20.3% バンカー率26.5%,難易度11位/18ホール中 平均スコア5.29 平均パット数1.84 パーオン率10.3% フェアウェイ率56.0% OB率20.3% バンカー率26.5%,難易度11位/18ホール中 平均スコア5.29 平均パット数1.84 パーオン率10.3% フェアウェイ率56.0% OB率20.3% バンカー率26.5%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.86 パーオン率25.0% フェアウェイ率- OB率5.0% バンカー率7.0%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.86 パーオン率25.0% フェアウェイ率- OB率5.0% バンカー率7.0%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.86 パーオン率25.0% フェアウェイ率- OB率5.0% バンカー率7.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：549yd,Hdcp：1,PAR：4,Reg.：403yd,Hdcp：7,PAR：3,Reg.：171yd,Hdcp：13
5,１打目はドッグレッグの左コーナーをキープしたい,１打目はドッグレッグの左コーナーをキープしたい,１打目はドッグレッグの左コーナーをキープしたい,左に池が迫り、右にはバンカーがある難コース,左に池が迫り、右にはバンカーがある難コース,左に池が迫り、右にはバンカーがある難コース,グリーン奥から早い。谷越えのショートホール,グリーン奥から早い。谷越えのショートホール,グリーン奥から早い。谷越えのショートホール
6,難易度1位/18ホール中 平均スコア6.59 平均パット数1.94 パーオン率15.0% フェアウェイ率60.0% OB率11.5% バンカー率45.5%,難易度1位/18ホール中 平均スコア6.59 平均パット数1.94 パーオン率15.0% フェアウェイ率60.0% OB率11.5% バンカー率45.5%,難易度1位/18ホール中 平均スコア6.59 平均パット数1.94 パーオン率15.0% フェアウェイ率60.0% OB率11.5% バンカー率45.5%,難易度3位/18ホール中 平均スコア5.6 平均パット数2.05 パーオン率13.5% フェアウェイ率52.8% OB率23.0% バンカー率30.3%,難易度3位/18ホール中 平均スコア5.6 平均パット数2.05 パーオン率13.5% フェアウェイ率52.8% OB率23.0% バンカー率30.3%,難易度3位/18ホール中 平均スコア5.6 平均パット数2.05 パーオン率13.5% フェアウェイ率52.8% OB率23.0% バンカー率30.3%,難易度15位/18ホール中 平均スコア4.06 平均パット数1.92 パーオン率20.5% フェアウェイ率- OB率12.0% バンカー率27.5%,難易度15位/18ホール中 平均スコア4.06 平均パット数1.92 パーオン率20.5% フェアウェイ率- OB率12.0% バンカー率27.5%,難易度15位/18ホール中 平均スコア4.06 平均パット数1.92 パーオン率20.5% フェアウェイ率- OB率12.0% バンカー率27.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：472yd,Hdcp：5,PAR：3,Reg.：176yd,Hdcp：17,PAR：4,Reg.：413yd,Hdcp：11
9,左にＯＢ　右に林が控えグリーンは小さく難しい,左にＯＢ　右に林が控えグリーンは小さく難しい,左にＯＢ　右に林が控えグリーンは小さく難しい,１０ｍ以上の打ち下ろし　比較的短めのクラブで,１０ｍ以上の打ち下ろし　比較的短めのクラブで,１０ｍ以上の打ち下ろし　比較的短めのクラブで,左右にＯＢ　ＦＷも狭く第１・２打とも大変難しい,左右にＯＢ　ＦＷも狭く第１・２打とも大変難しい,左右にＯＢ　ＦＷも狭く第１・２打とも大変難しい
