,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：343yd,Hdcp：16,PAR：3,Reg.：208yd,Hdcp：10,PAR：5,Reg.：563yd,Hdcp：4
1,短いミドルホール,短いミドルホール,短いミドルホール,長いショートホール,長いショートホール,長いショートホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
2,難易度14位/18ホール中 平均スコア5.19 平均パット数2.14 パーオン率34.5% フェアウェイ率61.8% OB率11.5% バンカー率21.8%,難易度14位/18ホール中 平均スコア5.19 平均パット数2.14 パーオン率34.5% フェアウェイ率61.8% OB率11.5% バンカー率21.8%,難易度14位/18ホール中 平均スコア5.19 平均パット数2.14 パーオン率34.5% フェアウェイ率61.8% OB率11.5% バンカー率21.8%,難易度15位/18ホール中 平均スコア4.16 平均パット数2.17 パーオン率29.0% フェアウェイ率- OB率15.3% バンカー率23.3%,難易度15位/18ホール中 平均スコア4.16 平均パット数2.17 パーオン率29.0% フェアウェイ率- OB率15.3% バンカー率23.3%,難易度15位/18ホール中 平均スコア4.16 平均パット数2.17 パーオン率29.0% フェアウェイ率- OB率15.3% バンカー率23.3%,難易度3位/18ホール中 平均スコア6.52 平均パット数2.19 パーオン率26.8% フェアウェイ率54.0% OB率30.8% バンカー率26.3%,難易度3位/18ホール中 平均スコア6.52 平均パット数2.19 パーオン率26.8% フェアウェイ率54.0% OB率30.8% バンカー率26.3%,難易度3位/18ホール中 平均スコア6.52 平均パット数2.19 パーオン率26.8% フェアウェイ率54.0% OB率30.8% バンカー率26.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：470yd,Hdcp：2,PAR：4,Reg.：428yd,Hdcp：8,PAR：4,Reg.：384yd,Hdcp：14
5,長いミドルホール,長いミドルホール,長いミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール
6,難易度7位/18ホール中 平均スコア5.49 平均パット数2.2 パーオン率17.3% フェアウェイ率47.0% OB率10.5% バンカー率16.5%,難易度7位/18ホール中 平均スコア5.49 平均パット数2.2 パーオン率17.3% フェアウェイ率47.0% OB率10.5% バンカー率16.5%,難易度7位/18ホール中 平均スコア5.49 平均パット数2.2 パーオン率17.3% フェアウェイ率47.0% OB率10.5% バンカー率16.5%,難易度8位/18ホール中 平均スコア5.48 平均パット数2.09 パーオン率18.3% フェアウェイ率48.8% OB率14.3% バンカー率27.5%,難易度8位/18ホール中 平均スコア5.48 平均パット数2.09 パーオン率18.3% フェアウェイ率48.8% OB率14.3% バンカー率27.5%,難易度8位/18ホール中 平均スコア5.48 平均パット数2.09 パーオン率18.3% フェアウェイ率48.8% OB率14.3% バンカー率27.5%,難易度5位/18ホール中 平均スコア5.5 平均パット数2.15 パーオン率19.5% フェアウェイ率50.5% OB率25.0% バンカー率8.3%,難易度5位/18ホール中 平均スコア5.5 平均パット数2.15 パーオン率19.5% フェアウェイ率50.5% OB率25.0% バンカー率8.3%,難易度5位/18ホール中 平均スコア5.5 平均パット数2.15 パーオン率19.5% フェアウェイ率50.5% OB率25.0% バンカー率8.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：454yd,Hdcp：12,PAR：3,Reg.：190yd,Hdcp：18,PAR：5,Reg.：544yd,Hdcp：6
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
10,難易度6位/18ホール中 平均スコア5.5 平均パット数2.08 パーオン率17.5% フェアウェイ率58.5% OB率24.0% バンカー率9.8%,難易度6位/18ホール中 平均スコア5.5 平均パット数2.08 パーオン率17.5% フェアウェイ率58.5% OB率24.0% バンカー率9.8%,難易度6位/18ホール中 平均スコア5.5 平均パット数2.08 パーオン率17.5% フェアウェイ率58.5% OB率24.0% バンカー率9.8%,難易度17位/18ホール中 平均スコア4.03 平均パット数2.11 パーオン率33.3% フェアウェイ率- OB率3.7% バンカー率13.3%,難易度17位/18ホール中 平均スコア4.03 平均パット数2.11 パーオン率33.3% フェアウェイ率- OB率3.7% バンカー率13.3%,難易度17位/18ホール中 平均スコア4.03 平均パット数2.11 パーオン率33.3% フェアウェイ率- OB率3.7% バンカー率13.3%,難易度11位/18ホール中 平均スコア6.44 平均パット数2.17 パーオン率27.8% フェアウェイ率44.0% OB率8.3% バンカー率28.3%,難易度11位/18ホール中 平均スコア6.44 平均パット数2.17 パーオン率27.8% フェアウェイ率44.0% OB率8.3% バンカー率28.3%,難易度11位/18ホール中 平均スコア6.44 平均パット数2.17 パーオン率27.8% フェアウェイ率44.0% OB率8.3% バンカー率28.3%
