,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：329yd,Hdcp：15,PAR：5,Reg.：470yd,Hdcp：3,PAR：4,Reg.：382yd,Hdcp：9
1,スタートホール１打は力まずＦＷ２００Ｙ狙い,スタートホール１打は力まずＦＷ２００Ｙ狙い,スタートホール１打は力まずＦＷ２００Ｙ狙い,１打はフェアウェイ右狙い　手前がＬ（左）グリーン,１打はフェアウェイ右狙い　手前がＬ（左）グリーン,１打はフェアウェイ右狙い　手前がＬ（左）グリーン,ティー前の池は気にせずフェアウェイ左目狙い,ティー前の池は気にせずフェアウェイ左目狙い,ティー前の池は気にせずフェアウェイ左目狙い
2,難易度9位/18ホール中 平均スコア5.3 平均パット数1.94 パーオン率17.0% フェアウェイ率46.5% OB率9.0% バンカー率5.7%,難易度9位/18ホール中 平均スコア5.3 平均パット数1.94 パーオン率17.0% フェアウェイ率46.5% OB率9.0% バンカー率5.7%,難易度9位/18ホール中 平均スコア5.3 平均パット数1.94 パーオン率17.0% フェアウェイ率46.5% OB率9.0% バンカー率5.7%,難易度8位/18ホール中 平均スコア6.27 平均パット数1.87 パーオン率23.5% フェアウェイ率45.0% OB率12.3% バンカー率15.0%,難易度8位/18ホール中 平均スコア6.27 平均パット数1.87 パーオン率23.5% フェアウェイ率45.0% OB率12.3% バンカー率15.0%,難易度8位/18ホール中 平均スコア6.27 平均パット数1.87 パーオン率23.5% フェアウェイ率45.0% OB率12.3% バンカー率15.0%,難易度2位/18ホール中 平均スコア5.53 平均パット数1.85 パーオン率7.3% フェアウェイ率46.3% OB率2.0% バンカー率22.0%,難易度2位/18ホール中 平均スコア5.53 平均パット数1.85 パーオン率7.3% フェアウェイ率46.3% OB率2.0% バンカー率22.0%,難易度2位/18ホール中 平均スコア5.53 平均パット数1.85 パーオン率7.3% フェアウェイ率46.3% OB率2.0% バンカー率22.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：183yd,Hdcp：13,PAR：5,Reg.：516yd,Hdcp：1,PAR：4,Reg.：368yd,Hdcp：7
5,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール,２００Ｙ付近左右の池に注意,２００Ｙ付近左右の池に注意,２００Ｙ付近左右の池に注意,右に曲げると池、左目狙い,右に曲げると池、左目狙い,右に曲げると池、左目狙い
6,難易度14位/18ホール中 平均スコア4.17 平均パット数1.93 パーオン率12.3% フェアウェイ率- OB率1.0% バンカー率15.0%,難易度14位/18ホール中 平均スコア4.17 平均パット数1.93 パーオン率12.3% フェアウェイ率- OB率1.0% バンカー率15.0%,難易度14位/18ホール中 平均スコア4.17 平均パット数1.93 パーオン率12.3% フェアウェイ率- OB率1.0% バンカー率15.0%,難易度5位/18ホール中 平均スコア6.4 平均パット数1.88 パーオン率16.0% フェアウェイ率48.3% OB率3.7% バンカー率18.8%,難易度5位/18ホール中 平均スコア6.4 平均パット数1.88 パーオン率16.0% フェアウェイ率48.3% OB率3.7% バンカー率18.8%,難易度5位/18ホール中 平均スコア6.4 平均パット数1.88 パーオン率16.0% フェアウェイ率48.3% OB率3.7% バンカー率18.8%,難易度3位/18ホール中 平均スコア5.51 平均パット数1.89 パーオン率8.5% フェアウェイ率43.0% OB率3.0% バンカー率18.0%,難易度3位/18ホール中 平均スコア5.51 平均パット数1.89 パーオン率8.5% フェアウェイ率43.0% OB率3.0% バンカー率18.0%,難易度3位/18ホール中 平均スコア5.51 平均パット数1.89 パーオン率8.5% フェアウェイ率43.0% OB率3.0% バンカー率18.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：325yd,Hdcp：11,PAR：3,Reg.：163yd,Hdcp：17,PAR：4,Reg.：336yd,Hdcp：5
9,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,落差の大きい２段グリーン,落差の大きい２段グリーン,落差の大きい２段グリーン,ティーショットは赤城山に向かって豪快に打とう,ティーショットは赤城山に向かって豪快に打とう,ティーショットは赤城山に向かって豪快に打とう
10,難易度7位/18ホール中 平均スコア5.35 平均パット数1.84 パーオン率13.3% フェアウェイ率56.8% OB率2.5% バンカー率13.5%,難易度7位/18ホール中 平均スコア5.35 平均パット数1.84 パーオン率13.3% フェアウェイ率56.8% OB率2.5% バンカー率13.5%,難易度7位/18ホール中 平均スコア5.35 平均パット数1.84 パーオン率13.3% フェアウェイ率56.8% OB率2.5% バンカー率13.5%,難易度16位/18ホール中 平均スコア4.03 平均パット数1.88 パーオン率18.3% フェアウェイ率- OB率5.3% バンカー率22.8%,難易度16位/18ホール中 平均スコア4.03 平均パット数1.88 パーオン率18.3% フェアウェイ率- OB率5.3% バンカー率22.8%,難易度16位/18ホール中 平均スコア4.03 平均パット数1.88 パーオン率18.3% フェアウェイ率- OB率5.3% バンカー率22.8%,難易度12位/18ホール中 平均スコア5.23 平均パット数1.95 パーオン率22.0% フェアウェイ率54.8% OB率3.0% バンカー率14.5%,難易度12位/18ホール中 平均スコア5.23 平均パット数1.95 パーオン率22.0% フェアウェイ率54.8% OB率3.0% バンカー率14.5%,難易度12位/18ホール中 平均スコア5.23 平均パット数1.95 パーオン率22.0% フェアウェイ率54.8% OB率3.0% バンカー率14.5%
