,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：365yd,Hdcp：17,PAR：3,Reg.：147yd,Hdcp：12,PAR：4,Reg.：299yd,Hdcp：18
1,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,距離を確実につかんで慎重にクラブを選択,距離を確実につかんで慎重にクラブを選択,距離を確実につかんで慎重にクラブを選択,１Ｄ地点がブラインドホール。方向性を重要視して,１Ｄ地点がブラインドホール。方向性を重要視して,１Ｄ地点がブラインドホール。方向性を重要視して
2,難易度11位/18ホール中 平均スコア6.23 平均パット数2.03 パーオン率31.8% フェアウェイ率48.0% OB率12.3% バンカー率17.0%,難易度11位/18ホール中 平均スコア6.23 平均パット数2.03 パーオン率31.8% フェアウェイ率48.0% OB率12.3% バンカー率17.0%,難易度11位/18ホール中 平均スコア6.23 平均パット数2.03 パーオン率31.8% フェアウェイ率48.0% OB率12.3% バンカー率17.0%,難易度18位/18ホール中 平均スコア4.03 平均パット数1.99 パーオン率26.3% フェアウェイ率- OB率28.8% バンカー率4.0%,難易度18位/18ホール中 平均スコア4.03 平均パット数1.99 パーオン率26.3% フェアウェイ率- OB率28.8% バンカー率4.0%,難易度18位/18ホール中 平均スコア4.03 平均パット数1.99 パーオン率26.3% フェアウェイ率- OB率28.8% バンカー率4.0%,難易度15位/18ホール中 平均スコア5.12 平均パット数1.9 パーオン率29.8% フェアウェイ率55.0% OB率28.5% バンカー率9.8%,難易度15位/18ホール中 平均スコア5.12 平均パット数1.9 パーオン率29.8% フェアウェイ率55.0% OB率28.5% バンカー率9.8%,難易度15位/18ホール中 平均スコア5.12 平均パット数1.9 パーオン率29.8% フェアウェイ率55.0% OB率28.5% バンカー率9.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：385yd,Hdcp：2,PAR：4,Reg.：271yd,Hdcp：15,PAR：5,Reg.：549yd,Hdcp：6
5,右斜面方向が狙い目,右斜面方向が狙い目,右斜面方向が狙い目,ティー前の谷を気にせずに第２打はやや大きめに,ティー前の谷を気にせずに第２打はやや大きめに,ティー前の谷を気にせずに第２打はやや大きめに,フェアウェイ左サイドの松が目標、左からの風に注意,フェアウェイ左サイドの松が目標、左からの風に注意,フェアウェイ左サイドの松が目標、左からの風に注意
6,難易度4位/18ホール中 平均スコア5.55 平均パット数1.95 パーオン率12.3% フェアウェイ率48.0% OB率26.3% バンカー率10.3%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.95 パーオン率12.3% フェアウェイ率48.0% OB率26.3% バンカー率10.3%,難易度4位/18ホール中 平均スコア5.55 平均パット数1.95 パーオン率12.3% フェアウェイ率48.0% OB率26.3% バンカー率10.3%,難易度16位/18ホール中 平均スコア5.12 平均パット数1.92 パーオン率27.0% フェアウェイ率47.3% OB率26.5% バンカー率12.0%,難易度16位/18ホール中 平均スコア5.12 平均パット数1.92 パーオン率27.0% フェアウェイ率47.3% OB率26.5% バンカー率12.0%,難易度16位/18ホール中 平均スコア5.12 平均パット数1.92 パーオン率27.0% フェアウェイ率47.3% OB率26.5% バンカー率12.0%,難易度1位/18ホール中 平均スコア6.68 平均パット数1.9 パーオン率15.8% フェアウェイ率47.8% OB率31.0% バンカー率16.3%,難易度1位/18ホール中 平均スコア6.68 平均パット数1.9 パーオン率15.8% フェアウェイ率47.8% OB率31.0% バンカー率16.3%,難易度1位/18ホール中 平均スコア6.68 平均パット数1.9 パーオン率15.8% フェアウェイ率47.8% OB率31.0% バンカー率16.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：345yd,Hdcp：11,PAR：3,Reg.：158yd,Hdcp：8,PAR：4,Reg.：421yd,Hdcp：5
9,甲斐駒に向かって思いっきり,甲斐駒に向かって思いっきり,甲斐駒に向かって思いっきり,距離のある打ち上げのショートホール,距離のある打ち上げのショートホール,距離のある打ち上げのショートホール,ティーショットは打ち下ろし、右側サイドを狙って,ティーショットは打ち下ろし、右側サイドを狙って,ティーショットは打ち下ろし、右側サイドを狙って
10,難易度8位/18ホール中 平均スコア5.41 平均パット数2.02 パーオン率16.5% フェアウェイ率64.0% OB率3.7% バンカー率22.3%,難易度8位/18ホール中 平均スコア5.41 平均パット数2.02 パーオン率16.5% フェアウェイ率64.0% OB率3.7% バンカー率22.3%,難易度8位/18ホール中 平均スコア5.41 平均パット数2.02 パーオン率16.5% フェアウェイ率64.0% OB率3.7% バンカー率22.3%,難易度14位/18ホール中 平均スコア4.22 平均パット数1.92 パーオン率12.0% フェアウェイ率- OB率2.0% バンカー率20.0%,難易度14位/18ホール中 平均スコア4.22 平均パット数1.92 パーオン率12.0% フェアウェイ率- OB率2.0% バンカー率20.0%,難易度14位/18ホール中 平均スコア4.22 平均パット数1.92 パーオン率12.0% フェアウェイ率- OB率2.0% バンカー率20.0%,難易度5位/18ホール中 平均スコア5.53 平均パット数1.87 パーオン率8.5% フェアウェイ率52.5% OB率3.0% バンカー率10.3%,難易度5位/18ホール中 平均スコア5.53 平均パット数1.87 パーオン率8.5% フェアウェイ率52.5% OB率3.0% バンカー率10.3%,難易度5位/18ホール中 平均スコア5.53 平均パット数1.87 パーオン率8.5% フェアウェイ率52.5% OB率3.0% バンカー率10.3%
