,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：385yd,Hdcp：3,PAR：4,Reg.：328yd,Hdcp：9,PAR：5,Reg.：514yd,Hdcp：15
1,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,短いミドルホール,短いミドルホール,短いミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール
2,難易度3位/18ホール中 平均スコア5.58 平均パット数1.92 パーオン率10.0% フェアウェイ率40.0% OB率2.0% バンカー率41.0%,難易度3位/18ホール中 平均スコア5.58 平均パット数1.92 パーオン率10.0% フェアウェイ率40.0% OB率2.0% バンカー率41.0%,難易度3位/18ホール中 平均スコア5.58 平均パット数1.92 パーオン率10.0% フェアウェイ率40.0% OB率2.0% バンカー率41.0%,難易度6位/18ホール中 平均スコア5.42 平均パット数1.95 パーオン率15.5% フェアウェイ率40.8% OB率2.0% バンカー率45.0%,難易度6位/18ホール中 平均スコア5.42 平均パット数1.95 パーオン率15.5% フェアウェイ率40.8% OB率2.0% バンカー率45.0%,難易度6位/18ホール中 平均スコア5.42 平均パット数1.95 パーオン率15.5% フェアウェイ率40.8% OB率2.0% バンカー率45.0%,難易度4位/18ホール中 平均スコア6.54 平均パット数1.97 パーオン率18.0% フェアウェイ率34.8% OB率16.0% バンカー率29.0%,難易度4位/18ホール中 平均スコア6.54 平均パット数1.97 パーオン率18.0% フェアウェイ率34.8% OB率16.0% バンカー率29.0%,難易度4位/18ホール中 平均スコア6.54 平均パット数1.97 パーオン率18.0% フェアウェイ率34.8% OB率16.0% バンカー率29.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：175yd,Hdcp：7,PAR：4,Reg.：345yd,Hdcp：13,PAR：4,Reg.：342yd,Hdcp：5
5,ショートホール,ショートホール,ショートホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
6,難易度16位/18ホール中 平均スコア4.03 平均パット数1.92 パーオン率22.0% フェアウェイ率- OB率1.0% バンカー率35.8%,難易度16位/18ホール中 平均スコア4.03 平均パット数1.92 パーオン率22.0% フェアウェイ率- OB率1.0% バンカー率35.8%,難易度16位/18ホール中 平均スコア4.03 平均パット数1.92 パーオン率22.0% フェアウェイ率- OB率1.0% バンカー率35.8%,難易度13位/18ホール中 平均スコア5.22 平均パット数1.99 パーオン率24.8% フェアウェイ率38.0% OB率1.0% バンカー率35.5%,難易度13位/18ホール中 平均スコア5.22 平均パット数1.99 パーオン率24.8% フェアウェイ率38.0% OB率1.0% バンカー率35.5%,難易度13位/18ホール中 平均スコア5.22 平均パット数1.99 パーオン率24.8% フェアウェイ率38.0% OB率1.0% バンカー率35.5%,難易度14位/18ホール中 平均スコア5.11 平均パット数1.91 パーオン率26.8% フェアウェイ率47.3% OB率1.8% バンカー率35.5%,難易度14位/18ホール中 平均スコア5.11 平均パット数1.91 パーオン率26.8% フェアウェイ率47.3% OB率1.8% バンカー率35.5%,難易度14位/18ホール中 平均スコア5.11 平均パット数1.91 パーオン率26.8% フェアウェイ率47.3% OB率1.8% バンカー率35.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：157yd,Hdcp：17,PAR：4,Reg.：379yd,Hdcp：1,PAR：5,Reg.：503yd,Hdcp：11
9,池越えのショートホール,池越えのショートホール,池越えのショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのロング　奥がＬ（左）グリーン,左ドッグレッグのロング　奥がＬ（左）グリーン,左ドッグレッグのロング　奥がＬ（左）グリーン
10,難易度18位/18ホール中 平均スコア3.9 平均パット数1.95 パーオン率31.3% フェアウェイ率- OB率1.5% バンカー率27.5%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.95 パーオン率31.3% フェアウェイ率- OB率1.5% バンカー率27.5%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.95 パーオン率31.3% フェアウェイ率- OB率1.5% バンカー率27.5%,難易度7位/18ホール中 平均スコア5.42 平均パット数1.88 パーオン率13.0% フェアウェイ率41.8% OB率1.5% バンカー率39.3%,難易度7位/18ホール中 平均スコア5.42 平均パット数1.88 パーオン率13.0% フェアウェイ率41.8% OB率1.5% バンカー率39.3%,難易度7位/18ホール中 平均スコア5.42 平均パット数1.88 パーオン率13.0% フェアウェイ率41.8% OB率1.5% バンカー率39.3%,難易度8位/18ホール中 平均スコア6.31 平均パット数1.92 パーオン率22.5% フェアウェイ率43.5% OB率2.3% バンカー率35.8%,難易度8位/18ホール中 平均スコア6.31 平均パット数1.92 パーオン率22.5% フェアウェイ率43.5% OB率2.3% バンカー率35.8%,難易度8位/18ホール中 平均スコア6.31 平均パット数1.92 パーオン率22.5% フェアウェイ率43.5% OB率2.3% バンカー率35.8%
