,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：394yd,Hdcp：,PAR：4,Reg.：346yd,Hdcp：,PAR：3,Reg.：157yd,Hdcp：
1,１打目は左山すそを狙えばフェアウェー中央に出る。グリーンオーバーは大だたきになる恐れあり。,１打目は左山すそを狙えばフェアウェー中央に出る。グリーンオーバーは大だたきになる恐れあり。,１打目は左山すそを狙えばフェアウェー中央に出る。グリーンオーバーは大だたきになる恐れあり。,１打目は右クロスバンカーに注意。２打目はピン狙い、寄せワンバーディーが出やすい。,１打目は右クロスバンカーに注意。２打目はピン狙い、寄せワンバーディーが出やすい。,１打目は右クロスバンカーに注意。２打目はピン狙い、寄せワンバーディーが出やすい。,視界もグリーンも広い。つられて大味なショットにならないよう注意すること。,視界もグリーンも広い。つられて大味なショットにならないよう注意すること。,視界もグリーンも広い。つられて大味なショットにならないよう注意すること。
2,難易度2位/9ホール中 平均スコア5.46 平均パット数2.07 パーオン率17.5% フェアウェイ率57.5% OB率30.5% バンカー率12.0%,難易度2位/9ホール中 平均スコア5.46 平均パット数2.07 パーオン率17.5% フェアウェイ率57.5% OB率30.5% バンカー率12.0%,難易度2位/9ホール中 平均スコア5.46 平均パット数2.07 パーオン率17.5% フェアウェイ率57.5% OB率30.5% バンカー率12.0%,難易度9位/9ホール中 平均スコア5 平均パット数2.1 パーオン率34.5% フェアウェイ率63.0% OB率13.5% バンカー率14.0%,難易度9位/9ホール中 平均スコア5 平均パット数2.1 パーオン率34.5% フェアウェイ率63.0% OB率13.5% バンカー率14.0%,難易度9位/9ホール中 平均スコア5 平均パット数2.1 パーオン率34.5% フェアウェイ率63.0% OB率13.5% バンカー率14.0%,難易度7位/9ホール中 平均スコア4.06 平均パット数2.07 パーオン率30.5% フェアウェイ率- OB率26.5% バンカー率27.3%,難易度7位/9ホール中 平均スコア4.06 平均パット数2.07 パーオン率30.5% フェアウェイ率- OB率26.5% バンカー率27.3%,難易度7位/9ホール中 平均スコア4.06 平均パット数2.07 パーオン率30.5% フェアウェイ率- OB率26.5% バンカー率27.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：404yd,Hdcp：,PAR：3,Reg.：210yd,Hdcp：,PAR：5,Reg.：510yd,Hdcp：
5,１打目は飛距離が要求される。縦長の二段グリーンはパットが難しい。,１打目は飛距離が要求される。縦長の二段グリーンはパットが難しい。,１打目は飛距離が要求される。縦長の二段グリーンはパットが難しい。,十分距離のあるショートホール。力んでひっかけＯＢに注意。,十分距離のあるショートホール。力んでひっかけＯＢに注意。,十分距離のあるショートホール。力んでひっかけＯＢに注意。,上りのロング。２打目でグリーンはまだ見えない。パーの取り難いホールで大だたきに注意すること。,上りのロング。２打目でグリーンはまだ見えない。パーの取り難いホールで大だたきに注意すること。,上りのロング。２打目でグリーンはまだ見えない。パーの取り難いホールで大だたきに注意すること。
6,難易度6位/9ホール中 平均スコア5.23 平均パット数2.01 パーオン率23.8% フェアウェイ率52.3% OB率11.0% バンカー率17.3%,難易度6位/9ホール中 平均スコア5.23 平均パット数2.01 パーオン率23.8% フェアウェイ率52.3% OB率11.0% バンカー率17.3%,難易度6位/9ホール中 平均スコア5.23 平均パット数2.01 パーオン率23.8% フェアウェイ率52.3% OB率11.0% バンカー率17.3%,難易度5位/9ホール中 平均スコア4.33 平均パット数2.07 パーオン率14.0% フェアウェイ率- OB率28.7% バンカー率29.8%,難易度5位/9ホール中 平均スコア4.33 平均パット数2.07 パーオン率14.0% フェアウェイ率- OB率28.7% バンカー率29.8%,難易度5位/9ホール中 平均スコア4.33 平均パット数2.07 パーオン率14.0% フェアウェイ率- OB率28.7% バンカー率29.8%,難易度1位/9ホール中 平均スコア6.57 平均パット数2.1 パーオン率17.0% フェアウェイ率53.0% OB率34.0% バンカー率12.0%,難易度1位/9ホール中 平均スコア6.57 平均パット数2.1 パーオン率17.0% フェアウェイ率53.0% OB率34.0% バンカー率12.0%,難易度1位/9ホール中 平均スコア6.57 平均パット数2.1 パーオン率17.0% フェアウェイ率53.0% OB率34.0% バンカー率12.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：330yd,Hdcp：,PAR：4,Reg.：350yd,Hdcp：,PAR：5,Reg.：440yd,Hdcp：
9,１打目は谷越え、中央松の木狙い。２打目はピンが近く見えても大きめに打つこと。,１打目は谷越え、中央松の木狙い。２打目はピンが近く見えても大きめに打つこと。,１打目は谷越え、中央松の木狙い。２打目はピンが近く見えても大きめに打つこと。,１打目は大きなクロスバンカーに入れないように注意する。,１打目は大きなクロスバンカーに入れないように注意する。,１打目は大きなクロスバンカーに入れないように注意する。,今までの好スコアもここでくずれることが多い。左谷川ＯＢをまぬがれればイーグルも可能。,今までの好スコアもここでくずれることが多い。左谷川ＯＢをまぬがれればイーグルも可能。,今までの好スコアもここでくずれることが多い。左谷川ＯＢをまぬがれればイーグルも可能。
