,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：365yd,Hdcp：5,PAR：3,Reg.：168yd,Hdcp：8,PAR：5,Reg.：517yd,Hdcp：2
1,１打目ＯＢの場合、前方特設ティより第４打,１打目ＯＢの場合、前方特設ティより第４打,１打目ＯＢの場合、前方特設ティより第４打,ティからグリーンまで右ＯＢのショートホール,ティからグリーンまで右ＯＢのショートホール,ティからグリーンまで右ＯＢのショートホール,第一打ＯＢの場合前方特設ティより第五打,第一打ＯＢの場合前方特設ティより第五打,第一打ＯＢの場合前方特設ティより第五打
2,難易度4位/9ホール中 平均スコア5.37 平均パット数2.07 パーオン率24.0% フェアウェイ率41.0% OB率27.3% バンカー率29.5%,難易度4位/9ホール中 平均スコア5.37 平均パット数2.07 パーオン率24.0% フェアウェイ率41.0% OB率27.3% バンカー率29.5%,難易度4位/9ホール中 平均スコア5.37 平均パット数2.07 パーオン率24.0% フェアウェイ率41.0% OB率27.3% バンカー率29.5%,難易度9位/9ホール中 平均スコア4.02 平均パット数2.01 パーオン率27.8% フェアウェイ率- OB率20.3% バンカー率21.5%,難易度9位/9ホール中 平均スコア4.02 平均パット数2.01 パーオン率27.8% フェアウェイ率- OB率20.3% バンカー率21.5%,難易度9位/9ホール中 平均スコア4.02 平均パット数2.01 パーオン率27.8% フェアウェイ率- OB率20.3% バンカー率21.5%,難易度1位/9ホール中 平均スコア6.76 平均パット数2.05 パーオン率22.3% フェアウェイ率59.0% OB率32.3% バンカー率25.8%,難易度1位/9ホール中 平均スコア6.76 平均パット数2.05 パーオン率22.3% フェアウェイ率59.0% OB率32.3% バンカー率25.8%,難易度1位/9ホール中 平均スコア6.76 平均パット数2.05 パーオン率22.3% フェアウェイ率59.0% OB率32.3% バンカー率25.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：369yd,Hdcp：7,PAR：4,Reg.：411yd,Hdcp：1,PAR：4,Reg.：374yd,Hdcp：4
5,第一打の落としどころに注意,第一打の落としどころに注意,第一打の落としどころに注意,右に緩やかにカーブする長めのミドルホール,右に緩やかにカーブする長めのミドルホール,右に緩やかにカーブする長めのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度6位/9ホール中 平均スコア5.27 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率11.3% バンカー率36.0%,難易度6位/9ホール中 平均スコア5.27 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率11.3% バンカー率36.0%,難易度6位/9ホール中 平均スコア5.27 平均パット数2.04 パーオン率22.3% フェアウェイ率47.8% OB率11.3% バンカー率36.0%,難易度3位/9ホール中 平均スコア5.51 平均パット数2.07 パーオン率16.5% フェアウェイ率43.3% OB率24.8% バンカー率41.3%,難易度3位/9ホール中 平均スコア5.51 平均パット数2.07 パーオン率16.5% フェアウェイ率43.3% OB率24.8% バンカー率41.3%,難易度3位/9ホール中 平均スコア5.51 平均パット数2.07 パーオン率16.5% フェアウェイ率43.3% OB率24.8% バンカー率41.3%,難易度5位/9ホール中 平均スコア5.33 平均パット数2.07 パーオン率25.0% フェアウェイ率36.8% OB率2.5% バンカー率24.0%,難易度5位/9ホール中 平均スコア5.33 平均パット数2.07 パーオン率25.0% フェアウェイ率36.8% OB率2.5% バンカー率24.0%,難易度5位/9ホール中 平均スコア5.33 平均パット数2.07 パーオン率25.0% フェアウェイ率36.8% OB率2.5% バンカー率24.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：160yd,Hdcp：9,PAR：5,Reg.：500yd,Hdcp：6,PAR：4,Reg.：416yd,Hdcp：3
9,池越えのショートホール,池越えのショートホール,池越えのショートホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグの長いミドルホール,左ドッグレッグの長いミドルホール,左ドッグレッグの長いミドルホール
10,難易度7位/9ホール中 平均スコア4.19 平均パット数2.18 パーオン率32.8% フェアウェイ率- OB率1.0% バンカー率2.3%,難易度7位/9ホール中 平均スコア4.19 平均パット数2.18 パーオン率32.8% フェアウェイ率- OB率1.0% バンカー率2.3%,難易度7位/9ホール中 平均スコア4.19 平均パット数2.18 パーオン率32.8% フェアウェイ率- OB率1.0% バンカー率2.3%,難易度8位/9ホール中 平均スコア6.17 平均パット数2.06 パーオン率36.3% フェアウェイ率39.5% OB率2.0% バンカー率51.5%,難易度8位/9ホール中 平均スコア6.17 平均パット数2.06 パーオン率36.3% フェアウェイ率39.5% OB率2.0% バンカー率51.5%,難易度8位/9ホール中 平均スコア6.17 平均パット数2.06 パーオン率36.3% フェアウェイ率39.5% OB率2.0% バンカー率51.5%,難易度2位/9ホール中 平均スコア5.67 平均パット数2.11 パーオン率16.8% フェアウェイ率49.5% OB率1.5% バンカー率25.8%,難易度2位/9ホール中 平均スコア5.67 平均パット数2.11 パーオン率16.8% フェアウェイ率49.5% OB率1.5% バンカー率25.8%,難易度2位/9ホール中 平均スコア5.67 平均パット数2.11 パーオン率16.8% フェアウェイ率49.5% OB率1.5% バンカー率25.8%
