,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：475yd,Hdcp：2,PAR：3,Reg.：155yd,Hdcp：3,PAR：4,Reg.：420yd,Hdcp：5
1,広いフェアウェイで気持ち良くショットできるホール,広いフェアウェイで気持ち良くショットできるホール,広いフェアウェイで気持ち良くショットできるホール,谷と林を越して攻める難しいショートホール,谷と林を越して攻める難しいショートホール,谷と林を越して攻める難しいショートホール,緩やかな打ち上げの広いミドルホール,緩やかな打ち上げの広いミドルホール,緩やかな打ち上げの広いミドルホール
2,難易度6位/9ホール中 平均スコア6.19 平均パット数2.02 パーオン率30.8% フェアウェイ率45.8% OB率19.3% バンカー率24.5%,難易度6位/9ホール中 平均スコア6.19 平均パット数2.02 パーオン率30.8% フェアウェイ率45.8% OB率19.3% バンカー率24.5%,難易度6位/9ホール中 平均スコア6.19 平均パット数2.02 パーオン率30.8% フェアウェイ率45.8% OB率19.3% バンカー率24.5%,難易度9位/9ホール中 平均スコア4.04 平均パット数2.21 パーオン率36.0% フェアウェイ率- OB率14.8% バンカー率7.5%,難易度9位/9ホール中 平均スコア4.04 平均パット数2.21 パーオン率36.0% フェアウェイ率- OB率14.8% バンカー率7.5%,難易度9位/9ホール中 平均スコア4.04 平均パット数2.21 パーオン率36.0% フェアウェイ率- OB率14.8% バンカー率7.5%,難易度1位/9ホール中 平均スコア5.65 平均パット数2.08 パーオン率7.0% フェアウェイ率52.3% OB率1.3% バンカー率19.3%,難易度1位/9ホール中 平均スコア5.65 平均パット数2.08 パーオン率7.0% フェアウェイ率52.3% OB率1.3% バンカー率19.3%,難易度1位/9ホール中 平均スコア5.65 平均パット数2.08 パーオン率7.0% フェアウェイ率52.3% OB率1.3% バンカー率19.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：317yd,Hdcp：4,PAR：3,Reg.：187yd,Hdcp：7,PAR：4,Reg.：353yd,Hdcp：1
5,右側は池に傾斜している　第一打の落とし場所が重要,右側は池に傾斜している　第一打の落とし場所が重要,右側は池に傾斜している　第一打の落とし場所が重要,センターから左側にかけて池が配置されている,センターから左側にかけて池が配置されている,センターから左側にかけて池が配置されている,第一打を右クロスバンカー左側に落とせばバーディも,第一打を右クロスバンカー左側に落とせばバーディも,第一打を右クロスバンカー左側に落とせばバーディも
6,難易度8位/9ホール中 平均スコア5.1 平均パット数1.95 パーオン率27.3% フェアウェイ率41.3% OB率10.0% バンカー率16.5%,難易度8位/9ホール中 平均スコア5.1 平均パット数1.95 パーオン率27.3% フェアウェイ率41.3% OB率10.0% バンカー率16.5%,難易度8位/9ホール中 平均スコア5.1 平均パット数1.95 パーオン率27.3% フェアウェイ率41.3% OB率10.0% バンカー率16.5%,難易度7位/9ホール中 平均スコア4.18 平均パット数2.15 パーオン率24.0% フェアウェイ率- OB率20.0% バンカー率1.0%,難易度7位/9ホール中 平均スコア4.18 平均パット数2.15 パーオン率24.0% フェアウェイ率- OB率20.0% バンカー率1.0%,難易度7位/9ホール中 平均スコア4.18 平均パット数2.15 パーオン率24.0% フェアウェイ率- OB率20.0% バンカー率1.0%,難易度2位/9ホール中 平均スコア5.46 平均パット数2.19 パーオン率24.3% フェアウェイ率62.5% OB率23.3% バンカー率13.8%,難易度2位/9ホール中 平均スコア5.46 平均パット数2.19 パーオン率24.3% フェアウェイ率62.5% OB率23.3% バンカー率13.8%,難易度2位/9ホール中 平均スコア5.46 平均パット数2.19 パーオン率24.3% フェアウェイ率62.5% OB率23.3% バンカー率13.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：359yd,Hdcp：9,PAR：4,Reg.：435yd,Hdcp：6,PAR：5,Reg.：515yd,Hdcp：3
9,右に大きくドックレッグしたやや長いミドルホール,右に大きくドックレッグしたやや長いミドルホール,右に大きくドックレッグしたやや長いミドルホール,打ち下ろしで距離のあるミドルホール,打ち下ろしで距離のあるミドルホール,打ち下ろしで距離のあるミドルホール,安心して豪快なロングドライブを楽しめるングホール,安心して豪快なロングドライブを楽しめるングホール,安心して豪快なロングドライブを楽しめるングホール
10,難易度5位/9ホール中 平均スコア5.24 平均パット数2.11 パーオン率24.8% フェアウェイ率65.0% OB率9.7% バンカー率7.8%,難易度5位/9ホール中 平均スコア5.24 平均パット数2.11 パーオン率24.8% フェアウェイ率65.0% OB率9.7% バンカー率7.8%,難易度5位/9ホール中 平均スコア5.24 平均パット数2.11 パーオン率24.8% フェアウェイ率65.0% OB率9.7% バンカー率7.8%,難易度4位/9ホール中 平均スコア5.29 平均パット数1.98 パーオン率14.3% フェアウェイ率68.0% OB率3.5% バンカー率9.5%,難易度4位/9ホール中 平均スコア5.29 平均パット数1.98 パーオン率14.3% フェアウェイ率68.0% OB率3.5% バンカー率9.5%,難易度4位/9ホール中 平均スコア5.29 平均パット数1.98 パーオン率14.3% フェアウェイ率68.0% OB率3.5% バンカー率9.5%,難易度3位/9ホール中 平均スコア6.37 平均パット数2.07 パーオン率24.3% フェアウェイ率55.8% OB率7.5% バンカー率14.8%,難易度3位/9ホール中 平均スコア6.37 平均パット数2.07 パーオン率24.3% フェアウェイ率55.8% OB率7.5% バンカー率14.8%,難易度3位/9ホール中 平均スコア6.37 平均パット数2.07 パーオン率24.3% フェアウェイ率55.8% OB率7.5% バンカー率14.8%
