,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：478yd,Hdcp：15,PAR：4,Reg.：340yd,Hdcp：5,PAR：3,Reg.：157yd,Hdcp：9
1,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いショートホール,長いショートホール,長いショートホール
2,難易度6位/18ホール中 平均スコア6.41 平均パット数2.04 パーオン率24.5% フェアウェイ率35.8% OB率21.8% バンカー率32.8%,難易度6位/18ホール中 平均スコア6.41 平均パット数2.04 パーオン率24.5% フェアウェイ率35.8% OB率21.8% バンカー率32.8%,難易度6位/18ホール中 平均スコア6.41 平均パット数2.04 パーオン率24.5% フェアウェイ率35.8% OB率21.8% バンカー率32.8%,難易度12位/18ホール中 平均スコア5.23 平均パット数2.03 パーオン率24.0% フェアウェイ率43.8% OB率16.3% バンカー率29.0%,難易度12位/18ホール中 平均スコア5.23 平均パット数2.03 パーオン率24.0% フェアウェイ率43.8% OB率16.3% バンカー率29.0%,難易度12位/18ホール中 平均スコア5.23 平均パット数2.03 パーオン率24.0% フェアウェイ率43.8% OB率16.3% バンカー率29.0%,難易度17位/18ホール中 平均スコア4.08 平均パット数1.98 パーオン率23.0% フェアウェイ率- OB率16.5% バンカー率42.5%,難易度17位/18ホール中 平均スコア4.08 平均パット数1.98 パーオン率23.0% フェアウェイ率- OB率16.5% バンカー率42.5%,難易度17位/18ホール中 平均スコア4.08 平均パット数1.98 パーオン率23.0% フェアウェイ率- OB率16.5% バンカー率42.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：405yd,Hdcp：1,PAR：5,Reg.：537yd,Hdcp：7,PAR：4,Reg.：302yd,Hdcp：17
5,長いミドルホール,長いミドルホール,長いミドルホール,なだらかな打ち上げでブラインドのロングホール,なだらかな打ち上げでブラインドのロングホール,なだらかな打ち上げでブラインドのロングホール,短い打ち上げの左ドッグレッグミドルホール,短い打ち上げの左ドッグレッグミドルホール,短い打ち上げの左ドッグレッグミドルホール
6,難易度3位/18ホール中 平均スコア5.65 平均パット数2.05 パーオン率11.0% フェアウェイ率35.5% OB率36.0% バンカー率29.8%,難易度3位/18ホール中 平均スコア5.65 平均パット数2.05 パーオン率11.0% フェアウェイ率35.5% OB率36.0% バンカー率29.8%,難易度3位/18ホール中 平均スコア5.65 平均パット数2.05 パーオン率11.0% フェアウェイ率35.5% OB率36.0% バンカー率29.8%,難易度2位/18ホール中 平均スコア6.56 平均パット数2.05 パーオン率19.3% フェアウェイ率38.5% OB率40.5% バンカー率19.3%,難易度2位/18ホール中 平均スコア6.56 平均パット数2.05 パーオン率19.3% フェアウェイ率38.5% OB率40.5% バンカー率19.3%,難易度2位/18ホール中 平均スコア6.56 平均パット数2.05 パーオン率19.3% フェアウェイ率38.5% OB率40.5% バンカー率19.3%,難易度13位/18ホール中 平均スコア5.22 平均パット数2 パーオン率25.8% フェアウェイ率42.0% OB率23.8% バンカー率44.5%,難易度13位/18ホール中 平均スコア5.22 平均パット数2 パーオン率25.8% フェアウェイ率42.0% OB率23.8% バンカー率44.5%,難易度13位/18ホール中 平均スコア5.22 平均パット数2 パーオン率25.8% フェアウェイ率42.0% OB率23.8% バンカー率44.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：172yd,Hdcp：11,PAR：4,Reg.：390yd,Hdcp：3,PAR：4,Reg.：335yd,Hdcp：13
9,フラットなショートホール,フラットなショートホール,フラットなショートホール,２打目が打ち下ろしになるミドルホール,２打目が打ち下ろしになるミドルホール,２打目が打ち下ろしになるミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
10,難易度16位/18ホール中 平均スコア4.08 平均パット数2 パーオン率20.3% フェアウェイ率- OB率7.0% バンカー率37.8%,難易度16位/18ホール中 平均スコア4.08 平均パット数2 パーオン率20.3% フェアウェイ率- OB率7.0% バンカー率37.8%,難易度16位/18ホール中 平均スコア4.08 平均パット数2 パーオン率20.3% フェアウェイ率- OB率7.0% バンカー率37.8%,難易度14位/18ホール中 平均スコア5.18 平均パット数1.97 パーオン率24.5% フェアウェイ率42.3% OB率25.8% バンカー率18.8%,難易度14位/18ホール中 平均スコア5.18 平均パット数1.97 パーオン率24.5% フェアウェイ率42.3% OB率25.8% バンカー率18.8%,難易度14位/18ホール中 平均スコア5.18 平均パット数1.97 パーオン率24.5% フェアウェイ率42.3% OB率25.8% バンカー率18.8%,難易度11位/18ホール中 平均スコア5.29 平均パット数1.99 パーオン率20.3% フェアウェイ率37.3% OB率21.8% バンカー率33.0%,難易度11位/18ホール中 平均スコア5.29 平均パット数1.99 パーオン率20.3% フェアウェイ率37.3% OB率21.8% バンカー率33.0%,難易度11位/18ホール中 平均スコア5.29 平均パット数1.99 パーオン率20.3% フェアウェイ率37.3% OB率21.8% バンカー率33.0%
