,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：335yd,Hdcp：10,PAR：5,Reg.：525yd,Hdcp：4,PAR：3,Reg.：144yd,Hdcp：12
1,２打地点から打ち上げで、やや右ドックレッグになる,２打地点から打ち上げで、やや右ドックレッグになる,２打地点から打ち上げで、やや右ドックレッグになる,ティショットはＦＷ左バンカー方向がベスト,ティショットはＦＷ左バンカー方向がベスト,ティショットはＦＷ左バンカー方向がベスト,やや打ち上げで、グリーンのすぐ左はＯＢのため注意,やや打ち上げで、グリーンのすぐ左はＯＢのため注意,やや打ち上げで、グリーンのすぐ左はＯＢのため注意
2,難易度4位/18ホール中 平均スコア5.53 平均パット数1.93 パーオン率12.8% フェアウェイ率50.5% OB率21.5% バンカー率20.3%,難易度4位/18ホール中 平均スコア5.53 平均パット数1.93 パーオン率12.8% フェアウェイ率50.5% OB率21.5% バンカー率20.3%,難易度4位/18ホール中 平均スコア5.53 平均パット数1.93 パーオン率12.8% フェアウェイ率50.5% OB率21.5% バンカー率20.3%,難易度7位/18ホール中 平均スコア6.36 平均パット数2 パーオン率24.0% フェアウェイ率51.0% OB率19.0% バンカー率36.5%,難易度7位/18ホール中 平均スコア6.36 平均パット数2 パーオン率24.0% フェアウェイ率51.0% OB率19.0% バンカー率36.5%,難易度7位/18ホール中 平均スコア6.36 平均パット数2 パーオン率24.0% フェアウェイ率51.0% OB率19.0% バンカー率36.5%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.02 パーオン率30.8% フェアウェイ率- OB率25.5% バンカー率21.3%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.02 パーオン率30.8% フェアウェイ率- OB率25.5% バンカー率21.3%,難易度17位/18ホール中 平均スコア4.01 平均パット数2.02 パーオン率30.8% フェアウェイ率- OB率25.5% バンカー率21.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：315yd,Hdcp：16,PAR：4,Reg.：343yd,Hdcp：2,PAR：5,Reg.：481yd,Hdcp：8
5,打ち下ろしで距離の短いミドルホール,打ち下ろしで距離の短いミドルホール,打ち下ろしで距離の短いミドルホール,左サイドはＯＢのため、右は斜面の方向が狙い目,左サイドはＯＢのため、右は斜面の方向が狙い目,左サイドはＯＢのため、右は斜面の方向が狙い目,ティショットは右の山の中腹狙い,ティショットは右の山の中腹狙い,ティショットは右の山の中腹狙い
6,難易度10位/18ホール中 平均スコア5.26 平均パット数1.96 パーオン率27.0% フェアウェイ率54.3% OB率36.0% バンカー率23.0%,難易度10位/18ホール中 平均スコア5.26 平均パット数1.96 パーオン率27.0% フェアウェイ率54.3% OB率36.0% バンカー率23.0%,難易度10位/18ホール中 平均スコア5.26 平均パット数1.96 パーオン率27.0% フェアウェイ率54.3% OB率36.0% バンカー率23.0%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.88 パーオン率17.5% フェアウェイ率52.8% OB率30.0% バンカー率23.8%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.88 パーオン率17.5% フェアウェイ率52.8% OB率30.0% バンカー率23.8%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.88 パーオン率17.5% フェアウェイ率52.8% OB率30.0% バンカー率23.8%,難易度5位/18ホール中 平均スコア6.48 平均パット数1.93 パーオン率21.3% フェアウェイ率55.8% OB率51.5% バンカー率15.3%,難易度5位/18ホール中 平均スコア6.48 平均パット数1.93 パーオン率21.3% フェアウェイ率55.8% OB率51.5% バンカー率15.3%,難易度5位/18ホール中 平均スコア6.48 平均パット数1.93 パーオン率21.3% フェアウェイ率55.8% OB率51.5% バンカー率15.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：123yd,Hdcp：18,PAR：4,Reg.：384yd,Hdcp：6,PAR：4,Reg.：345yd,Hdcp：14
9,池越えのショートホール,池越えのショートホール,池越えのショートホール,２打地点からはやや打ち下ろし,２打地点からはやや打ち下ろし,２打地点からはやや打ち下ろし,グリーンまでかなり打ち下ろし,グリーンまでかなり打ち下ろし,グリーンまでかなり打ち下ろし
10,難易度18位/18ホール中 平均スコア3.93 平均パット数2.01 パーオン率31.3% フェアウェイ率- OB率11.7% バンカー率21.0%,難易度18位/18ホール中 平均スコア3.93 平均パット数2.01 パーオン率31.3% フェアウェイ率- OB率11.7% バンカー率21.0%,難易度18位/18ホール中 平均スコア3.93 平均パット数2.01 パーオン率31.3% フェアウェイ率- OB率11.7% バンカー率21.0%,難易度6位/18ホール中 平均スコア5.43 平均パット数1.95 パーオン率16.8% フェアウェイ率50.5% OB率37.8% バンカー率12.0%,難易度6位/18ホール中 平均スコア5.43 平均パット数1.95 パーオン率16.8% フェアウェイ率50.5% OB率37.8% バンカー率12.0%,難易度6位/18ホール中 平均スコア5.43 平均パット数1.95 パーオン率16.8% フェアウェイ率50.5% OB率37.8% バンカー率12.0%,難易度12位/18ホール中 平均スコア5.13 平均パット数2 パーオン率34.3% フェアウェイ率46.8% OB率28.8% バンカー率15.8%,難易度12位/18ホール中 平均スコア5.13 平均パット数2 パーオン率34.3% フェアウェイ率46.8% OB率28.8% バンカー率15.8%,難易度12位/18ホール中 平均スコア5.13 平均パット数2 パーオン率34.3% フェアウェイ率46.8% OB率28.8% バンカー率15.8%
