,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：475yd,Hdcp：14,PAR：4,Reg.：366yd,Hdcp：4,PAR：3,Reg.：179yd,Hdcp：12
1,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度4位/18ホール中 平均スコア6.47 平均パット数1.96 パーオン率20.5% フェアウェイ率40.0% OB率6.0% バンカー率26.0%,難易度4位/18ホール中 平均スコア6.47 平均パット数1.96 パーオン率20.5% フェアウェイ率40.0% OB率6.0% バンカー率26.0%,難易度4位/18ホール中 平均スコア6.47 平均パット数1.96 パーオン率20.5% フェアウェイ率40.0% OB率6.0% バンカー率26.0%,難易度3位/18ホール中 平均スコア5.54 平均パット数2.15 パーオン率21.5% フェアウェイ率46.8% OB率26.3% バンカー率34.3%,難易度3位/18ホール中 平均スコア5.54 平均パット数2.15 パーオン率21.5% フェアウェイ率46.8% OB率26.3% バンカー率34.3%,難易度3位/18ホール中 平均スコア5.54 平均パット数2.15 パーオン率21.5% フェアウェイ率46.8% OB率26.3% バンカー率34.3%,難易度18位/18ホール中 平均スコア3.85 平均パット数1.97 パーオン率34.3% フェアウェイ率- OB率6.7% バンカー率30.3%,難易度18位/18ホール中 平均スコア3.85 平均パット数1.97 パーオン率34.3% フェアウェイ率- OB率6.7% バンカー率30.3%,難易度18位/18ホール中 平均スコア3.85 平均パット数1.97 パーオン率34.3% フェアウェイ率- OB率6.7% バンカー率30.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：483yd,Hdcp：10,PAR：4,Reg.：335yd,Hdcp：2,PAR：4,Reg.：345yd,Hdcp：6
5,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度7位/18ホール中 平均スコア6.34 平均パット数2.05 パーオン率27.3% フェアウェイ率46.3% OB率7.8% バンカー率24.5%,難易度7位/18ホール中 平均スコア6.34 平均パット数2.05 パーオン率27.3% フェアウェイ率46.3% OB率7.8% バンカー率24.5%,難易度7位/18ホール中 平均スコア6.34 平均パット数2.05 パーオン率27.3% フェアウェイ率46.3% OB率7.8% バンカー率24.5%,難易度8位/18ホール中 平均スコア5.39 平均パット数1.95 パーオン率19.0% フェアウェイ率42.0% OB率5.0% バンカー率32.8%,難易度8位/18ホール中 平均スコア5.39 平均パット数1.95 パーオン率19.0% フェアウェイ率42.0% OB率5.0% バンカー率32.8%,難易度8位/18ホール中 平均スコア5.39 平均パット数1.95 パーオン率19.0% フェアウェイ率42.0% OB率5.0% バンカー率32.8%,難易度10位/18ホール中 平均スコア5.3 平均パット数2 パーオン率24.5% フェアウェイ率49.0% OB率8.7% バンカー率20.5%,難易度10位/18ホール中 平均スコア5.3 平均パット数2 パーオン率24.5% フェアウェイ率49.0% OB率8.7% バンカー率20.5%,難易度10位/18ホール中 平均スコア5.3 平均パット数2 パーオン率24.5% フェアウェイ率49.0% OB率8.7% バンカー率20.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：153yd,Hdcp：16,PAR：4,Reg.：356yd,Hdcp：8,PAR：4,Reg.：302yd,Hdcp：18
9,池越えのショートホール,池越えのショートホール,池越えのショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,短いミドルホール,短いミドルホール,短いミドルホール
10,難易度15位/18ホール中 平均スコア4.07 平均パット数1.96 パーオン率21.8% フェアウェイ率- OB率6.0% バンカー率40.3%,難易度15位/18ホール中 平均スコア4.07 平均パット数1.96 パーオン率21.8% フェアウェイ率- OB率6.0% バンカー率40.3%,難易度15位/18ホール中 平均スコア4.07 平均パット数1.96 パーオン率21.8% フェアウェイ率- OB率6.0% バンカー率40.3%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.95 パーオン率21.0% フェアウェイ率39.3% OB率20.3% バンカー率30.5%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.95 パーオン率21.0% フェアウェイ率39.3% OB率20.3% バンカー率30.5%,難易度11位/18ホール中 平均スコア5.25 平均パット数1.95 パーオン率21.0% フェアウェイ率39.3% OB率20.3% バンカー率30.5%,難易度12位/18ホール中 平均スコア5.28 平均パット数1.94 パーオン率25.3% フェアウェイ率46.3% OB率30.3% バンカー率21.0%,難易度12位/18ホール中 平均スコア5.28 平均パット数1.94 パーオン率25.3% フェアウェイ率46.3% OB率30.3% バンカー率21.0%,難易度12位/18ホール中 平均スコア5.28 平均パット数1.94 パーオン率25.3% フェアウェイ率46.3% OB率30.3% バンカー率21.0%
