,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：486yd,Hdcp：12,PAR：4,Reg.：373yd,Hdcp：2,PAR：4,Reg.：375yd,Hdcp：6
1,水面に浮かび上がるグリーン,水面に浮かび上がるグリーン,水面に浮かび上がるグリーン,インで一番難易度の高いホール,インで一番難易度の高いホール,インで一番難易度の高いホール,ティーショットで失敗しやすいホール,ティーショットで失敗しやすいホール,ティーショットで失敗しやすいホール
2,難易度12位/18ホール中 平均スコア6.16 平均パット数2.01 パーオン率34.0% フェアウェイ率44.5% OB率4.8% バンカー率36.5%,難易度12位/18ホール中 平均スコア6.16 平均パット数2.01 パーオン率34.0% フェアウェイ率44.5% OB率4.8% バンカー率36.5%,難易度12位/18ホール中 平均スコア6.16 平均パット数2.01 パーオン率34.0% フェアウェイ率44.5% OB率4.8% バンカー率36.5%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.05 パーオン率19.8% フェアウェイ率47.5% OB率12.3% バンカー率7.8%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.05 パーオン率19.8% フェアウェイ率47.5% OB率12.3% バンカー率7.8%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.05 パーオン率19.8% フェアウェイ率47.5% OB率12.3% バンカー率7.8%,難易度8位/18ホール中 平均スコア5.39 平均パット数2.03 パーオン率20.5% フェアウェイ率51.0% OB率37.5% バンカー率20.3%,難易度8位/18ホール中 平均スコア5.39 平均パット数2.03 パーオン率20.5% フェアウェイ率51.0% OB率37.5% バンカー率20.3%,難易度8位/18ホール中 平均スコア5.39 平均パット数2.03 パーオン率20.5% フェアウェイ率51.0% OB率37.5% バンカー率20.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：3,Reg.：165yd,Hdcp：10,PAR：4,Reg.：315yd,Hdcp：16,PAR：4,Reg.：318yd,Hdcp：14
5,距離のあるショートホールで､グリーンは砲台型,距離のあるショートホールで､グリーンは砲台型,距離のあるショートホールで､グリーンは砲台型,左に軽くドッグレッグした距離の短いミドルホール,左に軽くドッグレッグした距離の短いミドルホール,左に軽くドッグレッグした距離の短いミドルホール,フェアウエイ左のバンカーの先にＯ.Ｂの池あり,フェアウエイ左のバンカーの先にＯ.Ｂの池あり,フェアウエイ左のバンカーの先にＯ.Ｂの池あり
6,難易度15位/18ホール中 平均スコア4.18 平均パット数2.02 パーオン率20.0% フェアウェイ率- OB率32.0% バンカー率18.0%,難易度15位/18ホール中 平均スコア4.18 平均パット数2.02 パーオン率20.0% フェアウェイ率- OB率32.0% バンカー率18.0%,難易度15位/18ホール中 平均スコア4.18 平均パット数2.02 パーオン率20.0% フェアウェイ率- OB率32.0% バンカー率18.0%,難易度11位/18ホール中 平均スコア5.26 平均パット数2 パーオン率28.0% フェアウェイ率55.8% OB率43.5% バンカー率24.5%,難易度11位/18ホール中 平均スコア5.26 平均パット数2 パーオン率28.0% フェアウェイ率55.8% OB率43.5% バンカー率24.5%,難易度11位/18ホール中 平均スコア5.26 平均パット数2 パーオン率28.0% フェアウェイ率55.8% OB率43.5% バンカー率24.5%,難易度9位/18ホール中 平均スコア5.38 平均パット数2.04 パーオン率23.0% フェアウェイ率49.5% OB率27.3% バンカー率17.8%,難易度9位/18ホール中 平均スコア5.38 平均パット数2.04 パーオン率23.0% フェアウェイ率49.5% OB率27.3% バンカー率17.8%,難易度9位/18ホール中 平均スコア5.38 平均パット数2.04 パーオン率23.0% フェアウェイ率49.5% OB率27.3% バンカー率17.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：386yd,Hdcp：4,PAR：3,Reg.：125yd,Hdcp：18,PAR：5,Reg.：470yd,Hdcp：8
9,二打目から緩やかに打ち下ろしてゆく長いミドル,二打目から緩やかに打ち下ろしてゆく長いミドル,二打目から緩やかに打ち下ろしてゆく長いミドル,美しい三連池を望む素敵なホール,美しい三連池を望む素敵なホール,美しい三連池を望む素敵なホール,舞台装置満点のフィニッシィングホール,舞台装置満点のフィニッシィングホール,舞台装置満点のフィニッシィングホール
10,難易度5位/18ホール中 平均スコア5.39 平均パット数1.97 パーオン率18.5% フェアウェイ率47.0% OB率30.0% バンカー率35.0%,難易度5位/18ホール中 平均スコア5.39 平均パット数1.97 パーオン率18.5% フェアウェイ率47.0% OB率30.0% バンカー率35.0%,難易度5位/18ホール中 平均スコア5.39 平均パット数1.97 パーオン率18.5% フェアウェイ率47.0% OB率30.0% バンカー率35.0%,難易度17位/18ホール中 平均スコア3.86 平均パット数1.97 パーオン率35.3% フェアウェイ率- OB率8.5% バンカー率15.0%,難易度17位/18ホール中 平均スコア3.86 平均パット数1.97 パーオン率35.3% フェアウェイ率- OB率8.5% バンカー率15.0%,難易度17位/18ホール中 平均スコア3.86 平均パット数1.97 パーオン率35.3% フェアウェイ率- OB率8.5% バンカー率15.0%,難易度14位/18ホール中 平均スコア6.16 平均パット数2.04 パーオン率33.0% フェアウェイ率48.0% OB率7.0% バンカー率26.3%,難易度14位/18ホール中 平均スコア6.16 平均パット数2.04 パーオン率33.0% フェアウェイ率48.0% OB率7.0% バンカー率26.3%,難易度14位/18ホール中 平均スコア6.16 平均パット数2.04 パーオン率33.0% フェアウェイ率48.0% OB率7.0% バンカー率26.3%
