,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：310yd,Hdcp：8,PAR：5,Reg.：481yd,Hdcp：7,PAR：3,Reg.：169yd,Hdcp：2
1,短いショートホール手前がＬ（左）グリーン,短いショートホール手前がＬ（左）グリーン,短いショートホール手前がＬ（左）グリーン,谷越えのロングホール　手前がＬ（左）グリーン,谷越えのロングホール　手前がＬ（左）グリーン,谷越えのロングホール　手前がＬ（左）グリーン,長いショートホール手前がＬ（左）グリーン,長いショートホール手前がＬ（左）グリーン,長いショートホール手前がＬ（左）グリーン
2,難易度2位/9ホール中 平均スコア5.43 平均パット数1.81 パーオン率10.5% フェアウェイ率58.0% OB率35.5% バンカー率16.5%,難易度2位/9ホール中 平均スコア5.43 平均パット数1.81 パーオン率10.5% フェアウェイ率58.0% OB率35.5% バンカー率16.5%,難易度2位/9ホール中 平均スコア5.43 平均パット数1.81 パーオン率10.5% フェアウェイ率58.0% OB率35.5% バンカー率16.5%,難易度7位/9ホール中 平均スコア6.07 平均パット数1.93 パーオン率35.3% フェアウェイ率45.8% OB率33.0% バンカー率5.7%,難易度7位/9ホール中 平均スコア6.07 平均パット数1.93 パーオン率35.3% フェアウェイ率45.8% OB率33.0% バンカー率5.7%,難易度7位/9ホール中 平均スコア6.07 平均パット数1.93 パーオン率35.3% フェアウェイ率45.8% OB率33.0% バンカー率5.7%,難易度8位/9ホール中 平均スコア4.1 平均パット数1.89 パーオン率16.5% フェアウェイ率- OB率16.5% バンカー率1.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数1.89 パーオン率16.5% フェアウェイ率- OB率16.5% バンカー率1.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数1.89 パーオン率16.5% フェアウェイ率- OB率16.5% バンカー率1.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：308yd,Hdcp：4,PAR：5,Reg.：488yd,Hdcp：1,PAR：3,Reg.：102yd,Hdcp：9
5,短いミドルホール　奥がＬ（左）グリーン,短いミドルホール　奥がＬ（左）グリーン,短いミドルホール　奥がＬ（左）グリーン,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,短いショートホール,短いショートホール,短いショートホール
6,難易度5位/9ホール中 平均スコア5.31 平均パット数1.9 パーオン率20.3% フェアウェイ率48.5% OB率42.8% バンカー率6.0%,難易度5位/9ホール中 平均スコア5.31 平均パット数1.9 パーオン率20.3% フェアウェイ率48.5% OB率42.8% バンカー率6.0%,難易度5位/9ホール中 平均スコア5.31 平均パット数1.9 パーオン率20.3% フェアウェイ率48.5% OB率42.8% バンカー率6.0%,難易度4位/9ホール中 平均スコア6.3 平均パット数1.82 パーオン率23.0% フェアウェイ率46.3% OB率40.3% バンカー率14.3%,難易度4位/9ホール中 平均スコア6.3 平均パット数1.82 パーオン率23.0% フェアウェイ率46.3% OB率40.3% バンカー率14.3%,難易度4位/9ホール中 平均スコア6.3 平均パット数1.82 パーオン率23.0% フェアウェイ率46.3% OB率40.3% バンカー率14.3%,難易度9位/9ホール中 平均スコア3.94 平均パット数1.9 パーオン率29.5% フェアウェイ率- OB率16.5% バンカー率24.5%,難易度9位/9ホール中 平均スコア3.94 平均パット数1.9 パーオン率29.5% フェアウェイ率- OB率16.5% バンカー率24.5%,難易度9位/9ホール中 平均スコア3.94 平均パット数1.9 パーオン率29.5% フェアウェイ率- OB率16.5% バンカー率24.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：305yd,Hdcp：5,PAR：4,Reg.：294yd,Hdcp：3,PAR：4,Reg.：378yd,Hdcp：6
9,短いミドルホール　手前がＬ（左）グリーン,短いミドルホール　手前がＬ（左）グリーン,短いミドルホール　手前がＬ（左）グリーン,短いミドルホール,短いミドルホール,短いミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度6位/9ホール中 平均スコア5.3 平均パット数1.85 パーオン率21.0% フェアウェイ率50.5% OB率52.0% バンカー率1.0%,難易度6位/9ホール中 平均スコア5.3 平均パット数1.85 パーオン率21.0% フェアウェイ率50.5% OB率52.0% バンカー率1.0%,難易度6位/9ホール中 平均スコア5.3 平均パット数1.85 パーオン率21.0% フェアウェイ率50.5% OB率52.0% バンカー率1.0%,難易度3位/9ホール中 平均スコア5.37 平均パット数1.89 パーオン率17.3% フェアウェイ率49.8% OB率37.3% バンカー率8.5%,難易度3位/9ホール中 平均スコア5.37 平均パット数1.89 パーオン率17.3% フェアウェイ率49.8% OB率37.3% バンカー率8.5%,難易度3位/9ホール中 平均スコア5.37 平均パット数1.89 パーオン率17.3% フェアウェイ率49.8% OB率37.3% バンカー率8.5%,難易度1位/9ホール中 平均スコア5.49 平均パット数1.94 パーオン率12.3% フェアウェイ率59.8% OB率19.3% バンカー率26.0%,難易度1位/9ホール中 平均スコア5.49 平均パット数1.94 パーオン率12.3% フェアウェイ率59.8% OB率19.3% バンカー率26.0%,難易度1位/9ホール中 平均スコア5.49 平均パット数1.94 パーオン率12.3% フェアウェイ率59.8% OB率19.3% バンカー率26.0%
