,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：514yd,Hdcp：3,PAR：4,Reg.：344yd,Hdcp：9,PAR：3,Reg.：201yd,Hdcp：13
1,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,長いショートホール,長いショートホール,長いショートホール
2,難易度3位/18ホール中 平均スコア6.68 平均パット数2.08 パーオン率16.3% フェアウェイ率43.8% OB率46.3% バンカー率16.0%,難易度3位/18ホール中 平均スコア6.68 平均パット数2.08 パーオン率16.3% フェアウェイ率43.8% OB率46.3% バンカー率16.0%,難易度3位/18ホール中 平均スコア6.68 平均パット数2.08 パーオン率16.3% フェアウェイ率43.8% OB率46.3% バンカー率16.0%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.01 パーオン率21.8% フェアウェイ率34.5% OB率49.8% バンカー率19.3%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.01 パーオン率21.8% フェアウェイ率34.5% OB率49.8% バンカー率19.3%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.01 パーオン率21.8% フェアウェイ率34.5% OB率49.8% バンカー率19.3%,難易度13位/18ホール中 平均スコア4.27 平均パット数1.9 パーオン率9.3% フェアウェイ率- OB率24.0% バンカー率22.3%,難易度13位/18ホール中 平均スコア4.27 平均パット数1.9 パーオン率9.3% フェアウェイ率- OB率24.0% バンカー率22.3%,難易度13位/18ホール中 平均スコア4.27 平均パット数1.9 パーオン率9.3% フェアウェイ率- OB率24.0% バンカー率22.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：354yd,Hdcp：5,PAR：5,Reg.：485yd,Hdcp：11,PAR：4,Reg.：384yd,Hdcp：7
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,長いミドルホール,長いミドルホール,長いミドルホール
6,難易度9位/18ホール中 平均スコア5.39 平均パット数1.99 パーオン率14.0% フェアウェイ率50.8% OB率15.3% バンカー率6.3%,難易度9位/18ホール中 平均スコア5.39 平均パット数1.99 パーオン率14.0% フェアウェイ率50.8% OB率15.3% バンカー率6.3%,難易度9位/18ホール中 平均スコア5.39 平均パット数1.99 パーオン率14.0% フェアウェイ率50.8% OB率15.3% バンカー率6.3%,難易度12位/18ホール中 平均スコア6.21 平均パット数2.01 パーオン率32.5% フェアウェイ率40.8% OB率27.3% バンカー率36.0%,難易度12位/18ホール中 平均スコア6.21 平均パット数2.01 パーオン率32.5% フェアウェイ率40.8% OB率27.3% バンカー率36.0%,難易度12位/18ホール中 平均スコア6.21 平均パット数2.01 パーオン率32.5% フェアウェイ率40.8% OB率27.3% バンカー率36.0%,難易度14位/18ホール中 平均スコア5.14 平均パット数1.89 パーオン率21.0% フェアウェイ率53.5% OB率27.0% バンカー率16.8%,難易度14位/18ホール中 平均スコア5.14 平均パット数1.89 パーオン率21.0% フェアウェイ率53.5% OB率27.0% バンカー率16.8%,難易度14位/18ホール中 平均スコア5.14 平均パット数1.89 パーオン率21.0% フェアウェイ率53.5% OB率27.0% バンカー率16.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：191yd,Hdcp：15,PAR：4,Reg.：424yd,Hdcp：1,PAR：4,Reg.：359yd,Hdcp：17
9,長いショートホール　手前がＬ（左）グリーン,長いショートホール　手前がＬ（左）グリーン,長いショートホール　手前がＬ（左）グリーン,谷越えのミドルホール,谷越えのミドルホール,谷越えのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度16位/18ホール中 平均スコア4.14 平均パット数1.79 パーオン率11.3% フェアウェイ率- OB率35.3% バンカー率9.3%,難易度16位/18ホール中 平均スコア4.14 平均パット数1.79 パーオン率11.3% フェアウェイ率- OB率35.3% バンカー率9.3%,難易度16位/18ホール中 平均スコア4.14 平均パット数1.79 パーオン率11.3% フェアウェイ率- OB率35.3% バンカー率9.3%,難易度4位/18ホール中 平均スコア5.65 平均パット数1.99 パーオン率7.3% フェアウェイ率54.3% OB率47.0% バンカー率14.3%,難易度4位/18ホール中 平均スコア5.65 平均パット数1.99 パーオン率7.3% フェアウェイ率54.3% OB率47.0% バンカー率14.3%,難易度4位/18ホール中 平均スコア5.65 平均パット数1.99 パーオン率7.3% フェアウェイ率54.3% OB率47.0% バンカー率14.3%,難易度15位/18ホール中 平均スコア5.11 平均パット数1.89 パーオン率24.0% フェアウェイ率47.5% OB率27.8% バンカー率22.0%,難易度15位/18ホール中 平均スコア5.11 平均パット数1.89 パーオン率24.0% フェアウェイ率47.5% OB率27.8% バンカー率22.0%,難易度15位/18ホール中 平均スコア5.11 平均パット数1.89 パーオン率24.0% フェアウェイ率47.5% OB率27.8% バンカー率22.0%
