,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：367yd,Hdcp：11,PAR：4,Reg.：324yd,Hdcp：13,PAR：3,Reg.：160yd,Hdcp：17
1,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度14位/18ホール中 平均スコア5.13 平均パット数2.04 パーオン率31.8% フェアウェイ率54.0% OB率10.8% バンカー率21.0%,難易度14位/18ホール中 平均スコア5.13 平均パット数2.04 パーオン率31.8% フェアウェイ率54.0% OB率10.8% バンカー率21.0%,難易度14位/18ホール中 平均スコア5.13 平均パット数2.04 パーオン率31.8% フェアウェイ率54.0% OB率10.8% バンカー率21.0%,難易度13位/18ホール中 平均スコア5.1 平均パット数2.12 パーオン率31.5% フェアウェイ率53.3% OB率1.0% バンカー率33.3%,難易度13位/18ホール中 平均スコア5.1 平均パット数2.12 パーオン率31.5% フェアウェイ率53.3% OB率1.0% バンカー率33.3%,難易度13位/18ホール中 平均スコア5.1 平均パット数2.12 パーオン率31.5% フェアウェイ率53.3% OB率1.0% バンカー率33.3%,難易度17位/18ホール中 平均スコア3.79 平均パット数2.17 パーオン率55.0% フェアウェイ率- OB率2.3% バンカー率35.0%,難易度17位/18ホール中 平均スコア3.79 平均パット数2.17 パーオン率55.0% フェアウェイ率- OB率2.3% バンカー率35.0%,難易度17位/18ホール中 平均スコア3.79 平均パット数2.17 パーオン率55.0% フェアウェイ率- OB率2.3% バンカー率35.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：363yd,Hdcp：3,PAR：5,Reg.：497yd,Hdcp：3,PAR：3,Reg.：176yd,Hdcp：15
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,,,
6,難易度8位/18ホール中 平均スコア5.3 平均パット数2.17 パーオン率27.8% フェアウェイ率59.0% OB率17.3% バンカー率19.3%,難易度8位/18ホール中 平均スコア5.3 平均パット数2.17 パーオン率27.8% フェアウェイ率59.0% OB率17.3% バンカー率19.3%,難易度8位/18ホール中 平均スコア5.3 平均パット数2.17 パーオン率27.8% フェアウェイ率59.0% OB率17.3% バンカー率19.3%,難易度6位/18ホール中 平均スコア6.29 平均パット数2.06 パーオン率30.0% フェアウェイ率57.3% OB率22.0% バンカー率22.8%,難易度6位/18ホール中 平均スコア6.29 平均パット数2.06 パーオン率30.0% フェアウェイ率57.3% OB率22.0% バンカー率22.8%,難易度6位/18ホール中 平均スコア6.29 平均パット数2.06 パーオン率30.0% フェアウェイ率57.3% OB率22.0% バンカー率22.8%,難易度15位/18ホール中 平均スコア3.99 平均パット数2.1 パーオン率31.3% フェアウェイ率- OB率15.0% バンカー率27.0%,難易度15位/18ホール中 平均スコア3.99 平均パット数2.1 パーオン率31.3% フェアウェイ率- OB率15.0% バンカー率27.0%,難易度15位/18ホール中 平均スコア3.99 平均パット数2.1 パーオン率31.3% フェアウェイ率- OB率15.0% バンカー率27.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：411yd,Hdcp：1,PAR：5,Reg.：563yd,Hdcp：5,PAR：4,Reg.：320yd,Hdcp：9
9,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,短いミドルホール,短いミドルホール,短いミドルホール
10,難易度2位/18ホール中 平均スコア5.54 平均パット数2.13 パーオン率17.8% フェアウェイ率48.3% OB率23.0% バンカー率14.0%,難易度2位/18ホール中 平均スコア5.54 平均パット数2.13 パーオン率17.8% フェアウェイ率48.3% OB率23.0% バンカー率14.0%,難易度2位/18ホール中 平均スコア5.54 平均パット数2.13 パーオン率17.8% フェアウェイ率48.3% OB率23.0% バンカー率14.0%,難易度1位/18ホール中 平均スコア6.67 平均パット数2.03 パーオン率19.0% フェアウェイ率63.3% OB率30.8% バンカー率31.5%,難易度1位/18ホール中 平均スコア6.67 平均パット数2.03 パーオン率19.0% フェアウェイ率63.3% OB率30.8% バンカー率31.5%,難易度1位/18ホール中 平均スコア6.67 平均パット数2.03 パーオン率19.0% フェアウェイ率63.3% OB率30.8% バンカー率31.5%,難易度11位/18ホール中 平均スコア5.3 平均パット数2.08 パーオン率31.0% フェアウェイ率44.5% OB率17.0% バンカー率33.8%,難易度11位/18ホール中 平均スコア5.3 平均パット数2.08 パーオン率31.0% フェアウェイ率44.5% OB率17.0% バンカー率33.8%,難易度11位/18ホール中 平均スコア5.3 平均パット数2.08 パーオン率31.0% フェアウェイ率44.5% OB率17.0% バンカー率33.8%
