,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：589yd,Hdcp：,PAR：3,Reg.：168yd,Hdcp：,PAR：4,Reg.：388yd,Hdcp：
1,やや左ドッグレッグのロングホール,やや左ドッグレッグのロングホール,やや左ドッグレッグのロングホール,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール,右手前ＯＢ左側狙い目である,右手前ＯＢ左側狙い目である,右手前ＯＢ左側狙い目である
2,難易度1位/9ホール中 平均スコア6.66 平均パット数1.95 パーオン率12.0% フェアウェイ率51.0% OB率21.8% バンカー率22.8%,難易度1位/9ホール中 平均スコア6.66 平均パット数1.95 パーオン率12.0% フェアウェイ率51.0% OB率21.8% バンカー率22.8%,難易度1位/9ホール中 平均スコア6.66 平均パット数1.95 パーオン率12.0% フェアウェイ率51.0% OB率21.8% バンカー率22.8%,難易度7位/9ホール中 平均スコア4.12 平均パット数2.02 パーオン率20.0% フェアウェイ率- OB率2.7% バンカー率23.5%,難易度7位/9ホール中 平均スコア4.12 平均パット数2.02 パーオン率20.0% フェアウェイ率- OB率2.7% バンカー率23.5%,難易度7位/9ホール中 平均スコア4.12 平均パット数2.02 パーオン率20.0% フェアウェイ率- OB率2.7% バンカー率23.5%,難易度3位/9ホール中 平均スコア5.34 平均パット数1.98 パーオン率18.5% フェアウェイ率58.8% OB率14.8% バンカー率11.0%,難易度3位/9ホール中 平均スコア5.34 平均パット数1.98 パーオン率18.5% フェアウェイ率58.8% OB率14.8% バンカー率11.0%,難易度3位/9ホール中 平均スコア5.34 平均パット数1.98 パーオン率18.5% フェアウェイ率58.8% OB率14.8% バンカー率11.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：326yd,Hdcp：,PAR：4,Reg.：376yd,Hdcp：,PAR：4,Reg.：420yd,Hdcp：
5,左ドッグレッグのミドル 奥がＬ（左）グリーン,左ドッグレッグのミドル 奥がＬ（左）グリーン,左ドッグレッグのミドル 奥がＬ（左）グリーン,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのミドル　手前がＬ（左）グリーン,左ドッグレッグのミドル　手前がＬ（左）グリーン,左ドッグレッグのミドル　手前がＬ（左）グリーン
6,難易度8位/9ホール中 平均スコア5.12 平均パット数1.9 パーオン率26.3% フェアウェイ率62.3% OB率36.8% バンカー率6.3%,難易度8位/9ホール中 平均スコア5.12 平均パット数1.9 パーオン率26.3% フェアウェイ率62.3% OB率36.8% バンカー率6.3%,難易度8位/9ホール中 平均スコア5.12 平均パット数1.9 パーオン率26.3% フェアウェイ率62.3% OB率36.8% バンカー率6.3%,難易度4位/9ホール中 平均スコア5.24 平均パット数2.04 パーオン率23.0% フェアウェイ率62.8% OB率9.5% バンカー率20.5%,難易度4位/9ホール中 平均スコア5.24 平均パット数2.04 パーオン率23.0% フェアウェイ率62.8% OB率9.5% バンカー率20.5%,難易度4位/9ホール中 平均スコア5.24 平均パット数2.04 パーオン率23.0% フェアウェイ率62.8% OB率9.5% バンカー率20.5%,難易度2位/9ホール中 平均スコア5.51 平均パット数1.96 パーオン率11.0% フェアウェイ率59.8% OB率22.0% バンカー率10.0%,難易度2位/9ホール中 平均スコア5.51 平均パット数1.96 パーオン率11.0% フェアウェイ率59.8% OB率22.0% バンカー率10.0%,難易度2位/9ホール中 平均スコア5.51 平均パット数1.96 パーオン率11.0% フェアウェイ率59.8% OB率22.0% バンカー率10.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：184yd,Hdcp：,PAR：5,Reg.：496yd,Hdcp：,PAR：4,Reg.：331yd,Hdcp：
9,打ち下ろし谷越えの名物ホール,打ち下ろし谷越えの名物ホール,打ち下ろし谷越えの名物ホール,ティーショット打ち下ろし、セカンド打ち上げホール,ティーショット打ち下ろし、セカンド打ち上げホール,ティーショット打ち下ろし、セカンド打ち上げホール,谷越え右ドッグレッグのミドルホール,谷越え右ドッグレッグのミドルホール,谷越え右ドッグレッグのミドルホール
10,難易度5位/9ホール中 平均スコア4.21 平均パット数2.01 パーオン率19.0% フェアウェイ率- OB率30.3% バンカー率5.3%,難易度5位/9ホール中 平均スコア4.21 平均パット数2.01 パーオン率19.0% フェアウェイ率- OB率30.3% バンカー率5.3%,難易度5位/9ホール中 平均スコア4.21 平均パット数2.01 パーオン率19.0% フェアウェイ率- OB率30.3% バンカー率5.3%,難易度9位/9ホール中 平均スコア6.02 平均パット数1.95 パーオン率32.3% フェアウェイ率62.3% OB率15.7% バンカー率13.7%,難易度9位/9ホール中 平均スコア6.02 平均パット数1.95 パーオン率32.3% フェアウェイ率62.3% OB率15.7% バンカー率13.7%,難易度9位/9ホール中 平均スコア6.02 平均パット数1.95 パーオン率32.3% フェアウェイ率62.3% OB率15.7% バンカー率13.7%,難易度6位/9ホール中 平均スコア5.21 平均パット数1.96 パーオン率26.3% フェアウェイ率49.3% OB率36.5% バンカー率9.5%,難易度6位/9ホール中 平均スコア5.21 平均パット数1.96 パーオン率26.3% フェアウェイ率49.3% OB率36.5% バンカー率9.5%,難易度6位/9ホール中 平均スコア5.21 平均パット数1.96 パーオン率26.3% フェアウェイ率49.3% OB率36.5% バンカー率9.5%
