,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：396yd,Hdcp：3,PAR：4,Reg.：357yd,Hdcp：9,PAR：4,Reg.：327yd,Hdcp：13
1,ティーショットはフェアウェイやや右サイドが狙い目,ティーショットはフェアウェイやや右サイドが狙い目,ティーショットはフェアウェイやや右サイドが狙い目,ティーショットは距離よりも方向重視で攻める,ティーショットは距離よりも方向重視で攻める,ティーショットは距離よりも方向重視で攻める,距離の短いミドルホール　右サイドのＯＢに注意,距離の短いミドルホール　右サイドのＯＢに注意,距離の短いミドルホール　右サイドのＯＢに注意
2,難易度1位/18ホール中 平均スコア5.74 平均パット数1.86 パーオン率5.0% フェアウェイ率54.3% OB率2.0% バンカー率34.0%,難易度1位/18ホール中 平均スコア5.74 平均パット数1.86 パーオン率5.0% フェアウェイ率54.3% OB率2.0% バンカー率34.0%,難易度1位/18ホール中 平均スコア5.74 平均パット数1.86 パーオン率5.0% フェアウェイ率54.3% OB率2.0% バンカー率34.0%,難易度7位/18ホール中 平均スコア5.56 平均パット数1.85 パーオン率8.8% フェアウェイ率53.5% OB率1.8% バンカー率35.5%,難易度7位/18ホール中 平均スコア5.56 平均パット数1.85 パーオン率8.8% フェアウェイ率53.5% OB率1.8% バンカー率35.5%,難易度7位/18ホール中 平均スコア5.56 平均パット数1.85 パーオン率8.8% フェアウェイ率53.5% OB率1.8% バンカー率35.5%,難易度12位/18ホール中 平均スコア5.44 平均パット数1.86 パーオン率13.5% フェアウェイ率54.8% OB率17.3% バンカー率30.8%,難易度12位/18ホール中 平均スコア5.44 平均パット数1.86 パーオン率13.5% フェアウェイ率54.8% OB率17.3% バンカー率30.8%,難易度12位/18ホール中 平均スコア5.44 平均パット数1.86 パーオン率13.5% フェアウェイ率54.8% OB率17.3% バンカー率30.8%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：487yd,Hdcp：1,PAR：4,Reg.：365yd,Hdcp：7,PAR：3,Reg.：168yd,Hdcp：15
5,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,やや距離のあるショートホール,やや距離のあるショートホール,やや距離のあるショートホール
6,難易度8位/18ホール中 平均スコア6.44 平均パット数1.88 パーオン率19.3% フェアウェイ率58.3% OB率3.3% バンカー率24.8%,難易度8位/18ホール中 平均スコア6.44 平均パット数1.88 パーオン率19.3% フェアウェイ率58.3% OB率3.3% バンカー率24.8%,難易度8位/18ホール中 平均スコア6.44 平均パット数1.88 パーオン率19.3% フェアウェイ率58.3% OB率3.3% バンカー率24.8%,難易度4位/18ホール中 平均スコア5.63 平均パット数1.82 パーオン率6.5% フェアウェイ率59.8% OB率4.0% バンカー率45.5%,難易度4位/18ホール中 平均スコア5.63 平均パット数1.82 パーオン率6.5% フェアウェイ率59.8% OB率4.0% バンカー率45.5%,難易度4位/18ホール中 平均スコア5.63 平均パット数1.82 パーオン率6.5% フェアウェイ率59.8% OB率4.0% バンカー率45.5%,難易度16位/18ホール中 平均スコア4.05 平均パット数1.8 パーオン率17.8% フェアウェイ率- OB率2.0% バンカー率26.8%,難易度16位/18ホール中 平均スコア4.05 平均パット数1.8 パーオン率17.8% フェアウェイ率- OB率2.0% バンカー率26.8%,難易度16位/18ホール中 平均スコア4.05 平均パット数1.8 パーオン率17.8% フェアウェイ率- OB率2.0% バンカー率26.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：517yd,Hdcp：5,PAR：3,Reg.：146yd,Hdcp：17,PAR：4,Reg.：363yd,Hdcp：11
9,距離のあるロングホール,距離のあるロングホール,距離のあるロングホール,グリーン手前に木　高いボールでピンを狙う,グリーン手前に木　高いボールでピンを狙う,グリーン手前に木　高いボールでピンを狙う,ティーショットは距離よりも方向重視で攻める,ティーショットは距離よりも方向重視で攻める,ティーショットは距離よりも方向重視で攻める
10,難易度10位/18ホール中 平均スコア6.45 平均パット数1.87 パーオン率18.5% フェアウェイ率57.8% OB率19.8% バンカー率39.0%,難易度10位/18ホール中 平均スコア6.45 平均パット数1.87 パーオン率18.5% フェアウェイ率57.8% OB率19.8% バンカー率39.0%,難易度10位/18ホール中 平均スコア6.45 平均パット数1.87 パーオン率18.5% フェアウェイ率57.8% OB率19.8% バンカー率39.0%,難易度17位/18ホール中 平均スコア4.04 平均パット数1.84 パーオン率18.0% フェアウェイ率- OB率2.5% バンカー率37.3%,難易度17位/18ホール中 平均スコア4.04 平均パット数1.84 パーオン率18.0% フェアウェイ率- OB率2.5% バンカー率37.3%,難易度17位/18ホール中 平均スコア4.04 平均パット数1.84 パーオン率18.0% フェアウェイ率- OB率2.5% バンカー率37.3%,難易度9位/18ホール中 平均スコア5.47 平均パット数1.85 パーオン率12.3% フェアウェイ率55.3% OB率3.0% バンカー率44.0%,難易度9位/18ホール中 平均スコア5.47 平均パット数1.85 パーオン率12.3% フェアウェイ率55.3% OB率3.0% バンカー率44.0%,難易度9位/18ホール中 平均スコア5.47 平均パット数1.85 パーオン率12.3% フェアウェイ率55.3% OB率3.0% バンカー率44.0%
