,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：450yd,Hdcp：10,PAR：4,Reg.：362yd,Hdcp：4,PAR：3,Reg.：189yd,Hdcp：16
1,短めのロングホール,短めのロングホール,短めのロングホール,一打で谷を越え二打で砲台グリーンを攻めるホール,一打で谷を越え二打で砲台グリーンを攻めるホール,一打で谷を越え二打で砲台グリーンを攻めるホール,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール
2,難易度10位/18ホール中 平均スコア6.31 平均パット数1.99 パーオン率32.3% フェアウェイ率42.3% OB率45.3% バンカー率31.3%,難易度10位/18ホール中 平均スコア6.31 平均パット数1.99 パーオン率32.3% フェアウェイ率42.3% OB率45.3% バンカー率31.3%,難易度10位/18ホール中 平均スコア6.31 平均パット数1.99 パーオン率32.3% フェアウェイ率42.3% OB率45.3% バンカー率31.3%,難易度7位/18ホール中 平均スコア5.5 平均パット数2.04 パーオン率18.3% フェアウェイ率46.3% OB率35.0% バンカー率27.3%,難易度7位/18ホール中 平均スコア5.5 平均パット数2.04 パーオン率18.3% フェアウェイ率46.3% OB率35.0% バンカー率27.3%,難易度7位/18ホール中 平均スコア5.5 平均パット数2.04 パーオン率18.3% フェアウェイ率46.3% OB率35.0% バンカー率27.3%,難易度16位/18ホール中 平均スコア4.14 平均パット数1.97 パーオン率20.0% フェアウェイ率- OB率17.7% バンカー率40.0%,難易度16位/18ホール中 平均スコア4.14 平均パット数1.97 パーオン率20.0% フェアウェイ率- OB率17.7% バンカー率40.0%,難易度16位/18ホール中 平均スコア4.14 平均パット数1.97 パーオン率20.0% フェアウェイ率- OB率17.7% バンカー率40.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：399yd,Hdcp：8,PAR：5,Reg.：495yd,Hdcp：2,PAR：4,Reg.：367yd,Hdcp：14
5,４０ｍ下のＦＷへ自分の飛距離で判断し狙いを決める,４０ｍ下のＦＷへ自分の飛距離で判断し狙いを決める,４０ｍ下のＦＷへ自分の飛距離で判断し狙いを決める,フェアウェイは狭くグリーンまでは上りになる,フェアウェイは狭くグリーンまでは上りになる,フェアウェイは狭くグリーンまでは上りになる,ティグランドからグリーンまで打ち降ろしとなる,ティグランドからグリーンまで打ち降ろしとなる,ティグランドからグリーンまで打ち降ろしとなる
6,難易度6位/18ホール中 平均スコア5.55 平均パット数2.02 パーオン率16.0% フェアウェイ率40.3% OB率36.3% バンカー率23.0%,難易度6位/18ホール中 平均スコア5.55 平均パット数2.02 パーオン率16.0% フェアウェイ率40.3% OB率36.3% バンカー率23.0%,難易度6位/18ホール中 平均スコア5.55 平均パット数2.02 パーオン率16.0% フェアウェイ率40.3% OB率36.3% バンカー率23.0%,難易度4位/18ホール中 平均スコア6.49 平均パット数2.05 パーオン率21.5% フェアウェイ率49.8% OB率17.5% バンカー率25.3%,難易度4位/18ホール中 平均スコア6.49 平均パット数2.05 パーオン率21.5% フェアウェイ率49.8% OB率17.5% バンカー率25.3%,難易度4位/18ホール中 平均スコア6.49 平均パット数2.05 パーオン率21.5% フェアウェイ率49.8% OB率17.5% バンカー率25.3%,難易度13位/18ホール中 平均スコア5.18 平均パット数2.04 パーオン率27.8% フェアウェイ率42.8% OB率20.3% バンカー率19.3%,難易度13位/18ホール中 平均スコア5.18 平均パット数2.04 パーオン率27.8% フェアウェイ率42.8% OB率20.3% バンカー率19.3%,難易度13位/18ホール中 平均スコア5.18 平均パット数2.04 パーオン率27.8% フェアウェイ率42.8% OB率20.3% バンカー率19.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：176yd,Hdcp：12,PAR：4,Reg.：365yd,Hdcp：6,PAR：4,Reg.：399yd,Hdcp：18
9,４つのショートホールの中で最も難易度の高いホール,４つのショートホールの中で最も難易度の高いホール,４つのショートホールの中で最も難易度の高いホール,ティショットはＦＷ右サイド狙い　距離がほしい,ティショットはＦＷ右サイド狙い　距離がほしい,ティショットはＦＷ右サイド狙い　距離がほしい,打ち降ろしでやや左ドッグレッグしたミドルホール,打ち降ろしでやや左ドッグレッグしたミドルホール,打ち降ろしでやや左ドッグレッグしたミドルホール
10,難易度15位/18ホール中 平均スコア4.21 平均パット数1.97 パーオン率16.8% フェアウェイ率- OB率8.0% バンカー率56.8%,難易度15位/18ホール中 平均スコア4.21 平均パット数1.97 パーオン率16.8% フェアウェイ率- OB率8.0% バンカー率56.8%,難易度15位/18ホール中 平均スコア4.21 平均パット数1.97 パーオン率16.8% フェアウェイ率- OB率8.0% バンカー率56.8%,難易度9位/18ホール中 平均スコア5.38 平均パット数1.99 パーオン率17.8% フェアウェイ率55.3% OB率11.0% バンカー率11.5%,難易度9位/18ホール中 平均スコア5.38 平均パット数1.99 パーオン率17.8% フェアウェイ率55.3% OB率11.0% バンカー率11.5%,難易度9位/18ホール中 平均スコア5.38 平均パット数1.99 パーオン率17.8% フェアウェイ率55.3% OB率11.0% バンカー率11.5%,難易度8位/18ホール中 平均スコア5.4 平均パット数2.11 パーオン率20.3% フェアウェイ率48.5% OB率18.5% バンカー率31.5%,難易度8位/18ホール中 平均スコア5.4 平均パット数2.11 パーオン率20.3% フェアウェイ率48.5% OB率18.5% バンカー率31.5%,難易度8位/18ホール中 平均スコア5.4 平均パット数2.11 パーオン率20.3% フェアウェイ率48.5% OB率18.5% バンカー率31.5%
