,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：401yd,Hdcp：6,PAR：3,Reg.：173yd,Hdcp：14,PAR：5,Reg.：526yd,Hdcp：8
1,フラットでまっすぐなミドルホール,フラットでまっすぐなミドルホール,フラットでまっすぐなミドルホール,右手前ガードバンカーが２ｍ位の深さ,右手前ガードバンカーが２ｍ位の深さ,右手前ガードバンカーが２ｍ位の深さ,一打目は右側のフェアウェイバンカーのやや左,一打目は右側のフェアウェイバンカーのやや左,一打目は右側のフェアウェイバンカーのやや左
2,難易度4位/18ホール中 平均スコア5.62 平均パット数2.07 パーオン率10.8% フェアウェイ率37.3% OB率7.8% バンカー率36.0%,難易度4位/18ホール中 平均スコア5.62 平均パット数2.07 パーオン率10.8% フェアウェイ率37.3% OB率7.8% バンカー率36.0%,難易度4位/18ホール中 平均スコア5.62 平均パット数2.07 パーオン率10.8% フェアウェイ率37.3% OB率7.8% バンカー率36.0%,難易度17位/18ホール中 平均スコア3.91 平均パット数2.08 パーオン率38.8% フェアウェイ率- OB率4.8% バンカー率42.8%,難易度17位/18ホール中 平均スコア3.91 平均パット数2.08 パーオン率38.8% フェアウェイ率- OB率4.8% バンカー率42.8%,難易度17位/18ホール中 平均スコア3.91 平均パット数2.08 パーオン率38.8% フェアウェイ率- OB率4.8% バンカー率42.8%,難易度2位/18ホール中 平均スコア6.66 平均パット数2.19 パーオン率21.3% フェアウェイ率38.0% OB率26.8% バンカー率30.5%,難易度2位/18ホール中 平均スコア6.66 平均パット数2.19 パーオン率21.3% フェアウェイ率38.0% OB率26.8% バンカー率30.5%,難易度2位/18ホール中 平均スコア6.66 平均パット数2.19 パーオン率21.3% フェアウェイ率38.0% OB率26.8% バンカー率30.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：368yd,Hdcp：12,PAR：4,Reg.：366yd,Hdcp：18,PAR：4,Reg.：414yd,Hdcp：2
5,一打目は長さ１０２Ｙのレイクバンカーを避け左狙い,一打目は長さ１０２Ｙのレイクバンカーを避け左狙い,一打目は長さ１０２Ｙのレイクバンカーを避け左狙い,フェアウェイバンカーの中に佐渡ヶ島が浮いている,フェアウェイバンカーの中に佐渡ヶ島が浮いている,フェアウェイバンカーの中に佐渡ヶ島が浮いている,３つの天の川バンカーが横たわっている,３つの天の川バンカーが横たわっている,３つの天の川バンカーが横たわっている
6,難易度10位/18ホール中 平均スコア5.4 平均パット数2.03 パーオン率22.5% フェアウェイ率45.0% OB率18.3% バンカー率47.3%,難易度10位/18ホール中 平均スコア5.4 平均パット数2.03 パーオン率22.5% フェアウェイ率45.0% OB率18.3% バンカー率47.3%,難易度10位/18ホール中 平均スコア5.4 平均パット数2.03 パーオン率22.5% フェアウェイ率45.0% OB率18.3% バンカー率47.3%,難易度13位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率28.3% フェアウェイ率40.5% OB率20.8% バンカー率42.8%,難易度13位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率28.3% フェアウェイ率40.5% OB率20.8% バンカー率42.8%,難易度13位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率28.3% フェアウェイ率40.5% OB率20.8% バンカー率42.8%,難易度7位/18ホール中 平均スコア5.52 平均パット数2.1 パーオン率17.0% フェアウェイ率42.5% OB率9.8% バンカー率51.8%,難易度7位/18ホール中 平均スコア5.52 平均パット数2.1 パーオン率17.0% フェアウェイ率42.5% OB率9.8% バンカー率51.8%,難易度7位/18ホール中 平均スコア5.52 平均パット数2.1 パーオン率17.0% フェアウェイ率42.5% OB率9.8% バンカー率51.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：511yd,Hdcp：16,PAR：3,Reg.：145yd,Hdcp：10,PAR：4,Reg.：401yd,Hdcp：4
9,比較的距離の短いロングホール,比較的距離の短いロングホール,比較的距離の短いロングホール,ティーグランドからグリーン前迄池に満ちたショート,ティーグランドからグリーン前迄池に満ちたショート,ティーグランドからグリーン前迄池に満ちたショート,距離があり池も気になるフィニッシングホール,距離があり池も気になるフィニッシングホール,距離があり池も気になるフィニッシングホール
10,難易度3位/18ホール中 平均スコア6.59 平均パット数2.11 パーオン率26.5% フェアウェイ率37.3% OB率38.3% バンカー率42.8%,難易度3位/18ホール中 平均スコア6.59 平均パット数2.11 パーオン率26.5% フェアウェイ率37.3% OB率38.3% バンカー率42.8%,難易度3位/18ホール中 平均スコア6.59 平均パット数2.11 パーオン率26.5% フェアウェイ率37.3% OB率38.3% バンカー率42.8%,難易度16位/18ホール中 平均スコア3.93 平均パット数2.04 パーオン率41.5% フェアウェイ率- OB率8.3% バンカー率15.7%,難易度16位/18ホール中 平均スコア3.93 平均パット数2.04 パーオン率41.5% フェアウェイ率- OB率8.3% バンカー率15.7%,難易度16位/18ホール中 平均スコア3.93 平均パット数2.04 パーオン率41.5% フェアウェイ率- OB率8.3% バンカー率15.7%,難易度5位/18ホール中 平均スコア5.58 平均パット数2 パーオン率13.5% フェアウェイ率44.5% OB率17.0% バンカー率29.5%,難易度5位/18ホール中 平均スコア5.58 平均パット数2 パーオン率13.5% フェアウェイ率44.5% OB率17.0% バンカー率29.5%,難易度5位/18ホール中 平均スコア5.58 平均パット数2 パーオン率13.5% フェアウェイ率44.5% OB率17.0% バンカー率29.5%
