,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：344yd,Hdcp：,PAR：5,Reg.：515yd,Hdcp：,PAR：4,Reg.：352yd,Hdcp：
1,2打目より打ち上げになる右ドッグレッグのミドル,2打目より打ち上げになる右ドッグレッグのミドル,2打目より打ち上げになる右ドッグレッグのミドル,第1打は打ち下ろし、2打目は左サイドが窪地,第1打は打ち下ろし、2打目は左サイドが窪地,第1打は打ち下ろし、2打目は左サイドが窪地,やや左ドッグレッグのミドルホール,やや左ドッグレッグのミドルホール,やや左ドッグレッグのミドルホール
2,難易度4位/9ホール中 平均スコア5.51 平均パット数2.02 パーオン率15.0% フェアウェイ率52.0% OB率24.5% バンカー率15.0%,難易度4位/9ホール中 平均スコア5.51 平均パット数2.02 パーオン率15.0% フェアウェイ率52.0% OB率24.5% バンカー率15.0%,難易度4位/9ホール中 平均スコア5.51 平均パット数2.02 パーオン率15.0% フェアウェイ率52.0% OB率24.5% バンカー率15.0%,難易度2位/9ホール中 平均スコア6.63 平均パット数2.02 パーオン率19.8% フェアウェイ率44.8% OB率33.5% バンカー率8.8%,難易度2位/9ホール中 平均スコア6.63 平均パット数2.02 パーオン率19.8% フェアウェイ率44.8% OB率33.5% バンカー率8.8%,難易度2位/9ホール中 平均スコア6.63 平均パット数2.02 パーオン率19.8% フェアウェイ率44.8% OB率33.5% バンカー率8.8%,難易度5位/9ホール中 平均スコア5.48 平均パット数2.05 パーオン率15.3% フェアウェイ率56.0% OB率19.5% バンカー率16.0%,難易度5位/9ホール中 平均スコア5.48 平均パット数2.05 パーオン率15.3% フェアウェイ率56.0% OB率19.5% バンカー率16.0%,難易度5位/9ホール中 平均スコア5.48 平均パット数2.05 パーオン率15.3% フェアウェイ率56.0% OB率19.5% バンカー率16.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：146yd,Hdcp：,PAR：5,Reg.：515yd,Hdcp：,PAR：4,Reg.：349yd,Hdcp：
5,グリーン手前花道からのランはあまりない,グリーン手前花道からのランはあまりない,グリーン手前花道からのランはあまりない,第1打は左バンカー狙い目で雄大な岩手山に向かって,第1打は左バンカー狙い目で雄大な岩手山に向かって,第1打は左バンカー狙い目で雄大な岩手山に向かって,ティショットはセンターまたはやや左サイドが良い,ティショットはセンターまたはやや左サイドが良い,ティショットはセンターまたはやや左サイドが良い
6,難易度9位/9ホール中 平均スコア3.99 平均パット数1.99 パーオン率25.8% フェアウェイ率- OB率7.8% バンカー率19.3%,難易度9位/9ホール中 平均スコア3.99 平均パット数1.99 パーオン率25.8% フェアウェイ率- OB率7.8% バンカー率19.3%,難易度9位/9ホール中 平均スコア3.99 平均パット数1.99 パーオン率25.8% フェアウェイ率- OB率7.8% バンカー率19.3%,難易度6位/9ホール中 平均スコア6.38 平均パット数2.03 パーオン率26.0% フェアウェイ率43.0% OB率27.5% バンカー率24.5%,難易度6位/9ホール中 平均スコア6.38 平均パット数2.03 パーオン率26.0% フェアウェイ率43.0% OB率27.5% バンカー率24.5%,難易度6位/9ホール中 平均スコア6.38 平均パット数2.03 パーオン率26.0% フェアウェイ率43.0% OB率27.5% バンカー率24.5%,難易度3位/9ホール中 平均スコア5.52 平均パット数1.96 パーオン率13.3% フェアウェイ率42.5% OB率5.3% バンカー率28.0%,難易度3位/9ホール中 平均スコア5.52 平均パット数1.96 パーオン率13.3% フェアウェイ率42.5% OB率5.3% バンカー率28.0%,難易度3位/9ホール中 平均スコア5.52 平均パット数1.96 パーオン率13.3% フェアウェイ率42.5% OB率5.3% バンカー率28.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：405yd,Hdcp：,PAR：3,Reg.：175yd,Hdcp：,PAR：4,Reg.：368yd,Hdcp：
9,第1打の狙いは左サイドバンカーの真上越え,第1打の狙いは左サイドバンカーの真上越え,第1打の狙いは左サイドバンカーの真上越え,池越えのショートホール,池越えのショートホール,池越えのショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
10,難易度1位/9ホール中 平均スコア5.66 平均パット数2 パーオン率12.0% フェアウェイ率50.0% OB率33.3% バンカー率27.0%,難易度1位/9ホール中 平均スコア5.66 平均パット数2 パーオン率12.0% フェアウェイ率50.0% OB率33.3% バンカー率27.0%,難易度1位/9ホール中 平均スコア5.66 平均パット数2 パーオン率12.0% フェアウェイ率50.0% OB率33.3% バンカー率27.0%,難易度8位/9ホール中 平均スコア4.13 平均パット数2.01 パーオン率23.5% フェアウェイ率- OB率11.0% バンカー率14.0%,難易度8位/9ホール中 平均スコア4.13 平均パット数2.01 パーオン率23.5% フェアウェイ率- OB率11.0% バンカー率14.0%,難易度8位/9ホール中 平均スコア4.13 平均パット数2.01 パーオン率23.5% フェアウェイ率- OB率11.0% バンカー率14.0%,難易度7位/9ホール中 平均スコア5.41 平均パット数2 パーオン率16.0% フェアウェイ率49.0% OB率17.5% バンカー率24.0%,難易度7位/9ホール中 平均スコア5.41 平均パット数2 パーオン率16.0% フェアウェイ率49.0% OB率17.5% バンカー率24.0%,難易度7位/9ホール中 平均スコア5.41 平均パット数2 パーオン率16.0% フェアウェイ率49.0% OB率17.5% バンカー率24.0%
