,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：392yd,Hdcp：10,PAR：3,Reg.：203yd,Hdcp：4,PAR：5,Reg.：464yd,Hdcp：16
1,距離のあるミドルホール,距離のあるミドルホール,距離のあるミドルホール,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール,フラットなやや右ドッグレッグのロングホール,フラットなやや右ドッグレッグのロングホール,フラットなやや右ドッグレッグのロングホール
2,難易度3位/18ホール中 平均スコア5.55 平均パット数2.08 パーオン率15.8% フェアウェイ率43.0% OB率18.8% バンカー率39.5%,難易度3位/18ホール中 平均スコア5.55 平均パット数2.08 パーオン率15.8% フェアウェイ率43.0% OB率18.8% バンカー率39.5%,難易度3位/18ホール中 平均スコア5.55 平均パット数2.08 パーオン率15.8% フェアウェイ率43.0% OB率18.8% バンカー率39.5%,難易度11位/18ホール中 平均スコア4.25 平均パット数2.08 パーオン率14.8% フェアウェイ率- OB率6.0% バンカー率22.5%,難易度11位/18ホール中 平均スコア4.25 平均パット数2.08 パーオン率14.8% フェアウェイ率- OB率6.0% バンカー率22.5%,難易度11位/18ホール中 平均スコア4.25 平均パット数2.08 パーオン率14.8% フェアウェイ率- OB率6.0% バンカー率22.5%,難易度10位/18ホール中 平均スコア6.16 平均パット数2.07 パーオン率37.0% フェアウェイ率46.5% OB率27.5% バンカー率25.3%,難易度10位/18ホール中 平均スコア6.16 平均パット数2.07 パーオン率37.0% フェアウェイ率46.5% OB率27.5% バンカー率25.3%,難易度10位/18ホール中 平均スコア6.16 平均パット数2.07 パーオン率37.0% フェアウェイ率46.5% OB率27.5% バンカー率25.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：361yd,Hdcp：8,PAR：4,Reg.：312yd,Hdcp：14,PAR：5,Reg.：499yd,Hdcp：2
5,セカンド地点ブラインドあり　打ち込みに注意,セカンド地点ブラインドあり　打ち込みに注意,セカンド地点ブラインドあり　打ち込みに注意,やや打ち上げの右ドッグレッグのミドルホール,やや打ち上げの右ドッグレッグのミドルホール,やや打ち上げの右ドッグレッグのミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール
6,難易度8位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率19.8% フェアウェイ率44.0% OB率3.8% バンカー率29.5%,難易度8位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率19.8% フェアウェイ率44.0% OB率3.8% バンカー率29.5%,難易度8位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率19.8% フェアウェイ率44.0% OB率3.8% バンカー率29.5%,難易度14位/18ホール中 平均スコア5.03 平均パット数2.02 パーオン率34.8% フェアウェイ率49.8% OB率6.0% バンカー率33.8%,難易度14位/18ホール中 平均スコア5.03 平均パット数2.02 パーオン率34.8% フェアウェイ率49.8% OB率6.0% バンカー率33.8%,難易度14位/18ホール中 平均スコア5.03 平均パット数2.02 パーオン率34.8% フェアウェイ率49.8% OB率6.0% バンカー率33.8%,難易度4位/18ホール中 平均スコア6.52 平均パット数2.07 パーオン率23.5% フェアウェイ率48.5% OB率17.8% バンカー率17.3%,難易度4位/18ホール中 平均スコア6.52 平均パット数2.07 パーオン率23.5% フェアウェイ率48.5% OB率17.8% バンカー率17.3%,難易度4位/18ホール中 平均スコア6.52 平均パット数2.07 パーオン率23.5% フェアウェイ率48.5% OB率17.8% バンカー率17.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：375yd,Hdcp：12,PAR：3,Reg.：148yd,Hdcp：18,PAR：4,Reg.：371yd,Hdcp：6
9,池越えのやや打ち上げのミドルホール,池越えのやや打ち上げのミドルホール,池越えのやや打ち上げのミドルホール,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,セカンド地点ブラインドあり　打ち込みに注意,セカンド地点ブラインドあり　打ち込みに注意,セカンド地点ブラインドあり　打ち込みに注意
10,難易度12位/18ホール中 平均スコア5.17 平均パット数1.98 パーオン率24.5% フェアウェイ率47.5% OB率6.3% バンカー率21.5%,難易度12位/18ホール中 平均スコア5.17 平均パット数1.98 パーオン率24.5% フェアウェイ率47.5% OB率6.3% バンカー率21.5%,難易度12位/18ホール中 平均スコア5.17 平均パット数1.98 パーオン率24.5% フェアウェイ率47.5% OB率6.3% バンカー率21.5%,難易度18位/18ホール中 平均スコア3.8 平均パット数1.96 パーオン率34.8% フェアウェイ率- OB率1.0% バンカー率27.3%,難易度18位/18ホール中 平均スコア3.8 平均パット数1.96 パーオン率34.8% フェアウェイ率- OB率1.0% バンカー率27.3%,難易度18位/18ホール中 平均スコア3.8 平均パット数1.96 パーオン率34.8% フェアウェイ率- OB率1.0% バンカー率27.3%,難易度2位/18ホール中 平均スコア5.59 平均パット数2.03 パーオン率16.8% フェアウェイ率50.3% OB率14.5% バンカー率10.3%,難易度2位/18ホール中 平均スコア5.59 平均パット数2.03 パーオン率16.8% フェアウェイ率50.3% OB率14.5% バンカー率10.3%,難易度2位/18ホール中 平均スコア5.59 平均パット数2.03 パーオン率16.8% フェアウェイ率50.3% OB率14.5% バンカー率10.3%
