,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：379yd,Hdcp：4,PAR：3,Reg.：152yd,Hdcp：16,PAR：4,Reg.：330yd,Hdcp：18
1,打ち上げの難しいミドルホール,打ち上げの難しいミドルホール,打ち上げの難しいミドルホール,池超えのショートホール,池超えのショートホール,池超えのショートホール,瀬戸内海が眺望できる打ち下ろしのミドルホール,瀬戸内海が眺望できる打ち下ろしのミドルホール,瀬戸内海が眺望できる打ち下ろしのミドルホール
2,難易度1位/18ホール中 平均スコア5.72 平均パット数2.15 パーオン率10.3% フェアウェイ率50.8% OB率14.5% バンカー率27.3%,難易度1位/18ホール中 平均スコア5.72 平均パット数2.15 パーオン率10.3% フェアウェイ率50.8% OB率14.5% バンカー率27.3%,難易度1位/18ホール中 平均スコア5.72 平均パット数2.15 パーオン率10.3% フェアウェイ率50.8% OB率14.5% バンカー率27.3%,難易度16位/18ホール中 平均スコア4.01 平均パット数2.15 パーオン率39.3% フェアウェイ率- OB率16.0% バンカー率15.8%,難易度16位/18ホール中 平均スコア4.01 平均パット数2.15 パーオン率39.3% フェアウェイ率- OB率16.0% バンカー率15.8%,難易度16位/18ホール中 平均スコア4.01 平均パット数2.15 パーオン率39.3% フェアウェイ率- OB率16.0% バンカー率15.8%,難易度11位/18ホール中 平均スコア5.12 平均パット数2.07 パーオン率40.3% フェアウェイ率44.5% OB率24.0% バンカー率7.0%,難易度11位/18ホール中 平均スコア5.12 平均パット数2.07 パーオン率40.3% フェアウェイ率44.5% OB率24.0% バンカー率7.0%,難易度11位/18ホール中 平均スコア5.12 平均パット数2.07 パーオン率40.3% フェアウェイ率44.5% OB率24.0% バンカー率7.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：328yd,Hdcp：2,PAR：5,Reg.：486yd,Hdcp：14,PAR：4,Reg.：301yd,Hdcp：12
5,やや上りでティショットも２打目も思い切って打てる,やや上りでティショットも２打目も思い切って打てる,やや上りでティショットも２打目も思い切って打てる,ティー前に見える丘を越えると１５番ホールと共通,ティー前に見える丘を越えると１５番ホールと共通,ティー前に見える丘を越えると１５番ホールと共通,距離が短いミドルホール　第２打は急な打ち上げ,距離が短いミドルホール　第２打は急な打ち上げ,距離が短いミドルホール　第２打は急な打ち上げ
6,難易度4位/18ホール中 平均スコア5.41 平均パット数2.18 パーオン率21.0% フェアウェイ率46.8% OB率12.0% バンカー率29.0%,難易度4位/18ホール中 平均スコア5.41 平均パット数2.18 パーオン率21.0% フェアウェイ率46.8% OB率12.0% バンカー率29.0%,難易度4位/18ホール中 平均スコア5.41 平均パット数2.18 パーオン率21.0% フェアウェイ率46.8% OB率12.0% バンカー率29.0%,難易度13位/18ホール中 平均スコア6.04 平均パット数2.03 パーオン率41.3% フェアウェイ率51.8% OB率24.5% バンカー率27.0%,難易度13位/18ホール中 平均スコア6.04 平均パット数2.03 パーオン率41.3% フェアウェイ率51.8% OB率24.5% バンカー率27.0%,難易度13位/18ホール中 平均スコア6.04 平均パット数2.03 パーオン率41.3% フェアウェイ率51.8% OB率24.5% バンカー率27.0%,難易度12位/18ホール中 平均スコア5.1 平均パット数2.06 パーオン率33.0% フェアウェイ率47.3% OB率16.5% バンカー率14.0%,難易度12位/18ホール中 平均スコア5.1 平均パット数2.06 パーオン率33.0% フェアウェイ率47.3% OB率16.5% バンカー率14.0%,難易度12位/18ホール中 平均スコア5.1 平均パット数2.06 パーオン率33.0% フェアウェイ率47.3% OB率16.5% バンカー率14.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：174yd,Hdcp：8,PAR：5,Reg.：527yd,Hdcp：10,PAR：4,Reg.：374yd,Hdcp：6
9,ほとんど平なショートホール　右は谷でＯＢ,ほとんど平なショートホール　右は谷でＯＢ,ほとんど平なショートホール　右は谷でＯＢ,打ち下ろしのロングホール,打ち下ろしのロングホール,打ち下ろしのロングホール,ティーショットが谷超えのホール,ティーショットが谷超えのホール,ティーショットが谷超えのホール
10,難易度17位/18ホール中 平均スコア3.99 平均パット数2.04 パーオン率34.3% フェアウェイ率- OB率23.0% バンカー率41.8%,難易度17位/18ホール中 平均スコア3.99 平均パット数2.04 パーオン率34.3% フェアウェイ率- OB率23.0% バンカー率41.8%,難易度17位/18ホール中 平均スコア3.99 平均パット数2.04 パーオン率34.3% フェアウェイ率- OB率23.0% バンカー率41.8%,難易度7位/18ホール中 平均スコア6.23 平均パット数1.98 パーオン率34.3% フェアウェイ率43.0% OB率41.5% バンカー率26.0%,難易度7位/18ホール中 平均スコア6.23 平均パット数1.98 パーオン率34.3% フェアウェイ率43.0% OB率41.5% バンカー率26.0%,難易度7位/18ホール中 平均スコア6.23 平均パット数1.98 パーオン率34.3% フェアウェイ率43.0% OB率41.5% バンカー率26.0%,難易度8位/18ホール中 平均スコア5.26 平均パット数2.01 パーオン率25.8% フェアウェイ率54.5% OB率37.3% バンカー率21.5%,難易度8位/18ホール中 平均スコア5.26 平均パット数2.01 パーオン率25.8% フェアウェイ率54.5% OB率37.3% バンカー率21.5%,難易度8位/18ホール中 平均スコア5.26 平均パット数2.01 パーオン率25.8% フェアウェイ率54.5% OB率37.3% バンカー率21.5%
