,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：343yd,Hdcp：5,PAR：4,Reg.：435yd,Hdcp：3,PAR：5,Reg.：464yd,Hdcp：11
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,池越えのロングホール,池越えのロングホール,池越えのロングホール
2,難易度5位/18ホール中 平均スコア5.41 平均パット数1.99 パーオン率19.8% フェアウェイ率42.3% OB率24.8% バンカー率25.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数1.99 パーオン率19.8% フェアウェイ率42.3% OB率24.8% バンカー率25.0%,難易度5位/18ホール中 平均スコア5.41 平均パット数1.99 パーオン率19.8% フェアウェイ率42.3% OB率24.8% バンカー率25.0%,難易度10位/18ホール中 平均スコア5.35 平均パット数1.97 パーオン率19.3% フェアウェイ率50.0% OB率35.0% バンカー率6.0%,難易度10位/18ホール中 平均スコア5.35 平均パット数1.97 パーオン率19.3% フェアウェイ率50.0% OB率35.0% バンカー率6.0%,難易度10位/18ホール中 平均スコア5.35 平均パット数1.97 パーオン率19.3% フェアウェイ率50.0% OB率35.0% バンカー率6.0%,難易度2位/18ホール中 平均スコア6.51 平均パット数1.97 パーオン率25.0% フェアウェイ率55.8% OB率32.0% バンカー率20.3%,難易度2位/18ホール中 平均スコア6.51 平均パット数1.97 パーオン率25.0% フェアウェイ率55.8% OB率32.0% バンカー率20.3%,難易度2位/18ホール中 平均スコア6.51 平均パット数1.97 パーオン率25.0% フェアウェイ率55.8% OB率32.0% バンカー率20.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：161yd,Hdcp：9,PAR：5,Reg.：428yd,Hdcp：7,PAR：4,Reg.：396yd,Hdcp：1
5,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール
6,難易度15位/18ホール中 平均スコア4.05 平均パット数2 パーオン率27.0% フェアウェイ率- OB率12.3% バンカー率42.8%,難易度15位/18ホール中 平均スコア4.05 平均パット数2 パーオン率27.0% フェアウェイ率- OB率12.3% バンカー率42.8%,難易度15位/18ホール中 平均スコア4.05 平均パット数2 パーオン率27.0% フェアウェイ率- OB率12.3% バンカー率42.8%,難易度4位/18ホール中 平均スコア6.41 平均パット数2.02 パーオン率30.0% フェアウェイ率45.5% OB率39.8% バンカー率34.5%,難易度4位/18ホール中 平均スコア6.41 平均パット数2.02 パーオン率30.0% フェアウェイ率45.5% OB率39.8% バンカー率34.5%,難易度4位/18ホール中 平均スコア6.41 平均パット数2.02 パーオン率30.0% フェアウェイ率45.5% OB率39.8% バンカー率34.5%,難易度8位/18ホール中 平均スコア5.4 平均パット数2 パーオン率15.8% フェアウェイ率42.0% OB率24.3% バンカー率24.8%,難易度8位/18ホール中 平均スコア5.4 平均パット数2 パーオン率15.8% フェアウェイ率42.0% OB率24.3% バンカー率24.8%,難易度8位/18ホール中 平均スコア5.4 平均パット数2 パーオン率15.8% フェアウェイ率42.0% OB率24.3% バンカー率24.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：136yd,Hdcp：17,PAR：4,Reg.：306yd,Hdcp：15,PAR：4,Reg.：350yd,Hdcp：13
9,短いショートホール　手前がＬ（左）グリーン,短いショートホール　手前がＬ（左）グリーン,短いショートホール　手前がＬ（左）グリーン,短いミドルホール,短いミドルホール,短いミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
10,難易度17位/18ホール中 平均スコア3.91 平均パット数1.99 パーオン率34.5% フェアウェイ率- OB率17.8% バンカー率19.3%,難易度17位/18ホール中 平均スコア3.91 平均パット数1.99 パーオン率34.5% フェアウェイ率- OB率17.8% バンカー率19.3%,難易度17位/18ホール中 平均スコア3.91 平均パット数1.99 パーオン率34.5% フェアウェイ率- OB率17.8% バンカー率19.3%,難易度13位/18ホール中 平均スコア5.14 平均パット数2.04 パーオン率32.8% フェアウェイ率54.3% OB率17.8% バンカー率26.0%,難易度13位/18ホール中 平均スコア5.14 平均パット数2.04 パーオン率32.8% フェアウェイ率54.3% OB率17.8% バンカー率26.0%,難易度13位/18ホール中 平均スコア5.14 平均パット数2.04 パーオン率32.8% フェアウェイ率54.3% OB率17.8% バンカー率26.0%,難易度12位/18ホール中 平均スコア5.3 平均パット数1.97 パーオン率20.3% フェアウェイ率47.5% OB率29.0% バンカー率24.5%,難易度12位/18ホール中 平均スコア5.3 平均パット数1.97 パーオン率20.3% フェアウェイ率47.5% OB率29.0% バンカー率24.5%,難易度12位/18ホール中 平均スコア5.3 平均パット数1.97 パーオン率20.3% フェアウェイ率47.5% OB率29.0% バンカー率24.5%
