,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：335yd,Hdcp：10,PAR：3,Reg.：149yd,Hdcp：16,PAR：5,Reg.：471yd,Hdcp：4
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,短いショートホール,短いショートホール,短いショートホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
2,難易度6位/18ホール中 平均スコア5.55 平均パット数2.03 パーオン率14.0% フェアウェイ率50.5% OB率11.3% バンカー率22.8%,難易度6位/18ホール中 平均スコア5.55 平均パット数2.03 パーオン率14.0% フェアウェイ率50.5% OB率11.3% バンカー率22.8%,難易度6位/18ホール中 平均スコア5.55 平均パット数2.03 パーオン率14.0% フェアウェイ率50.5% OB率11.3% バンカー率22.8%,難易度18位/18ホール中 平均スコア3.92 平均パット数1.84 パーオン率21.8% フェアウェイ率- OB率6.5% バンカー率23.3%,難易度18位/18ホール中 平均スコア3.92 平均パット数1.84 パーオン率21.8% フェアウェイ率- OB率6.5% バンカー率23.3%,難易度18位/18ホール中 平均スコア3.92 平均パット数1.84 パーオン率21.8% フェアウェイ率- OB率6.5% バンカー率23.3%,難易度13位/18ホール中 平均スコア6.21 平均パット数1.87 パーオン率27.8% フェアウェイ率46.3% OB率32.8% バンカー率15.8%,難易度13位/18ホール中 平均スコア6.21 平均パット数1.87 パーオン率27.8% フェアウェイ率46.3% OB率32.8% バンカー率15.8%,難易度13位/18ホール中 平均スコア6.21 平均パット数1.87 パーオン率27.8% フェアウェイ率46.3% OB率32.8% バンカー率15.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：422yd,Hdcp：2,PAR：5,Reg.：531yd,Hdcp：8,PAR：4,Reg.：365yd,Hdcp：14
5,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度3位/18ホール中 平均スコア5.64 平均パット数1.97 パーオン率7.8% フェアウェイ率44.0% OB率11.5% バンカー率19.5%,難易度3位/18ホール中 平均スコア5.64 平均パット数1.97 パーオン率7.8% フェアウェイ率44.0% OB率11.5% バンカー率19.5%,難易度3位/18ホール中 平均スコア5.64 平均パット数1.97 パーオン率7.8% フェアウェイ率44.0% OB率11.5% バンカー率19.5%,難易度9位/18ホール中 平均スコア6.35 平均パット数1.95 パーオン率22.8% フェアウェイ率55.8% OB率12.0% バンカー率9.3%,難易度9位/18ホール中 平均スコア6.35 平均パット数1.95 パーオン率22.8% フェアウェイ率55.8% OB率12.0% バンカー率9.3%,難易度9位/18ホール中 平均スコア6.35 平均パット数1.95 パーオン率22.8% フェアウェイ率55.8% OB率12.0% バンカー率9.3%,難易度7位/18ホール中 平均スコア5.55 平均パット数1.98 パーオン率13.0% フェアウェイ率57.0% OB率14.0% バンカー率23.0%,難易度7位/18ホール中 平均スコア5.55 平均パット数1.98 パーオン率13.0% フェアウェイ率57.0% OB率14.0% バンカー率23.0%,難易度7位/18ホール中 平均スコア5.55 平均パット数1.98 パーオン率13.0% フェアウェイ率57.0% OB率14.0% バンカー率23.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：173yd,Hdcp：18,PAR：4,Reg.：364yd,Hdcp：6,PAR：4,Reg.：417yd,Hdcp：12
9,長いショートホール,長いショートホール,長いショートホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
10,難易度17位/18ホール中 平均スコア3.95 平均パット数1.87 パーオン率20.5% フェアウェイ率- OB率5.0% バンカー率19.5%,難易度17位/18ホール中 平均スコア3.95 平均パット数1.87 パーオン率20.5% フェアウェイ率- OB率5.0% バンカー率19.5%,難易度17位/18ホール中 平均スコア3.95 平均パット数1.87 パーオン率20.5% フェアウェイ率- OB率5.0% バンカー率19.5%,難易度15位/18ホール中 平均スコア5.12 平均パット数1.95 パーオン率25.3% フェアウェイ率59.8% OB率5.0% バンカー率17.0%,難易度15位/18ホール中 平均スコア5.12 平均パット数1.95 パーオン率25.3% フェアウェイ率59.8% OB率5.0% バンカー率17.0%,難易度15位/18ホール中 平均スコア5.12 平均パット数1.95 パーオン率25.3% フェアウェイ率59.8% OB率5.0% バンカー率17.0%,難易度4位/18ホール中 平均スコア5.58 平均パット数1.95 パーオン率6.8% フェアウェイ率55.8% OB率21.0% バンカー率19.3%,難易度4位/18ホール中 平均スコア5.58 平均パット数1.95 パーオン率6.8% フェアウェイ率55.8% OB率21.0% バンカー率19.3%,難易度4位/18ホール中 平均スコア5.58 平均パット数1.95 パーオン率6.8% フェアウェイ率55.8% OB率21.0% バンカー率19.3%
