,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：436yd,Hdcp：7,PAR：3,Reg.：150yd,Hdcp：13,PAR：4,Reg.：304yd,Hdcp：17
1,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,長いショートホール,長いショートホール,長いショートホール,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン
2,難易度11位/18ホール中 平均スコア6.25 平均パット数2.03 パーオン率26.8% フェアウェイ率60.3% OB率13.5% バンカー率33.5%,難易度11位/18ホール中 平均スコア6.25 平均パット数2.03 パーオン率26.8% フェアウェイ率60.3% OB率13.5% バンカー率33.5%,難易度11位/18ホール中 平均スコア6.25 平均パット数2.03 パーオン率26.8% フェアウェイ率60.3% OB率13.5% バンカー率33.5%,難易度14位/18ホール中 平均スコア4.09 平均パット数1.91 パーオン率16.5% フェアウェイ率- OB率2.3% バンカー率25.8%,難易度14位/18ホール中 平均スコア4.09 平均パット数1.91 パーオン率16.5% フェアウェイ率- OB率2.3% バンカー率25.8%,難易度14位/18ホール中 平均スコア4.09 平均パット数1.91 パーオン率16.5% フェアウェイ率- OB率2.3% バンカー率25.8%,難易度9位/18ホール中 平均スコア5.31 平均パット数1.94 パーオン率17.3% フェアウェイ率55.0% OB率17.8% バンカー率15.3%,難易度9位/18ホール中 平均スコア5.31 平均パット数1.94 パーオン率17.3% フェアウェイ率55.0% OB率17.8% バンカー率15.3%,難易度9位/18ホール中 平均スコア5.31 平均パット数1.94 パーオン率17.3% フェアウェイ率55.0% OB率17.8% バンカー率15.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：275yd,Hdcp：9,PAR：3,Reg.：121yd,Hdcp：15,PAR：4,Reg.：380yd,Hdcp：1
5,谷越えのミドルホール,谷越えのミドルホール,谷越えのミドルホール,短いショートホール奥がＬ（左）グリーン,短いショートホール奥がＬ（左）グリーン,短いショートホール奥がＬ（左）グリーン,長いミドルホール,長いミドルホール,長いミドルホール
6,難易度10位/18ホール中 平均スコア5.29 平均パット数1.98 パーオン率21.3% フェアウェイ率53.8% OB率23.3% バンカー率18.0%,難易度10位/18ホール中 平均スコア5.29 平均パット数1.98 パーオン率21.3% フェアウェイ率53.8% OB率23.3% バンカー率18.0%,難易度10位/18ホール中 平均スコア5.29 平均パット数1.98 パーオン率21.3% フェアウェイ率53.8% OB率23.3% バンカー率18.0%,難易度17位/18ホール中 平均スコア3.99 平均パット数2.01 パーオン率29.8% フェアウェイ率- OB率15.5% バンカー率2.5%,難易度17位/18ホール中 平均スコア3.99 平均パット数2.01 パーオン率29.8% フェアウェイ率- OB率15.5% バンカー率2.5%,難易度17位/18ホール中 平均スコア3.99 平均パット数2.01 パーオン率29.8% フェアウェイ率- OB率15.5% バンカー率2.5%,難易度1位/18ホール中 平均スコア6.01 平均パット数2.07 パーオン率2.8% フェアウェイ率55.0% OB率19.0% バンカー率12.0%,難易度1位/18ホール中 平均スコア6.01 平均パット数2.07 パーオン率2.8% フェアウェイ率55.0% OB率19.0% バンカー率12.0%,難易度1位/18ホール中 平均スコア6.01 平均パット数2.07 パーオン率2.8% フェアウェイ率55.0% OB率19.0% バンカー率12.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：353yd,Hdcp：5,PAR：4,Reg.：319yd,Hdcp：11,PAR：5,Reg.：535yd,Hdcp：3
9,長いミドルホール,長いミドルホール,長いミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
10,難易度6位/18ホール中 平均スコア5.5 平均パット数1.96 パーオン率11.8% フェアウェイ率55.3% OB率33.0% バンカー率21.3%,難易度6位/18ホール中 平均スコア5.5 平均パット数1.96 パーオン率11.8% フェアウェイ率55.3% OB率33.0% バンカー率21.3%,難易度6位/18ホール中 平均スコア5.5 平均パット数1.96 パーオン率11.8% フェアウェイ率55.3% OB率33.0% バンカー率21.3%,難易度8位/18ホール中 平均スコア5.41 平均パット数2.07 パーオン率19.0% フェアウェイ率63.0% OB率20.5% バンカー率26.8%,難易度8位/18ホール中 平均スコア5.41 平均パット数2.07 パーオン率19.0% フェアウェイ率63.0% OB率20.5% バンカー率26.8%,難易度8位/18ホール中 平均スコア5.41 平均パット数2.07 パーオン率19.0% フェアウェイ率63.0% OB率20.5% バンカー率26.8%,難易度4位/18ホール中 平均スコア6.58 平均パット数2.05 パーオン率14.5% フェアウェイ率60.8% OB率20.8% バンカー率19.0%,難易度4位/18ホール中 平均スコア6.58 平均パット数2.05 パーオン率14.5% フェアウェイ率60.8% OB率20.8% バンカー率19.0%,難易度4位/18ホール中 平均スコア6.58 平均パット数2.05 パーオン率14.5% フェアウェイ率60.8% OB率20.8% バンカー率19.0%
