,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：393yd,Hdcp：5,PAR：3,Reg.：156yd,Hdcp：7,PAR：5,Reg.：582yd,Hdcp：3
1,なだらかな打ち下ろしの右ドックレッグミドル,なだらかな打ち下ろしの右ドックレッグミドル,なだらかな打ち下ろしの右ドックレッグミドル,池越えのショートホール,池越えのショートホール,池越えのショートホール,やや右ドッグレッグのロングホール,やや右ドッグレッグのロングホール,やや右ドッグレッグのロングホール
2,難易度5位/9ホール中 平均スコア5.24 平均パット数1.83 パーオン率16.5% フェアウェイ率47.3% OB率31.0% バンカー率26.3%,難易度5位/9ホール中 平均スコア5.24 平均パット数1.83 パーオン率16.5% フェアウェイ率47.3% OB率31.0% バンカー率26.3%,難易度5位/9ホール中 平均スコア5.24 平均パット数1.83 パーオン率16.5% フェアウェイ率47.3% OB率31.0% バンカー率26.3%,難易度8位/9ホール中 平均スコア3.85 平均パット数1.92 パーオン率29.0% フェアウェイ率- OB率22.0% バンカー率8.7%,難易度8位/9ホール中 平均スコア3.85 平均パット数1.92 パーオン率29.0% フェアウェイ率- OB率22.0% バンカー率8.7%,難易度8位/9ホール中 平均スコア3.85 平均パット数1.92 パーオン率29.0% フェアウェイ率- OB率22.0% バンカー率8.7%,難易度1位/9ホール中 平均スコア6.65 平均パット数1.92 パーオン率12.8% フェアウェイ率48.5% OB率49.5% バンカー率11.3%,難易度1位/9ホール中 平均スコア6.65 平均パット数1.92 パーオン率12.8% フェアウェイ率48.5% OB率49.5% バンカー率11.3%,難易度1位/9ホール中 平均スコア6.65 平均パット数1.92 パーオン率12.8% フェアウェイ率48.5% OB率49.5% バンカー率11.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：380yd,Hdcp：1,PAR：4,Reg.：420yd,Hdcp：2,PAR：5,Reg.：523yd,Hdcp：8
5,打ち下ろしのミドルホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール,フラットで真っ直ぐなミドルホール,フラットで真っ直ぐなミドルホール,フラットで真っ直ぐなミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール
6,難易度2位/9ホール中 平均スコア5.63 平均パット数1.89 パーオン率10.8% フェアウェイ率36.3% OB率54.5% バンカー率12.5%,難易度2位/9ホール中 平均スコア5.63 平均パット数1.89 パーオン率10.8% フェアウェイ率36.3% OB率54.5% バンカー率12.5%,難易度2位/9ホール中 平均スコア5.63 平均パット数1.89 パーオン率10.8% フェアウェイ率36.3% OB率54.5% バンカー率12.5%,難易度3位/9ホール中 平均スコア5.38 平均パット数1.92 パーオン率18.8% フェアウェイ率48.8% OB率41.3% バンカー率17.8%,難易度3位/9ホール中 平均スコア5.38 平均パット数1.92 パーオン率18.8% フェアウェイ率48.8% OB率41.3% バンカー率17.8%,難易度3位/9ホール中 平均スコア5.38 平均パット数1.92 パーオン率18.8% フェアウェイ率48.8% OB率41.3% バンカー率17.8%,難易度4位/9ホール中 平均スコア6.16 平均パット数1.8 パーオン率27.5% フェアウェイ率47.8% OB率32.5% バンカー率17.0%,難易度4位/9ホール中 平均スコア6.16 平均パット数1.8 パーオン率27.5% フェアウェイ率47.8% OB率32.5% バンカー率17.0%,難易度4位/9ホール中 平均スコア6.16 平均パット数1.8 パーオン率27.5% フェアウェイ率47.8% OB率32.5% バンカー率17.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：322yd,Hdcp：6,PAR：3,Reg.：149yd,Hdcp：9,PAR：4,Reg.：422yd,Hdcp：4
9,短いミドルホール,短いミドルホール,短いミドルホール,やや打ち下ろしでやさしいショートホール,やや打ち下ろしでやさしいショートホール,やや打ち下ろしでやさしいショートホール,やや左ドッグレッグのミドルホール,やや左ドッグレッグのミドルホール,やや左ドッグレッグのミドルホール
10,難易度7位/9ホール中 平均スコア5.03 平均パット数1.87 パーオン率25.0% フェアウェイ率59.8% OB率22.0% バンカー率2.7%,難易度7位/9ホール中 平均スコア5.03 平均パット数1.87 パーオン率25.0% フェアウェイ率59.8% OB率22.0% バンカー率2.7%,難易度7位/9ホール中 平均スコア5.03 平均パット数1.87 パーオン率25.0% フェアウェイ率59.8% OB率22.0% バンカー率2.7%,難易度9位/9ホール中 平均スコア3.8 平均パット数1.91 パーオン率29.8% フェアウェイ率- OB率9.3% バンカー率27.3%,難易度9位/9ホール中 平均スコア3.8 平均パット数1.91 パーオン率29.8% フェアウェイ率- OB率9.3% バンカー率27.3%,難易度9位/9ホール中 平均スコア3.8 平均パット数1.91 パーオン率29.8% フェアウェイ率- OB率9.3% バンカー率27.3%,難易度6位/9ホール中 平均スコア5.06 平均パット数1.88 パーオン率29.5% フェアウェイ率56.0% OB率33.0% バンカー率17.7%,難易度6位/9ホール中 平均スコア5.06 平均パット数1.88 パーオン率29.5% フェアウェイ率56.0% OB率33.0% バンカー率17.7%,難易度6位/9ホール中 平均スコア5.06 平均パット数1.88 パーオン率29.5% フェアウェイ率56.0% OB率33.0% バンカー率17.7%
