,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：480yd,Hdcp：3,PAR：4,Reg.：355yd,Hdcp：7,PAR：3,Reg.：135yd,Hdcp：11
1,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのミドルホール　奥がＬ（左）グリーン,左ドッグレッグのミドルホール　奥がＬ（左）グリーン,左ドッグレッグのミドルホール　奥がＬ（左）グリーン,短いショートホール,短いショートホール,短いショートホール
2,難易度2位/18ホール中 平均スコア6.31 平均パット数2.08 パーオン率33.8% フェアウェイ率38.8% OB率50.5% バンカー率5.0%,難易度2位/18ホール中 平均スコア6.31 平均パット数2.08 パーオン率33.8% フェアウェイ率38.8% OB率50.5% バンカー率5.0%,難易度2位/18ホール中 平均スコア6.31 平均パット数2.08 パーオン率33.8% フェアウェイ率38.8% OB率50.5% バンカー率5.0%,難易度6位/18ホール中 平均スコア5.26 平均パット数2 パーオン率25.5% フェアウェイ率49.0% OB率35.0% バンカー率9.7%,難易度6位/18ホール中 平均スコア5.26 平均パット数2 パーオン率25.5% フェアウェイ率49.0% OB率35.0% バンカー率9.7%,難易度6位/18ホール中 平均スコア5.26 平均パット数2 パーオン率25.5% フェアウェイ率49.0% OB率35.0% バンカー率9.7%,難易度18位/18ホール中 平均スコア3.95 平均パット数2.01 パーオン率30.5% フェアウェイ率- OB率17.0% バンカー率12.5%,難易度18位/18ホール中 平均スコア3.95 平均パット数2.01 パーオン率30.5% フェアウェイ率- OB率17.0% バンカー率12.5%,難易度18位/18ホール中 平均スコア3.95 平均パット数2.01 パーオン率30.5% フェアウェイ率- OB率17.0% バンカー率12.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：360yd,Hdcp：13,PAR：4,Reg.：396yd,Hdcp：1,PAR：3,Reg.：176yd,Hdcp：5
5,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,右ドッグレッグのミドルホール　奥がＬ（左）グリーン,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,長いショートホール,長いショートホール,長いショートホール
6,難易度13位/18ホール中 平均スコア5.11 平均パット数1.93 パーオン率26.5% フェアウェイ率40.8% OB率34.5% バンカー率13.3%,難易度13位/18ホール中 平均スコア5.11 平均パット数1.93 パーオン率26.5% フェアウェイ率40.8% OB率34.5% バンカー率13.3%,難易度13位/18ホール中 平均スコア5.11 平均パット数1.93 パーオン率26.5% フェアウェイ率40.8% OB率34.5% バンカー率13.3%,難易度7位/18ホール中 平均スコア5.24 平均パット数1.96 パーオン率19.5% フェアウェイ率38.8% OB率32.0% バンカー率7.8%,難易度7位/18ホール中 平均スコア5.24 平均パット数1.96 パーオン率19.5% フェアウェイ率38.8% OB率32.0% バンカー率7.8%,難易度7位/18ホール中 平均スコア5.24 平均パット数1.96 パーオン率19.5% フェアウェイ率38.8% OB率32.0% バンカー率7.8%,難易度16位/18ホール中 平均スコア4.01 平均パット数2.01 パーオン率24.3% フェアウェイ率- OB率8.5% バンカー率22.8%,難易度16位/18ホール中 平均スコア4.01 平均パット数2.01 パーオン率24.3% フェアウェイ率- OB率8.5% バンカー率22.8%,難易度16位/18ホール中 平均スコア4.01 平均パット数2.01 パーオン率24.3% フェアウェイ率- OB率8.5% バンカー率22.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：481yd,Hdcp：9,PAR：4,Reg.：349yd,Hdcp：15,PAR：4,Reg.：285yd,Hdcp：17
9,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,真っ直ぐなミドルホール　手前がＬ（左）グリーン,真っ直ぐなミドルホール　手前がＬ（左）グリーン,真っ直ぐなミドルホール　手前がＬ（左）グリーン,緩い右ドッグレッグのミドルホール,緩い右ドッグレッグのミドルホール,緩い右ドッグレッグのミドルホール
10,難易度9位/18ホール中 平均スコア6.05 平均パット数1.97 パーオン率36.3% フェアウェイ率51.0% OB率37.5% バンカー率7.8%,難易度9位/18ホール中 平均スコア6.05 平均パット数1.97 パーオン率36.3% フェアウェイ率51.0% OB率37.5% バンカー率7.8%,難易度9位/18ホール中 平均スコア6.05 平均パット数1.97 パーオン率36.3% フェアウェイ率51.0% OB率37.5% バンカー率7.8%,難易度4位/18ホール中 平均スコア5.26 平均パット数2.03 パーオン率21.8% フェアウェイ率48.5% OB率28.0% バンカー率7.0%,難易度4位/18ホール中 平均スコア5.26 平均パット数2.03 パーオン率21.8% フェアウェイ率48.5% OB率28.0% バンカー率7.0%,難易度4位/18ホール中 平均スコア5.26 平均パット数2.03 パーオン率21.8% フェアウェイ率48.5% OB率28.0% バンカー率7.0%,難易度14位/18ホール中 平均スコア5.01 平均パット数2.06 パーオン率35.0% フェアウェイ率49.3% OB率17.5% バンカー率12.3%,難易度14位/18ホール中 平均スコア5.01 平均パット数2.06 パーオン率35.0% フェアウェイ率49.3% OB率17.5% バンカー率12.3%,難易度14位/18ホール中 平均スコア5.01 平均パット数2.06 パーオン率35.0% フェアウェイ率49.3% OB率17.5% バンカー率12.3%
