,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：378yd,Hdcp：,PAR：4,Reg.：337yd,Hdcp：,PAR：4,Reg.：389yd,Hdcp：
1,飛ばし屋は左池に注意。２オンはやさしいが広いグリーンで３パットに特に注意。,飛ばし屋は左池に注意。２オンはやさしいが広いグリーンで３パットに特に注意。,飛ばし屋は左池に注意。２オンはやさしいが広いグリーンで３パットに特に注意。,パーが取りやすい。グリーン手前の深いバンカーに入れないように２打目に注意。,パーが取りやすい。グリーン手前の深いバンカーに入れないように２打目に注意。,パーが取りやすい。グリーン手前の深いバンカーに入れないように２打目に注意。,インの難ホール。１打目は左右のＯＢに注意。飛距離も要求される。右ドッグレッグでグリーン左ＯＢに注意。,インの難ホール。１打目は左右のＯＢに注意。飛距離も要求される。右ドッグレッグでグリーン左ＯＢに注意。,インの難ホール。１打目は左右のＯＢに注意。飛距離も要求される。右ドッグレッグでグリーン左ＯＢに注意。
2,難易度3位/9ホール中 平均スコア5.47 平均パット数2.13 パーオン率18.5% フェアウェイ率49.3% OB率18.3% バンカー率23.5%,難易度3位/9ホール中 平均スコア5.47 平均パット数2.13 パーオン率18.5% フェアウェイ率49.3% OB率18.3% バンカー率23.5%,難易度3位/9ホール中 平均スコア5.47 平均パット数2.13 パーオン率18.5% フェアウェイ率49.3% OB率18.3% バンカー率23.5%,難易度5位/9ホール中 平均スコア5.21 平均パット数2.08 パーオン率27.3% フェアウェイ率45.8% OB率20.3% バンカー率11.0%,難易度5位/9ホール中 平均スコア5.21 平均パット数2.08 パーオン率27.3% フェアウェイ率45.8% OB率20.3% バンカー率11.0%,難易度5位/9ホール中 平均スコア5.21 平均パット数2.08 パーオン率27.3% フェアウェイ率45.8% OB率20.3% バンカー率11.0%,難易度2位/9ホール中 平均スコア5.8 平均パット数2.09 パーオン率13.3% フェアウェイ率44.0% OB率63.8% バンカー率12.0%,難易度2位/9ホール中 平均スコア5.8 平均パット数2.09 パーオン率13.3% フェアウェイ率44.0% OB率63.8% バンカー率12.0%,難易度2位/9ホール中 平均スコア5.8 平均パット数2.09 パーオン率13.3% フェアウェイ率44.0% OB率63.8% バンカー率12.0%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：3,Reg.：190yd,Hdcp：,PAR：5,Reg.：540yd,Hdcp：,PAR：4,Reg.：324yd,Hdcp：
5,距離のあるショートホール。前方に池あり。やや打ち上げで１オンが難しいホール。左右ＯＢにも十分に注意すること。,距離のあるショートホール。前方に池あり。やや打ち上げで１オンが難しいホール。左右ＯＢにも十分に注意すること。,距離のあるショートホール。前方に池あり。やや打ち上げで１オンが難しいホール。左右ＯＢにも十分に注意すること。,難しいホール。１打目は右ＯＢに注意し、やや左側を狙う。だらだら上りのロングホールのため大事にショットしたい。,難しいホール。１打目は右ＯＢに注意し、やや左側を狙う。だらだら上りのロングホールのため大事にショットしたい。,難しいホール。１打目は右ＯＢに注意し、やや左側を狙う。だらだら上りのロングホールのため大事にショットしたい。,バーディ―狙いホール。打ち下ろし。２打目はピンの位置もよく見えて寄せワンバーディーが狙える。,バーディ―狙いホール。打ち下ろし。２打目はピンの位置もよく見えて寄せワンバーディーが狙える。,バーディ―狙いホール。打ち下ろし。２打目はピンの位置もよく見えて寄せワンバーディーが狙える。
6,難易度4位/9ホール中 平均スコア4.24 平均パット数2.04 パーオン率13.8% フェアウェイ率- OB率35.5% バンカー率9.8%,難易度4位/9ホール中 平均スコア4.24 平均パット数2.04 パーオン率13.8% フェアウェイ率- OB率35.5% バンカー率9.8%,難易度4位/9ホール中 平均スコア4.24 平均パット数2.04 パーオン率13.8% フェアウェイ率- OB率35.5% バンカー率9.8%,難易度1位/9ホール中 平均スコア6.76 平均パット数2.1 パーオン率14.3% フェアウェイ率40.3% OB率53.8% バンカー率11.0%,難易度1位/9ホール中 平均スコア6.76 平均パット数2.1 パーオン率14.3% フェアウェイ率40.3% OB率53.8% バンカー率11.0%,難易度1位/9ホール中 平均スコア6.76 平均パット数2.1 パーオン率14.3% フェアウェイ率40.3% OB率53.8% バンカー率11.0%,難易度7位/9ホール中 平均スコア5.11 平均パット数2.06 パーオン率34.5% フェアウェイ率51.3% OB率31.8% バンカー率22.0%,難易度7位/9ホール中 平均スコア5.11 平均パット数2.06 パーオン率34.5% フェアウェイ率51.3% OB率31.8% バンカー率22.0%,難易度7位/9ホール中 平均スコア5.11 平均パット数2.06 パーオン率34.5% フェアウェイ率51.3% OB率31.8% バンカー率22.0%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：312yd,Hdcp：,PAR：3,Reg.：138yd,Hdcp：,PAR：5,Reg.：487yd,Hdcp：
9,名物ホール。ティーグランドからは見えないが、グリーン87Ｙ（80ｍ）手前の上方に大きな岩があり、１打目で当たることがある。,名物ホール。ティーグランドからは見えないが、グリーン87Ｙ（80ｍ）手前の上方に大きな岩があり、１打目で当たることがある。,名物ホール。ティーグランドからは見えないが、グリーン87Ｙ（80ｍ）手前の上方に大きな岩があり、１打目で当たることがある。,左右にＯＢあり。グリーン右と奥のバンカーにも十分注意。ホールインワンが出やすいホールだ。,左右にＯＢあり。グリーン右と奥のバンカーにも十分注意。ホールインワンが出やすいホールだ。,左右にＯＢあり。グリーン右と奥のバンカーにも十分注意。ホールインワンが出やすいホールだ。,２オンチャンスのロングホール。打ち下ろし。ロングヒッターはショートカットでグリーンまで164Ｙ（150ｍ）。楽々２オンできる。,２オンチャンスのロングホール。打ち下ろし。ロングヒッターはショートカットでグリーンまで164Ｙ（150ｍ）。楽々２オンできる。,２オンチャンスのロングホール。打ち下ろし。ロングヒッターはショートカットでグリーンまで164Ｙ（150ｍ）。楽々２オンできる。
