,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：547yd,Hdcp：2,PAR：4,Reg.：367yd,Hdcp：8,PAR：3,Reg.：157yd,Hdcp：7
1,軽い左ドッグレッグのロングホール,軽い左ドッグレッグのロングホール,軽い左ドッグレッグのロングホール,ティーからグリーンまで打ち下ろしのミドルホール,ティーからグリーンまで打ち下ろしのミドルホール,ティーからグリーンまで打ち下ろしのミドルホール,やや打ち下ろしのショートホール,やや打ち下ろしのショートホール,やや打ち下ろしのショートホール
2,難易度2位/9ホール中 平均スコア6.44 平均パット数2.02 パーオン率20.3% フェアウェイ率45.8% OB率5.5% バンカー率2.0%,難易度2位/9ホール中 平均スコア6.44 平均パット数2.02 パーオン率20.3% フェアウェイ率45.8% OB率5.5% バンカー率2.0%,難易度2位/9ホール中 平均スコア6.44 平均パット数2.02 パーオン率20.3% フェアウェイ率45.8% OB率5.5% バンカー率2.0%,難易度3位/9ホール中 平均スコア5.39 平均パット数2.13 パーオン率28.5% フェアウェイ率52.8% OB率11.0% バンカー率20.3%,難易度3位/9ホール中 平均スコア5.39 平均パット数2.13 パーオン率28.5% フェアウェイ率52.8% OB率11.0% バンカー率20.3%,難易度3位/9ホール中 平均スコア5.39 平均パット数2.13 パーオン率28.5% フェアウェイ率52.8% OB率11.0% バンカー率20.3%,難易度9位/9ホール中 平均スコア3.82 平均パット数2.05 パーオン率39.5% フェアウェイ率- OB率1.7% バンカー率12.3%,難易度9位/9ホール中 平均スコア3.82 平均パット数2.05 パーオン率39.5% フェアウェイ率- OB率1.7% バンカー率12.3%,難易度9位/9ホール中 平均スコア3.82 平均パット数2.05 パーオン率39.5% フェアウェイ率- OB率1.7% バンカー率12.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：441yd,Hdcp：4,PAR：4,Reg.：357yd,Hdcp：1,PAR：3,Reg.：201yd,Hdcp：9
5,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,池のある左ドッグレッグのミドルホール,池のある左ドッグレッグのミドルホール,池のある左ドッグレッグのミドルホール,やや打ち下ろしのショートホール,やや打ち下ろしのショートホール,やや打ち下ろしのショートホール
6,難易度4位/9ホール中 平均スコア5.41 平均パット数2.01 パーオン率17.8% フェアウェイ率45.3% OB率32.0% バンカー率5.7%,難易度4位/9ホール中 平均スコア5.41 平均パット数2.01 パーオン率17.8% フェアウェイ率45.3% OB率32.0% バンカー率5.7%,難易度4位/9ホール中 平均スコア5.41 平均パット数2.01 パーオン率17.8% フェアウェイ率45.3% OB率32.0% バンカー率5.7%,難易度1位/9ホール中 平均スコア5.65 平均パット数2.08 パーオン率16.5% フェアウェイ率52.8% OB率14.8% バンカー率14.0%,難易度1位/9ホール中 平均スコア5.65 平均パット数2.08 パーオン率16.5% フェアウェイ率52.8% OB率14.8% バンカー率14.0%,難易度1位/9ホール中 平均スコア5.65 平均パット数2.08 パーオン率16.5% フェアウェイ率52.8% OB率14.8% バンカー率14.0%,難易度8位/9ホール中 平均スコア3.85 平均パット数2.01 パーオン率37.5% フェアウェイ率- OB率1.5% バンカー率17.8%,難易度8位/9ホール中 平均スコア3.85 平均パット数2.01 パーオン率37.5% フェアウェイ率- OB率1.5% バンカー率17.8%,難易度8位/9ホール中 平均スコア3.85 平均パット数2.01 パーオン率37.5% フェアウェイ率- OB率1.5% バンカー率17.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：317yd,Hdcp：3,PAR：4,Reg.：325yd,Hdcp：5,PAR：5,Reg.：492yd,Hdcp：6
9,打ち上げのミドルホール,打ち上げのミドルホール,打ち上げのミドルホール,やや右ドッグレッグのミドルホール,やや右ドッグレッグのミドルホール,やや右ドッグレッグのミドルホール,なだらかな打ち上げのロングホール,なだらかな打ち上げのロングホール,なだらかな打ち上げのロングホール
10,難易度6位/9ホール中 平均スコア5.26 平均パット数2.04 パーオン率23.8% フェアウェイ率50.5% OB率11.5% バンカー率17.0%,難易度6位/9ホール中 平均スコア5.26 平均パット数2.04 パーオン率23.8% フェアウェイ率50.5% OB率11.5% バンカー率17.0%,難易度6位/9ホール中 平均スコア5.26 平均パット数2.04 パーオン率23.8% フェアウェイ率50.5% OB率11.5% バンカー率17.0%,難易度7位/9ホール中 平均スコア5.09 平均パット数1.92 パーオン率24.5% フェアウェイ率50.5% OB率5.3% バンカー率26.3%,難易度7位/9ホール中 平均スコア5.09 平均パット数1.92 パーオン率24.5% フェアウェイ率50.5% OB率5.3% バンカー率26.3%,難易度7位/9ホール中 平均スコア5.09 平均パット数1.92 パーオン率24.5% フェアウェイ率50.5% OB率5.3% バンカー率26.3%,難易度5位/9ホール中 平均スコア6.31 平均パット数2.05 パーオン率27.5% フェアウェイ率52.8% OB率13.0% バンカー率11.5%,難易度5位/9ホール中 平均スコア6.31 平均パット数2.05 パーオン率27.5% フェアウェイ率52.8% OB率13.0% バンカー率11.5%,難易度5位/9ホール中 平均スコア6.31 平均パット数2.05 パーオン率27.5% フェアウェイ率52.8% OB率13.0% バンカー率11.5%
