,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：353yd,Hdcp：9,PAR：3,Reg.：136yd,Hdcp：15,PAR：5,Reg.：553yd,Hdcp：3
1,見通しの良いフラットなミドルホール,見通しの良いフラットなミドルホール,見通しの良いフラットなミドルホール,緑に囲まれたやや打ちおろしのショートホール,緑に囲まれたやや打ちおろしのショートホール,緑に囲まれたやや打ちおろしのショートホール,最も長い見通しの良いロングホール,最も長い見通しの良いロングホール,最も長い見通しの良いロングホール
2,難易度7位/18ホール中 平均スコア5.38 平均パット数2.03 パーオン率21.3% フェアウェイ率46.5% OB率35.0% バンカー率29.5%,難易度7位/18ホール中 平均スコア5.38 平均パット数2.03 パーオン率21.3% フェアウェイ率46.5% OB率35.0% バンカー率29.5%,難易度7位/18ホール中 平均スコア5.38 平均パット数2.03 パーオン率21.3% フェアウェイ率46.5% OB率35.0% バンカー率29.5%,難易度15位/18ホール中 平均スコア4.11 平均パット数2.12 パーオン率30.5% フェアウェイ率- OB率18.0% バンカー率28.5%,難易度15位/18ホール中 平均スコア4.11 平均パット数2.12 パーオン率30.5% フェアウェイ率- OB率18.0% バンカー率28.5%,難易度15位/18ホール中 平均スコア4.11 平均パット数2.12 パーオン率30.5% フェアウェイ率- OB率18.0% バンカー率28.5%,難易度5位/18ホール中 平均スコア6.31 平均パット数2.01 パーオン率24.5% フェアウェイ率44.3% OB率26.3% バンカー率25.8%,難易度5位/18ホール中 平均スコア6.31 平均パット数2.01 パーオン率24.5% フェアウェイ率44.3% OB率26.3% バンカー率25.8%,難易度5位/18ホール中 平均スコア6.31 平均パット数2.01 パーオン率24.5% フェアウェイ率44.3% OB率26.3% バンカー率25.8%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：386yd,Hdcp：1,PAR：3,Reg.：175yd,Hdcp：17,PAR：4,Reg.：364yd,Hdcp：7
5,右バンカーの右はＯＢになり易い　左からの攻め安全,右バンカーの右はＯＢになり易い　左からの攻め安全,右バンカーの右はＯＢになり易い　左からの攻め安全,グリーンまわりのつつじが美しいショートホール,グリーンまわりのつつじが美しいショートホール,グリーンまわりのつつじが美しいショートホール,フェアウェイの広いフラットなミドルホール,フェアウェイの広いフラットなミドルホール,フェアウェイの広いフラットなミドルホール
6,難易度2位/18ホール中 平均スコア5.5 平均パット数2.04 パーオン率14.5% フェアウェイ率43.5% OB率31.0% バンカー率31.8%,難易度2位/18ホール中 平均スコア5.5 平均パット数2.04 パーオン率14.5% フェアウェイ率43.5% OB率31.0% バンカー率31.8%,難易度2位/18ホール中 平均スコア5.5 平均パット数2.04 パーオン率14.5% フェアウェイ率43.5% OB率31.0% バンカー率31.8%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.05 パーオン率28.5% フェアウェイ率- OB率21.7% バンカー率35.0%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.05 パーオン率28.5% フェアウェイ率- OB率21.7% バンカー率35.0%,難易度16位/18ホール中 平均スコア4.07 平均パット数2.05 パーオン率28.5% フェアウェイ率- OB率21.7% バンカー率35.0%,難易度11位/18ホール中 平均スコア5.24 平均パット数2.09 パーオン率28.5% フェアウェイ率48.5% OB率20.8% バンカー率38.5%,難易度11位/18ホール中 平均スコア5.24 平均パット数2.09 パーオン率28.5% フェアウェイ率48.5% OB率20.8% バンカー率38.5%,難易度11位/18ホール中 平均スコア5.24 平均パット数2.09 パーオン率28.5% フェアウェイ率48.5% OB率20.8% バンカー率38.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：5,Reg.：481yd,Hdcp：5,PAR：4,Reg.：301yd,Hdcp：13,PAR：4,Reg.：428yd,Hdcp：11
9,ＦＷは広い　ティーショットは思い切りセンターへ,ＦＷは広い　ティーショットは思い切りセンターへ,ＦＷは広い　ティーショットは思い切りセンターへ,距離の短いミドルホール　右つきぬけるとＯＢ,距離の短いミドルホール　右つきぬけるとＯＢ,距離の短いミドルホール　右つきぬけるとＯＢ,やや左ドッグレッグ　上りで距離のあるミドルホール,やや左ドッグレッグ　上りで距離のあるミドルホール,やや左ドッグレッグ　上りで距離のあるミドルホール
10,難易度10位/18ホール中 平均スコア6.21 平均パット数2.18 パーオン率40.3% フェアウェイ率55.0% OB率23.3% バンカー率28.8%,難易度10位/18ホール中 平均スコア6.21 平均パット数2.18 パーオン率40.3% フェアウェイ率55.0% OB率23.3% バンカー率28.8%,難易度10位/18ホール中 平均スコア6.21 平均パット数2.18 パーオン率40.3% フェアウェイ率55.0% OB率23.3% バンカー率28.8%,難易度14位/18ホール中 平均スコア5.14 平均パット数2.03 パーオン率36.3% フェアウェイ率57.5% OB率32.0% バンカー率10.0%,難易度14位/18ホール中 平均スコア5.14 平均パット数2.03 パーオン率36.3% フェアウェイ率57.5% OB率32.0% バンカー率10.0%,難易度14位/18ホール中 平均スコア5.14 平均パット数2.03 パーオン率36.3% フェアウェイ率57.5% OB率32.0% バンカー率10.0%,難易度13位/18ホール中 平均スコア5.22 平均パット数2.05 パーオン率26.8% フェアウェイ率51.8% OB率28.8% バンカー率24.3%,難易度13位/18ホール中 平均スコア5.22 平均パット数2.05 パーオン率26.8% フェアウェイ率51.8% OB率28.8% バンカー率24.3%,難易度13位/18ホール中 平均スコア5.22 平均パット数2.05 パーオン率26.8% フェアウェイ率51.8% OB率28.8% バンカー率24.3%
