,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：330yd,Hdcp：14,PAR：5,Reg.：472yd,Hdcp：10,PAR：4,Reg.：350yd,Hdcp：18
1,短いミドルホール,短いミドルホール,短いミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,短いミドルホール,短いミドルホール,短いミドルホール
2,難易度4位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率14.5% フェアウェイ率46.3% OB率8.0% バンカー率38.5%,難易度4位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率14.5% フェアウェイ率46.3% OB率8.0% バンカー率38.5%,難易度4位/18ホール中 平均スコア5.47 平均パット数2.05 パーオン率14.5% フェアウェイ率46.3% OB率8.0% バンカー率38.5%,難易度9位/18ホール中 平均スコア6.09 平均パット数1.95 パーオン率31.8% フェアウェイ率47.8% OB率24.5% バンカー率1.7%,難易度9位/18ホール中 平均スコア6.09 平均パット数1.95 パーオン率31.8% フェアウェイ率47.8% OB率24.5% バンカー率1.7%,難易度9位/18ホール中 平均スコア6.09 平均パット数1.95 パーオン率31.8% フェアウェイ率47.8% OB率24.5% バンカー率1.7%,難易度2位/18ホール中 平均スコア5.53 平均パット数2 パーオン率20.5% フェアウェイ率53.0% OB率53.3% バンカー率27.5%,難易度2位/18ホール中 平均スコア5.53 平均パット数2 パーオン率20.5% フェアウェイ率53.0% OB率53.3% バンカー率27.5%,難易度2位/18ホール中 平均スコア5.53 平均パット数2 パーオン率20.5% フェアウェイ率53.0% OB率53.3% バンカー率27.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：3,Reg.：167yd,Hdcp：12,PAR：4,Reg.：308yd,Hdcp：16,PAR：4,Reg.：391yd,Hdcp：4
5,長いショートホール,長いショートホール,長いショートホール,短いミドルホール,短いミドルホール,短いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール
6,難易度14位/18ホール中 平均スコア4.1 平均パット数1.93 パーオン率19.3% フェアウェイ率- OB率15.8% バンカー率27.5%,難易度14位/18ホール中 平均スコア4.1 平均パット数1.93 パーオン率19.3% フェアウェイ率- OB率15.8% バンカー率27.5%,難易度14位/18ホール中 平均スコア4.1 平均パット数1.93 パーオン率19.3% フェアウェイ率- OB率15.8% バンカー率27.5%,難易度12位/18ホール中 平均スコア5.12 平均パット数1.99 パーオン率31.8% フェアウェイ率52.3% OB率27.8% バンカー率23.5%,難易度12位/18ホール中 平均スコア5.12 平均パット数1.99 パーオン率31.8% フェアウェイ率52.3% OB率27.8% バンカー率23.5%,難易度12位/18ホール中 平均スコア5.12 平均パット数1.99 パーオン率31.8% フェアウェイ率52.3% OB率27.8% バンカー率23.5%,難易度1位/18ホール中 平均スコア5.65 平均パット数1.99 パーオン率11.0% フェアウェイ率58.5% OB率49.8% バンカー率13.5%,難易度1位/18ホール中 平均スコア5.65 平均パット数1.99 パーオン率11.0% フェアウェイ率58.5% OB率49.8% バンカー率13.5%,難易度1位/18ホール中 平均スコア5.65 平均パット数1.99 パーオン率11.0% フェアウェイ率58.5% OB率49.8% バンカー率13.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：617yd,Hdcp：2,PAR：3,Reg.：190yd,Hdcp：8,PAR：4,Reg.：388yd,Hdcp：6
9,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,長いショートホール,長いショートホール,長いショートホール,長いミドルホール,長いミドルホール,長いミドルホール
10,難易度8位/18ホール中 平均スコア6.23 平均パット数1.97 パーオン率29.3% フェアウェイ率48.8% OB率46.3% バンカー率15.5%,難易度8位/18ホール中 平均スコア6.23 平均パット数1.97 パーオン率29.3% フェアウェイ率48.8% OB率46.3% バンカー率15.5%,難易度8位/18ホール中 平均スコア6.23 平均パット数1.97 パーオン率29.3% フェアウェイ率48.8% OB率46.3% バンカー率15.5%,難易度10位/18ホール中 平均スコア4.22 平均パット数2.2 パーオン率23.8% フェアウェイ率- OB率5.8% バンカー率34.5%,難易度10位/18ホール中 平均スコア4.22 平均パット数2.2 パーオン率23.8% フェアウェイ率- OB率5.8% バンカー率34.5%,難易度10位/18ホール中 平均スコア4.22 平均パット数2.2 パーオン率23.8% フェアウェイ率- OB率5.8% バンカー率34.5%,難易度11位/18ホール中 平均スコア5.16 平均パット数1.99 パーオン率25.3% フェアウェイ率58.5% OB率3.0% バンカー率46.3%,難易度11位/18ホール中 平均スコア5.16 平均パット数1.99 パーオン率25.3% フェアウェイ率58.5% OB率3.0% バンカー率46.3%,難易度11位/18ホール中 平均スコア5.16 平均パット数1.99 パーオン率25.3% フェアウェイ率58.5% OB率3.0% バンカー率46.3%
