,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：343yd,Hdcp：3,PAR：5,Reg.：467yd,Hdcp：7,PAR：4,Reg.：360yd,Hdcp：5
1,ゆるい打ち下ろしのミドルホール,ゆるい打ち下ろしのミドルホール,ゆるい打ち下ろしのミドルホール,比較的短いロングホール,比較的短いロングホール,比較的短いロングホール,ゆるやかな打ち下ろしのミドルホール,ゆるやかな打ち下ろしのミドルホール,ゆるやかな打ち下ろしのミドルホール
2,難易度6位/9ホール中 平均スコア5.26 平均パット数2.13 パーオン率29.8% フェアウェイ率41.8% OB率13.8% バンカー率33.5%,難易度6位/9ホール中 平均スコア5.26 平均パット数2.13 パーオン率29.8% フェアウェイ率41.8% OB率13.8% バンカー率33.5%,難易度6位/9ホール中 平均スコア5.26 平均パット数2.13 パーオン率29.8% フェアウェイ率41.8% OB率13.8% バンカー率33.5%,難易度5位/9ホール中 平均スコア6.24 平均パット数2.17 パーオン率33.8% フェアウェイ率49.8% OB率3.7% バンカー率41.0%,難易度5位/9ホール中 平均スコア6.24 平均パット数2.17 パーオン率33.8% フェアウェイ率49.8% OB率3.7% バンカー率41.0%,難易度5位/9ホール中 平均スコア6.24 平均パット数2.17 パーオン率33.8% フェアウェイ率49.8% OB率3.7% バンカー率41.0%,難易度4位/9ホール中 平均スコア5.35 平均パット数2.1 パーオン率23.8% フェアウェイ率48.5% OB率19.0% バンカー率27.3%,難易度4位/9ホール中 平均スコア5.35 平均パット数2.1 パーオン率23.8% フェアウェイ率48.5% OB率19.0% バンカー率27.3%,難易度4位/9ホール中 平均スコア5.35 平均パット数2.1 パーオン率23.8% フェアウェイ率48.5% OB率19.0% バンカー率27.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：140yd,Hdcp：9,PAR：4,Reg.：380yd,Hdcp：1,PAR：4,Reg.：380yd,Hdcp：6
5,打ち上げのショートホール,打ち上げのショートホール,打ち上げのショートホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
6,難易度9位/9ホール中 平均スコア3.87 平均パット数2.1 パーオン率39.8% フェアウェイ率- OB率2.3% バンカー率30.0%,難易度9位/9ホール中 平均スコア3.87 平均パット数2.1 パーオン率39.8% フェアウェイ率- OB率2.3% バンカー率30.0%,難易度9位/9ホール中 平均スコア3.87 平均パット数2.1 パーオン率39.8% フェアウェイ率- OB率2.3% バンカー率30.0%,難易度3位/9ホール中 平均スコア5.4 平均パット数2.16 パーオン率22.8% フェアウェイ率43.5% OB率17.8% バンカー率25.0%,難易度3位/9ホール中 平均スコア5.4 平均パット数2.16 パーオン率22.8% フェアウェイ率43.5% OB率17.8% バンカー率25.0%,難易度3位/9ホール中 平均スコア5.4 平均パット数2.16 パーオン率22.8% フェアウェイ率43.5% OB率17.8% バンカー率25.0%,難易度7位/9ホール中 平均スコア5.2 平均パット数2.06 パーオン率28.0% フェアウェイ率47.5% OB率8.3% バンカー率33.5%,難易度7位/9ホール中 平均スコア5.2 平均パット数2.06 パーオン率28.0% フェアウェイ率47.5% OB率8.3% バンカー率33.5%,難易度7位/9ホール中 平均スコア5.2 平均パット数2.06 パーオン率28.0% フェアウェイ率47.5% OB率8.3% バンカー率33.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：182yd,Hdcp：8,PAR：5,Reg.：557yd,Hdcp：4,PAR：4,Reg.：400yd,Hdcp：2
9,若干打ち下ろしのショートホール,若干打ち下ろしのショートホール,若干打ち下ろしのショートホール,距離のあるロングホール,距離のあるロングホール,距離のあるロングホール,ティショットの池越えはスリル満点。距離もある,ティショットの池越えはスリル満点。距離もある,ティショットの池越えはスリル満点。距離もある
10,難易度8位/9ホール中 平均スコア3.95 平均パット数2.09 パーオン率33.5% フェアウェイ率- OB率2.3% バンカー率27.8%,難易度8位/9ホール中 平均スコア3.95 平均パット数2.09 パーオン率33.5% フェアウェイ率- OB率2.3% バンカー率27.8%,難易度8位/9ホール中 平均スコア3.95 平均パット数2.09 パーオン率33.5% フェアウェイ率- OB率2.3% バンカー率27.8%,難易度1位/9ホール中 平均スコア6.49 平均パット数2.12 パーオン率25.5% フェアウェイ率51.3% OB率26.5% バンカー率17.0%,難易度1位/9ホール中 平均スコア6.49 平均パット数2.12 パーオン率25.5% フェアウェイ率51.3% OB率26.5% バンカー率17.0%,難易度1位/9ホール中 平均スコア6.49 平均パット数2.12 パーオン率25.5% フェアウェイ率51.3% OB率26.5% バンカー率17.0%,難易度2位/9ホール中 平均スコア5.47 平均パット数2.1 パーオン率15.3% フェアウェイ率38.8% OB率19.0% バンカー率15.3%,難易度2位/9ホール中 平均スコア5.47 平均パット数2.1 パーオン率15.3% フェアウェイ率38.8% OB率19.0% バンカー率15.3%,難易度2位/9ホール中 平均スコア5.47 平均パット数2.1 パーオン率15.3% フェアウェイ率38.8% OB率19.0% バンカー率15.3%
