,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：300yd,Hdcp：16,PAR：4,Reg.：382yd,Hdcp：12,PAR：3,Reg.：170yd,Hdcp：6
1,短いミドルホール,短いミドルホール,短いミドルホール,長いミドルホール,長いミドルホール,長いミドルホール,長いショートホール,長いショートホール,長いショートホール
2,難易度13位/18ホール中 平均スコア5.11 平均パット数2.12 パーオン率35.3% フェアウェイ率41.0% OB率6.0% バンカー率34.3%,難易度13位/18ホール中 平均スコア5.11 平均パット数2.12 パーオン率35.3% フェアウェイ率41.0% OB率6.0% バンカー率34.3%,難易度13位/18ホール中 平均スコア5.11 平均パット数2.12 パーオン率35.3% フェアウェイ率41.0% OB率6.0% バンカー率34.3%,難易度15位/18ホール中 平均スコア5.08 平均パット数2.04 パーオン率29.5% フェアウェイ率36.5% OB率5.5% バンカー率30.3%,難易度15位/18ホール中 平均スコア5.08 平均パット数2.04 パーオン率29.5% フェアウェイ率36.5% OB率5.5% バンカー率30.3%,難易度15位/18ホール中 平均スコア5.08 平均パット数2.04 パーオン率29.5% フェアウェイ率36.5% OB率5.5% バンカー率30.3%,難易度14位/18ホール中 平均スコア4.09 平均パット数1.98 パーオン率18.8% フェアウェイ率- OB率4.3% バンカー率30.3%,難易度14位/18ホール中 平均スコア4.09 平均パット数1.98 パーオン率18.8% フェアウェイ率- OB率4.3% バンカー率30.3%,難易度14位/18ホール中 平均スコア4.09 平均パット数1.98 パーオン率18.8% フェアウェイ率- OB率4.3% バンカー率30.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：535yd,Hdcp：14,PAR：3,Reg.：153yd,Hdcp：10,PAR：4,Reg.：362yd,Hdcp：2
5,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,池越えのショートホール,池越えのショートホール,池越えのショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール
6,難易度5位/18ホール中 平均スコア6.33 平均パット数1.88 パーオン率22.3% フェアウェイ率53.3% OB率34.0% バンカー率7.8%,難易度5位/18ホール中 平均スコア6.33 平均パット数1.88 パーオン率22.3% フェアウェイ率53.3% OB率34.0% バンカー率7.8%,難易度5位/18ホール中 平均スコア6.33 平均パット数1.88 パーオン率22.3% フェアウェイ率53.3% OB率34.0% バンカー率7.8%,難易度18位/18ホール中 平均スコア4.05 平均パット数1.95 パーオン率27.0% フェアウェイ率- OB率25.0% バンカー率28.3%,難易度18位/18ホール中 平均スコア4.05 平均パット数1.95 パーオン率27.0% フェアウェイ率- OB率25.0% バンカー率28.3%,難易度18位/18ホール中 平均スコア4.05 平均パット数1.95 パーオン率27.0% フェアウェイ率- OB率25.0% バンカー率28.3%,難易度8位/18ホール中 平均スコア5.3 平均パット数1.99 パーオン率20.3% フェアウェイ率54.0% OB率21.5% バンカー率19.5%,難易度8位/18ホール中 平均スコア5.3 平均パット数1.99 パーオン率20.3% フェアウェイ率54.0% OB率21.5% バンカー率19.5%,難易度8位/18ホール中 平均スコア5.3 平均パット数1.99 パーオン率20.3% フェアウェイ率54.0% OB率21.5% バンカー率19.5%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：354yd,Hdcp：4,PAR：5,Reg.：493yd,Hdcp：8,PAR：4,Reg.：339yd,Hdcp：18
9,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール
10,難易度9位/18ホール中 平均スコア5.29 平均パット数1.98 パーオン率21.3% フェアウェイ率57.5% OB率13.0% バンカー率21.3%,難易度9位/18ホール中 平均スコア5.29 平均パット数1.98 パーオン率21.3% フェアウェイ率57.5% OB率13.0% バンカー率21.3%,難易度9位/18ホール中 平均スコア5.29 平均パット数1.98 パーオン率21.3% フェアウェイ率57.5% OB率13.0% バンカー率21.3%,難易度2位/18ホール中 平均スコア6.45 平均パット数2.12 パーオン率30.0% フェアウェイ率46.0% OB率42.0% バンカー率15.3%,難易度2位/18ホール中 平均スコア6.45 平均パット数2.12 パーオン率30.0% フェアウェイ率46.0% OB率42.0% バンカー率15.3%,難易度2位/18ホール中 平均スコア6.45 平均パット数2.12 パーオン率30.0% フェアウェイ率46.0% OB率42.0% バンカー率15.3%,難易度12位/18ホール中 平均スコア5.14 平均パット数1.92 パーオン率26.0% フェアウェイ率40.0% OB率20.5% バンカー率34.3%,難易度12位/18ホール中 平均スコア5.14 平均パット数1.92 パーオン率26.0% フェアウェイ率40.0% OB率20.5% バンカー率34.3%,難易度12位/18ホール中 平均スコア5.14 平均パット数1.92 パーオン率26.0% フェアウェイ率40.0% OB率20.5% バンカー率34.3%
