,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：484yd,Hdcp：10,PAR：4,Reg.：323yd,Hdcp：16,PAR：3,Reg.：144yd,Hdcp：2
1,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度7位/18ホール中 平均スコア6.26 平均パット数2.05 パーオン率32.3% フェアウェイ率61.0% OB率39.3% バンカー率22.5%,難易度7位/18ホール中 平均スコア6.26 平均パット数2.05 パーオン率32.3% フェアウェイ率61.0% OB率39.3% バンカー率22.5%,難易度7位/18ホール中 平均スコア6.26 平均パット数2.05 パーオン率32.3% フェアウェイ率61.0% OB率39.3% バンカー率22.5%,難易度11位/18ホール中 平均スコア5.09 平均パット数2.03 パーオン率34.5% フェアウェイ率54.3% OB率25.3% バンカー率40.8%,難易度11位/18ホール中 平均スコア5.09 平均パット数2.03 パーオン率34.5% フェアウェイ率54.3% OB率25.3% バンカー率40.8%,難易度11位/18ホール中 平均スコア5.09 平均パット数2.03 パーオン率34.5% フェアウェイ率54.3% OB率25.3% バンカー率40.8%,難易度17位/18ホール中 平均スコア3.79 平均パット数2.09 パーオン率46.5% フェアウェイ率- OB率7.0% バンカー率44.5%,難易度17位/18ホール中 平均スコア3.79 平均パット数2.09 パーオン率46.5% フェアウェイ率- OB率7.0% バンカー率44.5%,難易度17位/18ホール中 平均スコア3.79 平均パット数2.09 パーオン率46.5% フェアウェイ率- OB率7.0% バンカー率44.5%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：335yd,Hdcp：14,PAR：4,Reg.：351yd,Hdcp：12,PAR：4,Reg.：370yd,Hdcp：4
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール
6,難易度10位/18ホール中 平均スコア5.23 平均パット数2.09 パーオン率28.8% フェアウェイ率48.8% OB率30.8% バンカー率24.3%,難易度10位/18ホール中 平均スコア5.23 平均パット数2.09 パーオン率28.8% フェアウェイ率48.8% OB率30.8% バンカー率24.3%,難易度10位/18ホール中 平均スコア5.23 平均パット数2.09 パーオン率28.8% フェアウェイ率48.8% OB率30.8% バンカー率24.3%,難易度12位/18ホール中 平均スコア5.11 平均パット数2.1 パーオン率36.0% フェアウェイ率64.0% OB率32.5% バンカー率28.0%,難易度12位/18ホール中 平均スコア5.11 平均パット数2.1 パーオン率36.0% フェアウェイ率64.0% OB率32.5% バンカー率28.0%,難易度12位/18ホール中 平均スコア5.11 平均パット数2.1 パーオン率36.0% フェアウェイ率64.0% OB率32.5% バンカー率28.0%,難易度6位/18ホール中 平均スコア5.46 平均パット数2.13 パーオン率24.8% フェアウェイ率56.0% OB率53.8% バンカー率9.7%,難易度6位/18ホール中 平均スコア5.46 平均パット数2.13 パーオン率24.8% フェアウェイ率56.0% OB率53.8% バンカー率9.7%,難易度6位/18ホール中 平均スコア5.46 平均パット数2.13 パーオン率24.8% フェアウェイ率56.0% OB率53.8% バンカー率9.7%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：129yd,Hdcp：6,PAR：4,Reg.：278yd,Hdcp：18,PAR：4,Reg.：359yd,Hdcp：8
9,短いショートホール,短いショートホール,短いショートホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール,Ｓ字のミドルホール
10,難易度18位/18ホール中 平均スコア3.74 平均パット数2.1 パーオン率50.8% フェアウェイ率- OB率9.3% バンカー率36.0%,難易度18位/18ホール中 平均スコア3.74 平均パット数2.1 パーオン率50.8% フェアウェイ率- OB率9.3% バンカー率36.0%,難易度18位/18ホール中 平均スコア3.74 平均パット数2.1 パーオン率50.8% フェアウェイ率- OB率9.3% バンカー率36.0%,難易度15位/18ホール中 平均スコア4.94 平均パット数2.02 パーオン率47.3% フェアウェイ率44.5% OB率49.3% バンカー率30.5%,難易度15位/18ホール中 平均スコア4.94 平均パット数2.02 パーオン率47.3% フェアウェイ率44.5% OB率49.3% バンカー率30.5%,難易度15位/18ホール中 平均スコア4.94 平均パット数2.02 パーオン率47.3% フェアウェイ率44.5% OB率49.3% バンカー率30.5%,難易度8位/18ホール中 平均スコア5.32 平均パット数2.08 パーオン率25.8% フェアウェイ率52.5% OB率42.0% バンカー率22.8%,難易度8位/18ホール中 平均スコア5.32 平均パット数2.08 パーオン率25.8% フェアウェイ率52.5% OB率42.0% バンカー率22.8%,難易度8位/18ホール中 平均スコア5.32 平均パット数2.08 パーオン率25.8% フェアウェイ率52.5% OB率42.0% バンカー率22.8%
