,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：369yd,Hdcp：5,PAR：4,Reg.：343yd,Hdcp：13,PAR：3,Reg.：116yd,Hdcp：15
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度4位/18ホール中 平均スコア5.59 平均パット数2.11 パーオン率12.3% フェアウェイ率51.5% OB率17.5% バンカー率27.5%,難易度4位/18ホール中 平均スコア5.59 平均パット数2.11 パーオン率12.3% フェアウェイ率51.5% OB率17.5% バンカー率27.5%,難易度4位/18ホール中 平均スコア5.59 平均パット数2.11 パーオン率12.3% フェアウェイ率51.5% OB率17.5% バンカー率27.5%,難易度10位/18ホール中 平均スコア5.31 平均パット数1.99 パーオン率22.8% フェアウェイ率55.8% OB率29.3% バンカー率20.5%,難易度10位/18ホール中 平均スコア5.31 平均パット数1.99 パーオン率22.8% フェアウェイ率55.8% OB率29.3% バンカー率20.5%,難易度10位/18ホール中 平均スコア5.31 平均パット数1.99 パーオン率22.8% フェアウェイ率55.8% OB率29.3% バンカー率20.5%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.92 パーオン率32.8% フェアウェイ率- OB率21.0% バンカー率31.0%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.92 パーオン率32.8% フェアウェイ率- OB率21.0% バンカー率31.0%,難易度18位/18ホール中 平均スコア3.9 平均パット数1.92 パーオン率32.8% フェアウェイ率- OB率21.0% バンカー率31.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：408yd,Hdcp：1,PAR：3,Reg.：170yd,Hdcp：17,PAR：5,Reg.：495yd,Hdcp：11
5,左ドッグレッグの長いミドルホール,左ドッグレッグの長いミドルホール,左ドッグレッグの長いミドルホール,打ち上げのショートホール,打ち上げのショートホール,打ち上げのショートホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
6,難易度1位/18ホール中 平均スコア5.81 平均パット数2.12 パーオン率10.0% フェアウェイ率56.0% OB率37.5% バンカー率25.3%,難易度1位/18ホール中 平均スコア5.81 平均パット数2.12 パーオン率10.0% フェアウェイ率56.0% OB率37.5% バンカー率25.3%,難易度1位/18ホール中 平均スコア5.81 平均パット数2.12 パーオン率10.0% フェアウェイ率56.0% OB率37.5% バンカー率25.3%,難易度15位/18ホール中 平均スコア4.18 平均パット数2.07 パーオン率18.0% フェアウェイ率- OB率18.3% バンカー率19.5%,難易度15位/18ホール中 平均スコア4.18 平均パット数2.07 パーオン率18.0% フェアウェイ率- OB率18.3% バンカー率19.5%,難易度15位/18ホール中 平均スコア4.18 平均パット数2.07 パーオン率18.0% フェアウェイ率- OB率18.3% バンカー率19.5%,難易度3位/18ホール中 平均スコア6.54 平均パット数2.07 パーオン率27.8% フェアウェイ率49.5% OB率55.8% バンカー率19.3%,難易度3位/18ホール中 平均スコア6.54 平均パット数2.07 パーオン率27.8% フェアウェイ率49.5% OB率55.8% バンカー率19.3%,難易度3位/18ホール中 平均スコア6.54 平均パット数2.07 パーオン率27.8% フェアウェイ率49.5% OB率55.8% バンカー率19.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：360yd,Hdcp：7,PAR：5,Reg.：526yd,Hdcp：3,PAR：4,Reg.：349yd,Hdcp：9
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,緩やかな左ドッグレッグのミドルホール,緩やかな左ドッグレッグのミドルホール,緩やかな左ドッグレッグのミドルホール
10,難易度6位/18ホール中 平均スコア5.47 平均パット数2.03 パーオン率20.0% フェアウェイ率53.3% OB率34.0% バンカー率24.3%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.03 パーオン率20.0% フェアウェイ率53.3% OB率34.0% バンカー率24.3%,難易度6位/18ホール中 平均スコア5.47 平均パット数2.03 パーオン率20.0% フェアウェイ率53.3% OB率34.0% バンカー率24.3%,難易度2位/18ホール中 平均スコア6.56 平均パット数2.01 パーオン率18.3% フェアウェイ率50.8% OB率46.5% バンカー率19.8%,難易度2位/18ホール中 平均スコア6.56 平均パット数2.01 パーオン率18.3% フェアウェイ率50.8% OB率46.5% バンカー率19.8%,難易度2位/18ホール中 平均スコア6.56 平均パット数2.01 パーオン率18.3% フェアウェイ率50.8% OB率46.5% バンカー率19.8%,難易度11位/18ホール中 平均スコア5.26 平均パット数2 パーオン率22.3% フェアウェイ率52.8% OB率21.0% バンカー率32.3%,難易度11位/18ホール中 平均スコア5.26 平均パット数2 パーオン率22.3% フェアウェイ率52.8% OB率21.0% バンカー率32.3%,難易度11位/18ホール中 平均スコア5.26 平均パット数2 パーオン率22.3% フェアウェイ率52.8% OB率21.0% バンカー率32.3%
