,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：359yd,Hdcp：9,PAR：4,Reg.：376yd,Hdcp：2,PAR：3,Reg.：150yd,Hdcp：7
1,クロスバンカー左サイド狙いセカンドからやや打上げ,クロスバンカー左サイド狙いセカンドからやや打上げ,クロスバンカー左サイド狙いセカンドからやや打上げ,クロスバンカーの左がすぐＯＢ　右のカート道狙い,クロスバンカーの左がすぐＯＢ　右のカート道狙い,クロスバンカーの左がすぐＯＢ　右のカート道狙い,バンカーががっちりとガード　クラブ選択に注意,バンカーががっちりとガード　クラブ選択に注意,バンカーががっちりとガード　クラブ選択に注意
2,難易度6位/9ホール中 平均スコア5.24 平均パット数2.15 パーオン率29.0% フェアウェイ率42.3% OB率9.8% バンカー率50.0%,難易度6位/9ホール中 平均スコア5.24 平均パット数2.15 パーオン率29.0% フェアウェイ率42.3% OB率9.8% バンカー率50.0%,難易度6位/9ホール中 平均スコア5.24 平均パット数2.15 パーオン率29.0% フェアウェイ率42.3% OB率9.8% バンカー率50.0%,難易度3位/9ホール中 平均スコア5.45 平均パット数2.12 パーオン率24.0% フェアウェイ率40.0% OB率37.5% バンカー率28.5%,難易度3位/9ホール中 平均スコア5.45 平均パット数2.12 パーオン率24.0% フェアウェイ率40.0% OB率37.5% バンカー率28.5%,難易度3位/9ホール中 平均スコア5.45 平均パット数2.12 パーオン率24.0% フェアウェイ率40.0% OB率37.5% バンカー率28.5%,難易度8位/9ホール中 平均スコア4.15 平均パット数2.16 パーオン率32.0% フェアウェイ率- OB率11.0% バンカー率55.3%,難易度8位/9ホール中 平均スコア4.15 平均パット数2.16 パーオン率32.0% フェアウェイ率- OB率11.0% バンカー率55.3%,難易度8位/9ホール中 平均スコア4.15 平均パット数2.16 パーオン率32.0% フェアウェイ率- OB率11.0% バンカー率55.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：484yd,Hdcp：3,PAR：4,Reg.：363yd,Hdcp：1,PAR：3,Reg.：170yd,Hdcp：4
5,見通しの良いロングホール,見通しの良いロングホール,見通しの良いロングホール,池越えのミドルホール,池越えのミドルホール,池越えのミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
6,難易度2位/9ホール中 平均スコア6.52 平均パット数2.22 パーオン率28.3% フェアウェイ率42.0% OB率33.3% バンカー率56.5%,難易度2位/9ホール中 平均スコア6.52 平均パット数2.22 パーオン率28.3% フェアウェイ率42.0% OB率33.3% バンカー率56.5%,難易度2位/9ホール中 平均スコア6.52 平均パット数2.22 パーオン率28.3% フェアウェイ率42.0% OB率33.3% バンカー率56.5%,難易度7位/9ホール中 平均スコア5.13 平均パット数2.07 パーオン率32.8% フェアウェイ率40.8% OB率7.3% バンカー率49.8%,難易度7位/9ホール中 平均スコア5.13 平均パット数2.07 パーオン率32.8% フェアウェイ率40.8% OB率7.3% バンカー率49.8%,難易度7位/9ホール中 平均スコア5.13 平均パット数2.07 パーオン率32.8% フェアウェイ率40.8% OB率7.3% バンカー率49.8%,難易度9位/9ホール中 平均スコア4.14 平均パット数2.17 パーオン率30.5% フェアウェイ率- OB率24.8% バンカー率27.0%,難易度9位/9ホール中 平均スコア4.14 平均パット数2.17 パーオン率30.5% フェアウェイ率- OB率24.8% バンカー率27.0%,難易度9位/9ホール中 平均スコア4.14 平均パット数2.17 パーオン率30.5% フェアウェイ率- OB率24.8% バンカー率27.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：343yd,Hdcp：5,PAR：5,Reg.：519yd,Hdcp：6,PAR：4,Reg.：363yd,Hdcp：8
9,打ち上げの左ドッグレッグミドルホール,打ち上げの左ドッグレッグミドルホール,打ち上げの左ドッグレッグミドルホール,セカンドブラインドホール　左右の２段グリーン,セカンドブラインドホール　左右の２段グリーン,セカンドブラインドホール　左右の２段グリーン,打ち下ろしのミドルホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール
10,難易度5位/9ホール中 平均スコア5.26 平均パット数2.13 パーオン率28.5% フェアウェイ率46.5% OB率27.3% バンカー率36.3%,難易度5位/9ホール中 平均スコア5.26 平均パット数2.13 パーオン率28.5% フェアウェイ率46.5% OB率27.3% バンカー率36.3%,難易度5位/9ホール中 平均スコア5.26 平均パット数2.13 パーオン率28.5% フェアウェイ率46.5% OB率27.3% バンカー率36.3%,難易度1位/9ホール中 平均スコア6.67 平均パット数2.19 パーオン率24.3% フェアウェイ率42.3% OB率46.3% バンカー率41.8%,難易度1位/9ホール中 平均スコア6.67 平均パット数2.19 パーオン率24.3% フェアウェイ率42.3% OB率46.3% バンカー率41.8%,難易度1位/9ホール中 平均スコア6.67 平均パット数2.19 パーオン率24.3% フェアウェイ率42.3% OB率46.3% バンカー率41.8%,難易度4位/9ホール中 平均スコア5.4 平均パット数2.11 パーオン率25.0% フェアウェイ率42.3% OB率23.3% バンカー率44.8%,難易度4位/9ホール中 平均スコア5.4 平均パット数2.11 パーオン率25.0% フェアウェイ率42.3% OB率23.3% バンカー率44.8%,難易度4位/9ホール中 平均スコア5.4 平均パット数2.11 パーオン率25.0% フェアウェイ率42.3% OB率23.3% バンカー率44.8%
