,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：346yd,Hdcp：9,PAR：4,Reg.：349yd,Hdcp：7,PAR：3,Reg.：162yd,Hdcp：2
1,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,池越えのショートホール,池越えのショートホール,池越えのショートホール
2,難易度6位/9ホール中 平均スコア5.26 平均パット数2.18 パーオン率32.0% フェアウェイ率50.5% OB率26.0% バンカー率28.8%,難易度6位/9ホール中 平均スコア5.26 平均パット数2.18 パーオン率32.0% フェアウェイ率50.5% OB率26.0% バンカー率28.8%,難易度6位/9ホール中 平均スコア5.26 平均パット数2.18 パーオン率32.0% フェアウェイ率50.5% OB率26.0% バンカー率28.8%,難易度5位/9ホール中 平均スコア5.31 平均パット数2.15 パーオン率27.3% フェアウェイ率55.3% OB率9.3% バンカー率50.0%,難易度5位/9ホール中 平均スコア5.31 平均パット数2.15 パーオン率27.3% フェアウェイ率55.3% OB率9.3% バンカー率50.0%,難易度5位/9ホール中 平均スコア5.31 平均パット数2.15 パーオン率27.3% フェアウェイ率55.3% OB率9.3% バンカー率50.0%,難易度7位/9ホール中 平均スコア4.26 平均パット数2.15 パーオン率33.8% フェアウェイ率- OB率15.8% バンカー率1.0%,難易度7位/9ホール中 平均スコア4.26 平均パット数2.15 パーオン率33.8% フェアウェイ率- OB率15.8% バンカー率1.0%,難易度7位/9ホール中 平均スコア4.26 平均パット数2.15 パーオン率33.8% フェアウェイ率- OB率15.8% バンカー率1.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：404yd,Hdcp：1,PAR：5,Reg.：557yd,Hdcp：8,PAR：4,Reg.：346yd,Hdcp：4
5,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,真っ直ぐなロングホール,真っ直ぐなロングホール,真っ直ぐなロングホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
6,難易度2位/9ホール中 平均スコア5.59 平均パット数2.23 パーオン率17.5% フェアウェイ率52.3% OB率25.8% バンカー率37.0%,難易度2位/9ホール中 平均スコア5.59 平均パット数2.23 パーオン率17.5% フェアウェイ率52.3% OB率25.8% バンカー率37.0%,難易度2位/9ホール中 平均スコア5.59 平均パット数2.23 パーオン率17.5% フェアウェイ率52.3% OB率25.8% バンカー率37.0%,難易度3位/9ホール中 平均スコア6.42 平均パット数2.12 パーオン率29.8% フェアウェイ率52.5% OB率31.0% バンカー率44.0%,難易度3位/9ホール中 平均スコア6.42 平均パット数2.12 パーオン率29.8% フェアウェイ率52.5% OB率31.0% バンカー率44.0%,難易度3位/9ホール中 平均スコア6.42 平均パット数2.12 パーオン率29.8% フェアウェイ率52.5% OB率31.0% バンカー率44.0%,難易度8位/9ホール中 平均スコア5.09 平均パット数2.22 パーオン率43.3% フェアウェイ率50.8% OB率19.3% バンカー率35.0%,難易度8位/9ホール中 平均スコア5.09 平均パット数2.22 パーオン率43.3% フェアウェイ率50.8% OB率19.3% バンカー率35.0%,難易度8位/9ホール中 平均スコア5.09 平均パット数2.22 パーオン率43.3% フェアウェイ率50.8% OB率19.3% バンカー率35.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：169yd,Hdcp：5,PAR：4,Reg.：374yd,Hdcp：6,PAR：5,Reg.：529yd,Hdcp：3
9,池越えのショートホール,池越えのショートホール,池越えのショートホール,長いミドルホール,長いミドルホール,長いミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
10,難易度9位/9ホール中 平均スコア4 平均パット数2.17 パーオン率46.3% フェアウェイ率- OB率10.3% バンカー率1.0%,難易度9位/9ホール中 平均スコア4 平均パット数2.17 パーオン率46.3% フェアウェイ率- OB率10.3% バンカー率1.0%,難易度9位/9ホール中 平均スコア4 平均パット数2.17 パーオン率46.3% フェアウェイ率- OB率10.3% バンカー率1.0%,難易度4位/9ホール中 平均スコア5.44 平均パット数2.15 パーオン率30.3% フェアウェイ率47.5% OB率50.5% バンカー率26.0%,難易度4位/9ホール中 平均スコア5.44 平均パット数2.15 パーオン率30.3% フェアウェイ率47.5% OB率50.5% バンカー率26.0%,難易度4位/9ホール中 平均スコア5.44 平均パット数2.15 パーオン率30.3% フェアウェイ率47.5% OB率50.5% バンカー率26.0%,難易度1位/9ホール中 平均スコア6.52 平均パット数2.13 パーオン率25.5% フェアウェイ率54.0% OB率16.8% バンカー率2.7%,難易度1位/9ホール中 平均スコア6.52 平均パット数2.13 パーオン率25.5% フェアウェイ率54.0% OB率16.8% バンカー率2.7%,難易度1位/9ホール中 平均スコア6.52 平均パット数2.13 パーオン率25.5% フェアウェイ率54.0% OB率16.8% バンカー率2.7%
