,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：5,Reg.：541yd,Hdcp：,PAR：4,Reg.：363yd,Hdcp：,PAR：4,Reg.：373yd,Hdcp：
1,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,真っ直ぐなミドルホール,左ドッグレッグの長いミドルホール,左ドッグレッグの長いミドルホール,左ドッグレッグの長いミドルホール
2,難易度4位/9ホール中 平均スコア6.56 平均パット数2.13 パーオン率26.5% フェアウェイ率45.0% OB率34.8% バンカー率21.3%,難易度4位/9ホール中 平均スコア6.56 平均パット数2.13 パーオン率26.5% フェアウェイ率45.0% OB率34.8% バンカー率21.3%,難易度4位/9ホール中 平均スコア6.56 平均パット数2.13 パーオン率26.5% フェアウェイ率45.0% OB率34.8% バンカー率21.3%,難易度5位/9ホール中 平均スコア5.4 平均パット数2.07 パーオン率16.3% フェアウェイ率47.3% OB率3.0% バンカー率23.3%,難易度5位/9ホール中 平均スコア5.4 平均パット数2.07 パーオン率16.3% フェアウェイ率47.3% OB率3.0% バンカー率23.3%,難易度5位/9ホール中 平均スコア5.4 平均パット数2.07 パーオン率16.3% フェアウェイ率47.3% OB率3.0% バンカー率23.3%,難易度7位/9ホール中 平均スコア5.19 平均パット数2.06 パーオン率29.0% フェアウェイ率59.8% OB率14.0% バンカー率25.5%,難易度7位/9ホール中 平均スコア5.19 平均パット数2.06 パーオン率29.0% フェアウェイ率59.8% OB率14.0% バンカー率25.5%,難易度7位/9ホール中 平均スコア5.19 平均パット数2.06 パーオン率29.0% フェアウェイ率59.8% OB率14.0% バンカー率25.5%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：3,Reg.：175yd,Hdcp：,PAR：4,Reg.：419yd,Hdcp：,PAR：5,Reg.：540yd,Hdcp：
5,短いショートホール,短いショートホール,短いショートホール,右ドッグレッグの長いロングホール,右ドッグレッグの長いロングホール,右ドッグレッグの長いロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
6,難易度9位/9ホール中 平均スコア3.85 平均パット数2.01 パーオン率34.8% フェアウェイ率- OB率8.0% バンカー率26.8%,難易度9位/9ホール中 平均スコア3.85 平均パット数2.01 パーオン率34.8% フェアウェイ率- OB率8.0% バンカー率26.8%,難易度9位/9ホール中 平均スコア3.85 平均パット数2.01 パーオン率34.8% フェアウェイ率- OB率8.0% バンカー率26.8%,難易度2位/9ホール中 平均スコア5.62 平均パット数2.08 パーオン率11.8% フェアウェイ率47.3% OB率31.0% バンカー率19.8%,難易度2位/9ホール中 平均スコア5.62 平均パット数2.08 パーオン率11.8% フェアウェイ率47.3% OB率31.0% バンカー率19.8%,難易度2位/9ホール中 平均スコア5.62 平均パット数2.08 パーオン率11.8% フェアウェイ率47.3% OB率31.0% バンカー率19.8%,難易度1位/9ホール中 平均スコア6.62 平均パット数2.06 パーオン率16.3% フェアウェイ率55.0% OB率11.0% バンカー率23.0%,難易度1位/9ホール中 平均スコア6.62 平均パット数2.06 パーオン率16.3% フェアウェイ率55.0% OB率11.0% バンカー率23.0%,難易度1位/9ホール中 平均スコア6.62 平均パット数2.06 パーオン率16.3% フェアウェイ率55.0% OB率11.0% バンカー率23.0%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：356yd,Hdcp：,PAR：3,Reg.：166yd,Hdcp：,PAR：4,Reg.：407yd,Hdcp：
9,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグの長いショートホール,右ドッグレッグの長いショートホール,右ドッグレッグの長いショートホール,右ドッグレッグの長いミドルホール,右ドッグレッグの長いミドルホール,右ドッグレッグの長いミドルホール
10,難易度6位/9ホール中 平均スコア5.37 平均パット数1.93 パーオン率21.5% フェアウェイ率55.0% OB率45.8% バンカー率18.0%,難易度6位/9ホール中 平均スコア5.37 平均パット数1.93 パーオン率21.5% フェアウェイ率55.0% OB率45.8% バンカー率18.0%,難易度6位/9ホール中 平均スコア5.37 平均パット数1.93 パーオン率21.5% フェアウェイ率55.0% OB率45.8% バンカー率18.0%,難易度8位/9ホール中 平均スコア4.1 平均パット数2.05 パーオン率26.5% フェアウェイ率- OB率23.5% バンカー率30.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数2.05 パーオン率26.5% フェアウェイ率- OB率23.5% バンカー率30.5%,難易度8位/9ホール中 平均スコア4.1 平均パット数2.05 パーオン率26.5% フェアウェイ率- OB率23.5% バンカー率30.5%,難易度3位/9ホール中 平均スコア5.61 平均パット数2.04 パーオン率11.8% フェアウェイ率52.3% OB率24.0% バンカー率17.3%,難易度3位/9ホール中 平均スコア5.61 平均パット数2.04 パーオン率11.8% フェアウェイ率52.3% OB率24.0% バンカー率17.3%,難易度3位/9ホール中 平均スコア5.61 平均パット数2.04 パーオン率11.8% フェアウェイ率52.3% OB率24.0% バンカー率17.3%
