,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：411yd,Hdcp：4,PAR：3,Reg.：174yd,Hdcp：16,PAR：4,Reg.：323yd,Hdcp：10
1,セカンド地点より、やや打ち上げになっている,セカンド地点より、やや打ち上げになっている,セカンド地点より、やや打ち上げになっている,ティグランド脇の縦の木の大木が美しいホール,ティグランド脇の縦の木の大木が美しいホール,ティグランド脇の縦の木の大木が美しいホール,グリーンがセパレートされたミドルホール,グリーンがセパレートされたミドルホール,グリーンがセパレートされたミドルホール
2,難易度3位/18ホール中 平均スコア5.78 平均パット数1.97 パーオン率4.3% フェアウェイ率44.0% OB率18.0% バンカー率13.8%,難易度3位/18ホール中 平均スコア5.78 平均パット数1.97 パーオン率4.3% フェアウェイ率44.0% OB率18.0% バンカー率13.8%,難易度3位/18ホール中 平均スコア5.78 平均パット数1.97 パーオン率4.3% フェアウェイ率44.0% OB率18.0% バンカー率13.8%,難易度17位/18ホール中 平均スコア4.11 平均パット数1.94 パーオン率15.3% フェアウェイ率- OB率3.7% バンカー率14.0%,難易度17位/18ホール中 平均スコア4.11 平均パット数1.94 パーオン率15.3% フェアウェイ率- OB率3.7% バンカー率14.0%,難易度17位/18ホール中 平均スコア4.11 平均パット数1.94 パーオン率15.3% フェアウェイ率- OB率3.7% バンカー率14.0%,難易度13位/18ホール中 平均スコア5.12 平均パット数1.93 パーオン率23.0% フェアウェイ率52.5% OB率4.3% バンカー率30.8%,難易度13位/18ホール中 平均スコア5.12 平均パット数1.93 パーオン率23.0% フェアウェイ率52.5% OB率4.3% バンカー率30.8%,難易度13位/18ホール中 平均スコア5.12 平均パット数1.93 パーオン率23.0% フェアウェイ率52.5% OB率4.3% バンカー率30.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：5,Reg.：561yd,Hdcp：2,PAR：4,Reg.：389yd,Hdcp：8,PAR：3,Reg.：179yd,Hdcp：14
5,５４Ｈ中、１、２を競う超ロングホール,５４Ｈ中、１、２を競う超ロングホール,５４Ｈ中、１、２を競う超ロングホール,グリーンまでブラインドだがほぼ真っ直ぐなホール,グリーンまでブラインドだがほぼ真っ直ぐなホール,グリーンまでブラインドだがほぼ真っ直ぐなホール,景観の美しいショートホール,景観の美しいショートホール,景観の美しいショートホール
6,難易度5位/18ホール中 平均スコア6.53 平均パット数1.97 パーオン率13.3% フェアウェイ率51.0% OB率9.8% バンカー率9.8%,難易度5位/18ホール中 平均スコア6.53 平均パット数1.97 パーオン率13.3% フェアウェイ率51.0% OB率9.8% バンカー率9.8%,難易度5位/18ホール中 平均スコア6.53 平均パット数1.97 パーオン率13.3% フェアウェイ率51.0% OB率9.8% バンカー率9.8%,難易度8位/18ホール中 平均スコア5.43 平均パット数1.92 パーオン率9.5% フェアウェイ率51.5% OB率8.3% バンカー率15.8%,難易度8位/18ホール中 平均スコア5.43 平均パット数1.92 パーオン率9.5% フェアウェイ率51.5% OB率8.3% バンカー率15.8%,難易度8位/18ホール中 平均スコア5.43 平均パット数1.92 パーオン率9.5% フェアウェイ率51.5% OB率8.3% バンカー率15.8%,難易度18位/18ホール中 平均スコア4.07 平均パット数1.98 パーオン率18.8% フェアウェイ率- OB率3.0% バンカー率16.8%,難易度18位/18ホール中 平均スコア4.07 平均パット数1.98 パーオン率18.8% フェアウェイ率- OB率3.0% バンカー率16.8%,難易度18位/18ホール中 平均スコア4.07 平均パット数1.98 パーオン率18.8% フェアウェイ率- OB率3.0% バンカー率16.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：4,Reg.：329yd,Hdcp：18,PAR：5,Reg.：601yd,Hdcp：6,PAR：4,Reg.：410yd,Hdcp：12
9,左ＯＢが気になるホール,左ＯＢが気になるホール,左ＯＢが気になるホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,右ドッグレッグのロングホール,やや打ち下ろしのゆったりした長いミドル,やや打ち下ろしのゆったりした長いミドル,やや打ち下ろしのゆったりした長いミドル
10,難易度12位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率18.8% フェアウェイ率48.0% OB率6.3% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率18.8% フェアウェイ率48.0% OB率6.3% バンカー率23.3%,難易度12位/18ホール中 平均スコア5.29 平均パット数2.02 パーオン率18.8% フェアウェイ率48.0% OB率6.3% バンカー率23.3%,難易度2位/18ホール中 平均スコア6.9 平均パット数2 パーオン率8.3% フェアウェイ率51.5% OB率15.8% バンカー率13.0%,難易度2位/18ホール中 平均スコア6.9 平均パット数2 パーオン率8.3% フェアウェイ率51.5% OB率15.8% バンカー率13.0%,難易度2位/18ホール中 平均スコア6.9 平均パット数2 パーオン率8.3% フェアウェイ率51.5% OB率15.8% バンカー率13.0%,難易度7位/18ホール中 平均スコア5.48 平均パット数1.95 パーオン率8.8% フェアウェイ率47.0% OB率2.7% バンカー率20.8%,難易度7位/18ホール中 平均スコア5.48 平均パット数1.95 パーオン率8.8% フェアウェイ率47.0% OB率2.7% バンカー率20.8%,難易度7位/18ホール中 平均スコア5.48 平均パット数1.95 パーオン率8.8% フェアウェイ率47.0% OB率2.7% バンカー率20.8%
