,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：363yd,Hdcp：,PAR：4,Reg.：362yd,Hdcp：,PAR：4,Reg.：375yd,Hdcp：
1,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール,左ドッグレッグのミドルホール
2,難易度7位/9ホール中 平均スコア5.33 平均パット数2.1 パーオン率20.8% フェアウェイ率53.5% OB率4.5% バンカー率19.5%,難易度7位/9ホール中 平均スコア5.33 平均パット数2.1 パーオン率20.8% フェアウェイ率53.5% OB率4.5% バンカー率19.5%,難易度7位/9ホール中 平均スコア5.33 平均パット数2.1 パーオン率20.8% フェアウェイ率53.5% OB率4.5% バンカー率19.5%,難易度2位/9ホール中 平均スコア5.56 平均パット数2.1 パーオン率19.5% フェアウェイ率47.8% OB率20.3% バンカー率31.0%,難易度2位/9ホール中 平均スコア5.56 平均パット数2.1 パーオン率19.5% フェアウェイ率47.8% OB率20.3% バンカー率31.0%,難易度2位/9ホール中 平均スコア5.56 平均パット数2.1 パーオン率19.5% フェアウェイ率47.8% OB率20.3% バンカー率31.0%,難易度6位/9ホール中 平均スコア5.39 平均パット数2.02 パーオン率20.3% フェアウェイ率54.5% OB率23.0% バンカー率12.0%,難易度6位/9ホール中 平均スコア5.39 平均パット数2.02 パーオン率20.3% フェアウェイ率54.5% OB率23.0% バンカー率12.0%,難易度6位/9ホール中 平均スコア5.39 平均パット数2.02 パーオン率20.3% フェアウェイ率54.5% OB率23.0% バンカー率12.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：5,Reg.：494yd,Hdcp：,PAR：3,Reg.：152yd,Hdcp：,PAR：4,Reg.：388yd,Hdcp：
5,Ｓ字のロングホール,Ｓ字のロングホール,Ｓ字のロングホール,,,,長いミドルホール,長いミドルホール,長いミドルホール
6,難易度3位/9ホール中 平均スコア6.46 平均パット数2.13 パーオン率28.3% フェアウェイ率54.3% OB率31.8% バンカー率14.8%,難易度3位/9ホール中 平均スコア6.46 平均パット数2.13 パーオン率28.3% フェアウェイ率54.3% OB率31.8% バンカー率14.8%,難易度3位/9ホール中 平均スコア6.46 平均パット数2.13 パーオン率28.3% フェアウェイ率54.3% OB率31.8% バンカー率14.8%,難易度9位/9ホール中 平均スコア3.97 平均パット数2.09 パーオン率36.5% フェアウェイ率- OB率21.5% バンカー率24.5%,難易度9位/9ホール中 平均スコア3.97 平均パット数2.09 パーオン率36.5% フェアウェイ率- OB率21.5% バンカー率24.5%,難易度9位/9ホール中 平均スコア3.97 平均パット数2.09 パーオン率36.5% フェアウェイ率- OB率21.5% バンカー率24.5%,難易度1位/9ホール中 平均スコア5.72 平均パット数2.08 パーオン率13.0% フェアウェイ率44.0% OB率38.5% バンカー率28.5%,難易度1位/9ホール中 平均スコア5.72 平均パット数2.08 パーオン率13.0% フェアウェイ率44.0% OB率38.5% バンカー率28.5%,難易度1位/9ホール中 平均スコア5.72 平均パット数2.08 パーオン率13.0% フェアウェイ率44.0% OB率38.5% バンカー率28.5%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：186yd,Hdcp：,PAR：4,Reg.：336yd,Hdcp：,PAR：5,Reg.：499yd,Hdcp：
9,長いショートホール,長いショートホール,長いショートホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,右ドッグレッグのミドルホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール,左ドッグレッグのロングホール
10,難易度8位/9ホール中 平均スコア4.19 平均パット数2.05 パーオン率23.3% フェアウェイ率- OB率7.7% バンカー率15.3%,難易度8位/9ホール中 平均スコア4.19 平均パット数2.05 パーオン率23.3% フェアウェイ率- OB率7.7% バンカー率15.3%,難易度8位/9ホール中 平均スコア4.19 平均パット数2.05 パーオン率23.3% フェアウェイ率- OB率7.7% バンカー率15.3%,難易度5位/9ホール中 平均スコア5.39 平均パット数2.06 パーオン率22.5% フェアウェイ率45.3% OB率14.8% バンカー率31.0%,難易度5位/9ホール中 平均スコア5.39 平均パット数2.06 パーオン率22.5% フェアウェイ率45.3% OB率14.8% バンカー率31.0%,難易度5位/9ホール中 平均スコア5.39 平均パット数2.06 パーオン率22.5% フェアウェイ率45.3% OB率14.8% バンカー率31.0%,難易度4位/9ホール中 平均スコア6.4 平均パット数2.12 パーオン率32.3% フェアウェイ率60.0% OB率10.8% バンカー率8.5%,難易度4位/9ホール中 平均スコア6.4 平均パット数2.12 パーオン率32.3% フェアウェイ率60.0% OB率10.8% バンカー率8.5%,難易度4位/9ホール中 平均スコア6.4 平均パット数2.12 パーオン率32.3% フェアウェイ率60.0% OB率10.8% バンカー率8.5%
